	variance
PHLDA3	0.0530022
RBMS3	0.05295615
CREG1	0.052923214
AGPAT2	0.052922297
FGFR2	0.05289679
CYP2F1	0.052778997
PSMA5	0.052630346
PDHA1	0.052517574
SNAP23	0.052494347
DDB1	0.05244594
KLK12	0.052435096
CKLF	0.052419648
IVNS1ABP	0.052407563
CHL1	0.052397233
PHC2	0.052396297
SNX10	0.052369483
GFPT2	0.0523418
ACSS1	0.05231086
BCLAF1	0.052233618
SND1	0.052227404
FOXO3	0.05220643
STK17A	0.052200355
OSBPL1A	0.052173227
SERPINB2	0.0520978
BTNL9	0.05205739
CLMP	0.052055545
SMC2	0.052054655
SFRP4	0.05201499
TNFRSF1B	0.05197129
ADGRF1	0.051851742
SAT2	0.05183487
TNXB	0.051769268
ALDH7A1	0.051747575
BHMT	0.05173447
UBL3	0.05173408
ENSA	0.05170278
EPHB6	0.051701374
ADGRG1	0.051599197
HSPB11	0.051578667
CHD9	0.051562097
RAP1A	0.05154817
NUTF2	0.05152477
GUCY1A1	0.051459942
ZNF532	0.051393375
MUCL1	0.05124238
FAM129B	0.051197115
TCEA3	0.051183734
GDI2	0.051118452
KIF20B	0.051039916
PRPS2	0.050972134
CTNNBL1	0.050967235
CAPN1	0.0508752
UGDH	0.050871994
APOBEC3G	0.05083808
ARL6IP4	0.050726287
TCEA1	0.050723188
MCEMP1	0.050718296
GGT5	0.05071472
G3BP1	0.05066017
SRPRA	0.050630648
B4GALT1	0.050628133
CSNK1A1	0.050617993
YY1	0.050616674
FAM49B	0.05057766
TRIM28	0.050539628
TMEM97	0.050501186
MKRN1	0.050499853
MRPS15	0.050437555
FMNL1	0.050416294
ARID5A	0.050403424
PDXK	0.05039886
DAAM1	0.050351866
SEMA3B	0.050324645
MID1IP1	0.050295744
LRRC26	0.050240368
GLYAT	0.050220553
NDUFAF8	0.05019649
GRINA	0.050120924
LRP10	0.050115567
COL5A2	0.050114516
TEAD1	0.050102945
EMX2	0.050093047
KLK10	0.05003648
BMX	0.049976595
TERF2IP	0.04994967
CD79B	0.049948726
RBBP4	0.04992836
BPGM	0.04985209
RNF19A	0.04983737
WNK1	0.04976337
PROX1	0.0497311
MRPS36	0.04961899
EIF2S3	0.04950568
STOML2	0.049422268
SIVA1	0.04940557
GAD2	0.04937756
PTBP3	0.049345244
PYGL	0.049309038
ATP8B1	0.04925961
RER1	0.04917804
GOLIM4	0.049138937
KPNA2	0.04913595
PTPRE	0.049129803
NAT8	0.049115762
AGER	0.049103126
ARF6	0.049076464
SUN2	0.049011465
ANG	0.049011
MCM3	0.04900402
TMBIM1	0.048994828
MIS18BP1	0.04890806
VWA5A	0.04883736
TFDP2	0.04882429
FMO2	0.048734084
GPR37	0.0487082
FOSL1	0.048696827
TXNL4A	0.04869081
HSPA6	0.048690435
MME	0.048645154
TNFAIP8	0.04864455
C1orf122	0.048515484
PRPF4B	0.048496585
HLA-F	0.048455548
HACD3	0.04843814
CAPZA1	0.048433818
SF3B2	0.04840636
ARL4A	0.048395034
LAMC2	0.048232432
ICAM3	0.04821281
AMN	0.048086833
SNRPD3	0.04808586
PYURF	0.048084628
BOD1L1	0.04802914
MVP	0.04796619
F2R	0.04796412
ZRANB2	0.047932144
ARHGAP6	0.04787188
INTS6	0.04779431
PDGFRL	0.047791876
DNASE1L3	0.047666594
AKAP7	0.047661103
HSD17B6	0.047648016
SLFN5	0.047646478
C5	0.047635503
RTL8C	0.04759884
ZBTB7A	0.047560874
RAB34	0.0475294
SLC30A4	0.04752929
LRG1	0.04752724
OVOL1	0.047483012
PSMC3	0.04748059
DPYS	0.047391366
NABP1	0.047349446
SPTAN1	0.047319684
FAM24B	0.047309063
CTTN	0.047274012
SULF1	0.04722272
FAM84A	0.047110077
SASH1	0.04710086
LIPH	0.047085375
ARHGDIA	0.047033947
EPHA2	0.047029052
PTP4A1	0.04701865
NCK2	0.046982165
CLN3	0.046942394
RBBP6	0.046820328
PPP4C	0.04679935
NUFIP2	0.046782725
SRSF4	0.046764243
TSPAN4	0.046764202
SIAH2	0.046732295
HSD17B11	0.046677865
DPY30	0.0466524
PRKCB	0.046466637
DPP4	0.046418525
CEP350	0.046416935
XPO1	0.046394862
CCNG1	0.046262745
ETV6	0.04626009
ZC3H13	0.046258535
MPHOSPH8	0.04622673
SYAP1	0.046225797
TMPRSS11E	0.046210144
PSMC1	0.04618879
PDK1	0.046157572
LEF1	0.046157364
DDX18	0.046131246
ATRAID	0.046111938
GUCA2A	0.046090737
SEPT9	0.046008144
EIF4H	0.045993585
FRMD4B	0.04599099
RALY	0.04598626
LEPROTL1	0.04594479
SATB1	0.045906857
GALNT1	0.045857098
SH3GLB1	0.04583323
MAZ	0.04583079
NDUFV1	0.04581163
TSPAN19	0.04581124
DNAJB9	0.045811
CMYA5	0.04577184
VASN	0.045662396
MRPS31	0.04564479
HCAR3	0.04562167
EVL	0.04558954
PIK3IP1	0.045408815
ATP2C1	0.045392692
GNMT	0.045362353
SPRY2	0.045347404
POLR2F	0.04533064
CFL2	0.045313433
GSTA4	0.045189388
CD84	0.04516869
ANAPC5	0.04513472
SLC7A2	0.04512534
MCM7	0.045089766
FXR1	0.045053396
ARL14	0.045052152
GGCT	0.04496524
STMP1	0.044916403
PEA15	0.044916216
AAK1	0.0449026
ANK3	0.044887718
LAMA3	0.044876315
TNFRSF1A	0.044822343
UCHL1	0.044790395
CMAS	0.044777837
PCYOX1	0.044748116
SLMAP	0.044745214
TMEM208	0.044726174
NRP2	0.04469562
ESD	0.044693574
BMP2	0.044688575
SLA	0.044623125
VGLL4	0.0446187
GTF3C6	0.044571433
PSAT1	0.044568803
RAB5C	0.04455139
RWDD1	0.04454761
RCN1	0.04452986
BBX	0.044519097
NARS	0.0444955
TWIST1	0.044457484
CSRNP1	0.04445028
SYT8	0.044393156
SOX10	0.044380624
ETHE1	0.044295922
NAA20	0.044248044
PLAT	0.044237237
CHMP4B	0.044222686
COL28A1	0.044215634
PURA	0.044181798
MIA3	0.04416409
ZFAND6	0.044130873
MBIP	0.04409444
SERPINB5	0.044078965
SMARCC1	0.04407423
ADRM1	0.04406852
SINHCAF	0.04406245
MPST	0.04406074
MAP3K8	0.04398053
LSM5	0.043947805
GRP	0.043918528
RCAN3	0.043902542
SCAND1	0.043886114
SYF2	0.043858543
DDIT3	0.04384191
MYLIP	0.043835547
TMEM243	0.043690957
ALKBH7	0.043673426
DOCK8	0.043632325
PNKD	0.04361984
ADH7	0.04361783
EBP	0.04360635
ACAA1	0.04352632
RAI14	0.043507975
OSTF1	0.04347604
CXCR2	0.043449666
BCL2	0.043419775
ZNHIT1	0.043399107
CCDC14	0.043386135
BMP2K	0.04331089
PPIG	0.043292753
SDHD	0.04328919
LYPLA1	0.04328451
VEGFB	0.043281198
IFI30	0.04327456
SEZ6L2	0.04318191
GNG12	0.04312386
MRVI1	0.04311239
FLRT2	0.043105394
EMB	0.043078244
ALOX15	0.043002717
RBP5	0.04299002
TOP2B	0.042980816
LBR	0.04297515
SNRPC	0.042880196
DDAH2	0.042879686
C11orf97	0.042865355
SUCLG2	0.042790033
ATP2B1	0.042786088
TSPAN33	0.042746074
DYNC1I2	0.042745262
NAP1L4	0.042716317
NDUFS2	0.042712066
EHD2	0.042660516
TC2N	0.04265924
NDUFV2	0.042651124
MEF2A	0.042619932
MRPS6	0.042610575
CEP126	0.04254713
EPB41	0.042535037
EFCAB1	0.042522907
ARPC5L	0.04241825
VWA1	0.0424166
HCFC1R1	0.04238367
HIST1H2AG	0.042378996
AXL	0.04234434
FNBP1L	0.042241454
UBE2M	0.04219662
COX14	0.042171903
RNASEH2C	0.042138934
TOMM22	0.042080924
SYTL3	0.042065784
ANO6	0.042065322
PDGFA	0.042045064
DKC1	0.042039104
CFAP126	0.04198665
THOC2	0.041975655
VPS13C	0.041967906
R3HDM4	0.0418891
KIF9	0.04188648
UBE2A	0.04186902
ATP6V1D	0.041838348
AIF1L	0.04183459
ALDH3A2	0.0418253
DPT	0.04182199
FGR	0.0417849
SPINK4	0.041778743
ARID4B	0.041770358
PRMT2	0.04172166
U2SURP	0.04170568
RPA3	0.041703045
UGT2A3	0.04170114
DPP7	0.041677494
LARS	0.04162723
F11R	0.04160654
NRN1	0.041553993
SNX9	0.041528385
COL15A1	0.04144113
DRC3	0.041373342
RRAGD	0.041362777
NSD3	0.041302413
EPC1	0.04129519
UFM1	0.04121739
FADS1	0.041216794
RNASEH2B	0.041214604
CD302	0.041145615
MCFD2	0.041107118
ZEB1	0.041050043
AHNAK2	0.04100308
CLDN6	0.0409961
CLPSL1	0.040990584
TLK1	0.04098803
TMEM147	0.040962886
STX18	0.040941685
TCP1	0.04089983
ATF5	0.040886596
ECI2	0.040870894
G3BP2	0.040724013
RNF10	0.040721484
DIAPH2	0.040707767
NME5	0.04064512
CMTM2	0.040587828
NOP58	0.040572636
BAAT	0.04056335
PNRC2	0.040561527
RBPJL	0.040517483
FUT2	0.04049044
CENPX	0.04048231
ZCCHC24	0.04045797
AP3S1	0.0404399
ADAM19	0.040415786
LSR	0.040397618
CLCNKB	0.040372588
B3GNT5	0.04035902
EIF3J	0.04031738
PLXNC1	0.040279612
SPRR2F	0.040275604
CHPF	0.040236734
SDC2	0.040233523
BRD4	0.04020027
PDE4B	0.04013673
SDCBP2	0.04010911
ACAP1	0.040081047
AVP	0.04007429
LGALSL	0.040031444
OAF	0.04002954
COX20	0.04001731
P4HA1	0.040003207
BANK1	0.039960098
TMOD1	0.039938197
GPR65	0.039906096
PON2	0.039900422
CCDC107	0.039858602
SUMO1	0.039858453
IRF6	0.039851494
SLTM	0.039832056
SEMA6A	0.039805908
SLIT3	0.03978042
ADAMTS5	0.039769843
SELENOT	0.03976893
MGAT4B	0.039744295
SMARCB1	0.039719384
ST6GAL1	0.039701603
TRAF4	0.039673753
MBNL2	0.039648123
NIPBL	0.039646372
PSMB4	0.03961297
DOCK5	0.039612144
TMEM219	0.039552715
PDE4DIP	0.039521437
EIF3D	0.039477814
STRAP	0.039473247
SMIM3	0.03946546
ACSL4	0.039434724
MBD2	0.03934419
CLEC1B	0.039337866
JAML	0.039255645
SERPINA3	0.03925052
NMU	0.03924923
NDUFA8	0.039136592
LDLRAD1	0.039123967
SCX	0.03908911
ASGR1	0.0390766
VPS28	0.039060377
PAICS	0.039029174
ABCA6	0.038997542
TMEM87A	0.03899732
PSMD4	0.038989197
PID1	0.038964204
MMP24OS	0.03895581
RNF7	0.03895144
NBEAL1	0.0389243
MPZL1	0.03889237
PDAP1	0.038858257
PHIP	0.038841773
PSMD2	0.038820364
BUD23	0.03874536
ALDH6A1	0.038732726
NECTIN4	0.03872767
PPP1CC	0.038703945
CASP3	0.038673252
CD2	0.03864484
CCNB1	0.038622614
NCOA3	0.038607504
RHOD	0.038555264
METTL9	0.038545974
DPYSL3	0.03851454
RTF1	0.038509022
ARFGAP3	0.038508438
EFNB2	0.038492844
PRRG4	0.03836712
NINJ1	0.038366146
LTC4S	0.038323462
B4GALT5	0.038310148
DLX5	0.038309895
CASC4	0.038207855
C1QTNF1	0.038174216
BOLA3	0.038117073
MYOF	0.03809534
PPP1R18	0.038069952
C9orf135	0.038050424
NEUROD1	0.038044736
TMCO1	0.038020797
APOBEC3A	0.038017377
LVRN	0.03799483
SULT2A1	0.037967756
PPFIBP1	0.037964344
MPEG1	0.037940048
FAM114A1	0.03782239
ACAT2	0.0377604
VAT1	0.037745535
OPTN	0.037742615
COBL	0.037741065
CCDC167	0.037724465
DEGS1	0.03769483
LYST	0.037667803
ADAM9	0.037655897
MLF1	0.03758123
MPC1	0.03755087
GPBP1	0.037550412
SEC31A	0.03754356
KIAA1217	0.03754307
RCN2	0.03753262
PPARG	0.037499957
EVPL	0.03746964
CD82	0.03746358
AFF1	0.03740305
DDX39A	0.03740003
NAGK	0.037360024
PPIF	0.037338465
MDM2	0.03733691
CHMP1B	0.037331793
CHMP5	0.037315078
LGI4	0.037261013
NIPSNAP2	0.0372387
RILPL2	0.037188325
LOX	0.037164606
SLC22A31	0.037155267
TNFSF13B	0.037144285
APBB1IP	0.037130572
CHD4	0.037118778
NR2F6	0.03709051
PET100	0.03707528
LMCD1	0.03705474
STEAP1	0.037049722
MEAF6	0.037045456
BEST4	0.037033185
SLK	0.037020806
POLR1D	0.036987387
SELENOF	0.036984127
GCLC	0.036980927
DNAJC1	0.0369743
NCF4	0.03697265
PROK2	0.03697175
RASSF2	0.036933668
BEX2	0.03692654
SLC39A1	0.036923
CEMIP2	0.03682422
RETREG1	0.036727987
ZNF428	0.03672401
FCRL5	0.036723323
PLSCR1	0.036718614
NECTIN2	0.036710504
RNF181	0.036684897
OS9	0.036662027
GREB1	0.03665591
MYO1C	0.03663538
SPAG17	0.036600817
ZC3HAV1	0.036591154
CTNNAL1	0.03658448
CFDP1	0.036569208
KIAA0040	0.036562786
AASS	0.036555596
MYO10	0.036552727
PFN2	0.036522586
DAG1	0.036513492
EIF4G1	0.03648784
TEKT1	0.036473975
DDX46	0.036456544
CUX1	0.036452316
TAP1	0.036412235
MCM5	0.036383953
FGFR1OP2	0.036378335
PJA2	0.0363513
SCTR	0.036319893
ITGB7	0.036298987
CLEC14A	0.036231447
SDHC	0.03620309
CHURC1	0.036199816
NCKAP1	0.0361688
CREB5	0.036117665
SSPN	0.036110688
PREX1	0.03610459
UBA2	0.036071643
CNN2	0.03603493
ENC1	0.036032356
YAP1	0.036027186
NRP1	0.036023162
SLC35B1	0.036006514
ETV3	0.03599643
GARS	0.03596671
CLK1	0.035958406
MISP	0.035930093
HTRA3	0.035836272
C2	0.035738003
MYO5A	0.03567341
NEGR1	0.035649627
SWAP70	0.035631206
GLUD1	0.035606954
PRAC1	0.03558351
BIRC5	0.03548013
CYB5R1	0.035471115
PLK2	0.03543664
BARX2	0.035381958
AKR7A2	0.035351466
CD247	0.035321333
SKIL	0.03525871
MECOM	0.035244625
CLNS1A	0.035236325
GIPC1	0.035233844
PAH	0.035233125
RERE	0.035214663
VPS29	0.035205234
CALCRL	0.035204776
POLR2E	0.03519724
FYTTD1	0.035193164
CSF2RA	0.03515395
ADIPOR1	0.035094798
HSD17B4	0.0349999
DHX36	0.034982983
PLEKHJ1	0.034955036
CLEC7A	0.034949906
LAP3	0.034948498
CFAP36	0.034896445
PRPF38B	0.034887742
ANTXR1	0.034855645
OCIAD1	0.034817692
FLRT3	0.03477159
ATP12A	0.034707777
CHD3	0.034699887
EIF3B	0.034692485
REG4	0.03467833
PI16	0.034661535
SNRNP70	0.034629818
FOXN3	0.034628235
C6orf132	0.03453429
RNPS1	0.034532264
ACY3	0.034528825
HEMGN	0.03452465
EPS8L1	0.034507968
ERN1	0.03447775
HIP1R	0.034472764
EAF2	0.034448743
UQCC2	0.03443744
DENND2C	0.034370583
CDC42EP1	0.034362532
PTPRZ1	0.03435624
EPB41L2	0.034324076
MFSD1	0.034312956
SPTLC2	0.03430409
HDAC2	0.034268852
HNMT	0.034267813
IRF8	0.034219023
LRRFIP2	0.034215014
MTCH2	0.034204535
RPS19BP1	0.034191877
GTF2H5	0.03416608
LMNB1	0.03416023
ATM	0.03415732
SNX6	0.03414733
AP1M2	0.034135237
PDCD6	0.034125213
LGALS7B	0.03408923
GSTA3	0.034071848
TREM1	0.034049086
RAD23B	0.034047168
TSPYL2	0.0340211
ERBIN	0.033990726
RUVBL1	0.033968583
LLGL2	0.033966128
CLNK	0.033951513
PXDC1	0.033930093
BAIAP2	0.033926472
VCAM1	0.03391437
ATP6V0D1	0.03390477
IPO7	0.033814225
COPRS	0.033804275
DNAJC9	0.033783227
PRUNE2	0.033770364
BCAS1	0.03375054
STAG2	0.03372308
CD226	0.033722553
DIAPH1	0.03371963
CDC42SE1	0.033685207
GIMAP4	0.03367588
HIST1H2AL	0.033640735
SPAG16	0.033617903
DHRS9	0.033598065
ASH1L	0.033543885
PDE4D	0.03353749
PBLD	0.03353607
DEGS2	0.033501707
AVIL	0.03348374
HSPA2	0.033477448
RAB14	0.033454902
HHEX	0.033435624
CLMN	0.033378586
RALGPS2	0.033275966
ACP1	0.033274677
OSER1	0.033262223
TSPAN6	0.033260167
CPNE3	0.033250034
CDK4	0.03324873
PABPN1	0.033247206
CD99	0.033246685
ATP6V1B2	0.033119004
XRN2	0.033114552
CDH17	0.033096857
PAX6	0.03308216
AUP1	0.033068426
SERINC5	0.033051692
ZNF503	0.033035297
PHF3	0.03303216
SURF4	0.033026412
ONECUT2	0.03302052
DNAJA4	0.033020508
GTF2A2	0.03300825
CSNK2B	0.03297988
CYP2C8	0.032966316
HELLS	0.032957
LGALS9	0.032946087
HSH2D	0.03292923
FLOT1	0.032925453
SYTL2	0.03291432
POLE3	0.032910183
NFE2	0.032907218
KCNE2	0.03289635
CCDC50	0.03288719
SPAG7	0.032886516
ARG1	0.032881167
NAXE	0.03281518
BCL3	0.032814734
SLC1A5	0.032803595
ATP13A3	0.032783728
CYTH1	0.03277119
WBP2	0.032770704
SOWAHC	0.03276915
LRRC46	0.032722693
RSPH9	0.032722414
MAP7	0.032683108
ZNF207	0.032678854
TOR1AIP2	0.032662753
ICAM2	0.032634724
MYH14	0.0326102
NDUFS4	0.032589875
NCOR1	0.03258788
SESTD1	0.032585505
SLC39A3	0.032574754
UBE2N	0.03254069
RHOH	0.03254056
TMEM47	0.032524053
COMTD1	0.032522734
SEC63	0.032447398
ATAD2	0.032428227
CLCN3	0.032422077
RAB5IF	0.032360666
NDN	0.032355264
NDUFA10	0.03233472
MMP26	0.032333776
ENKUR	0.03230229
CYP27A1	0.03220648
TLE1	0.03217864
LAMB2	0.032169975
RSPH4A	0.032072235
ISLR	0.032057684
KLF1	0.032053337
SSBP4	0.03201618
SPRR2G	0.032007445
CDH13	0.031997524
MZT2A	0.031994794
C5orf46	0.03198061
CDC42SE2	0.031959638
DNM2	0.03195622
CTBP2	0.031946186
HYAL2	0.031924848
ACSM2B	0.031922933
SNX5	0.031914562
FCMR	0.031895842
TRAF3IP3	0.031867806
CLCA2	0.031815156
EWSR1	0.031790268
TRABD	0.031784333
FAM216B	0.031777993
PDZK1	0.031747457
SDF4	0.031737167
CMC1	0.031730466
SUZ12	0.03170341
PPP1R10	0.031701054
ZNF644	0.0316923
DMXL1	0.03169148
VPS35	0.031688835
IFT22	0.031676214
SORT1	0.031666458
MET	0.031648945
FAM107A	0.03164603
LIF	0.031634
MSRB2	0.031632394
APOBEC3C	0.031631105
RYBP	0.031611644
AFF3	0.031601336
ST3GAL5	0.031575657
TPP1	0.03155916
VKORC1	0.03153189
SQOR	0.031502917
UROD	0.031483583
CMIP	0.03147022
TXNL1	0.031455487
SHROOM3	0.03141054
ETV1	0.031390462
EEA1	0.031383116
CREB3L2	0.03133407
F2	0.031331934
EHD4	0.031290192
ZC3H12A	0.031246535
SLC16A1	0.031244079
RBM17	0.031220863
RASSF8	0.031200526
IFNGR2	0.031176677
TBL1XR1	0.031154618
FAM81B	0.031097656
KLK5	0.031067206
ZC3H15	0.030904695
OAS1	0.030879738
HMMR	0.03085407
PLEC	0.030853067
GCNT2	0.030797048
CAPRIN1	0.030772192
TRIM2	0.030765358
BNIP2	0.030751666
SPART	0.030749122
TRIM56	0.030733297
CRHBP	0.030732533
RNF152	0.030719044
NDUFS3	0.030674798
SRPRB	0.0306692
BUB3	0.030666173
SMIM26	0.03063343
WAS	0.030630559
PTGER4	0.03062675
GLCCI1	0.030615712
MYBPC1	0.030614948
RUNX3	0.030605368
HBG2	0.030595612
ARPC1A	0.030556504
ANXA8	0.030539509
DDX3Y	0.030525561
HADHB	0.030493762
TGFBI	0.030482795
PPP1R16A	0.030479595
CREB3L1	0.030471971
IL17RA	0.030461693
CDS1	0.030440759
LCP2	0.030427344
GMPPB	0.030415328
ZNF22	0.030407578
AHCY	0.030406862
FAM13A	0.03040486
FIBIN	0.030394746
CTDSPL	0.030384537
UBE2R2	0.03038118
GSE1	0.030360641
SHISA5	0.030346299
TOR3A	0.03025764
WLS	0.03025374
BAZ2B	0.030245615
ARMH1	0.030242117
MAP2K2	0.03023183
GLIPR2	0.030221518
FAM89A	0.03021713
LRRC32	0.030202482
TRIP11	0.030181723
CPNE5	0.030180601
EVA1B	0.030165592
FADS2	0.030156143
CAP2	0.030144474
MRPL40	0.030141016
CLEC4E	0.030133825
AFF4	0.030104432
KRT81	0.030083843
MCM4	0.03005545
PLEKHB1	0.030016195
CNTRL	0.030014914
FMN1	0.030006086
METTL26	0.03000229
CFAP43	0.030001042
PHACTR2	0.0299941
HMG20B	0.029993357
RAB3IP	0.029980188
ASPSCR1	0.029968856
HSD11B2	0.029966298
FOXJ1	0.029963199
CMSS1	0.029953534
GLG1	0.029899966
CD2AP	0.029892996
PLXNB2	0.029891992
PCDH9	0.02988879
LRPPRC	0.029872973
C5orf24	0.02983908
PPP2CB	0.029838327
GLO1	0.029829653
FAM25A	0.029819028
RANBP2	0.029787686
ARMCX3	0.029754028
CHD1	0.02969939
MAP4K4	0.029689316
DDR1	0.0296802
RORA	0.029640079
PPP1R2	0.029635068
GABRP	0.02962687
SLC16A7	0.02957051
SARS	0.02956825
NUDT8	0.029564032
DOCK10	0.02953413
HAND2	0.029512446
ERG28	0.029492604
GRASP	0.029477695
ANK2	0.029465461
IFT27	0.029453028
MMP11	0.02944523
CTSF	0.029420732
SNX2	0.029418567
RB1CC1	0.029398855
CNRIP1	0.029397335
KIF5C	0.029374542
NUDT5	0.029336566
AP2B1	0.029328384
TMEM167A	0.029320845
TRIOBP	0.0293048
SLC27A2	0.0292719
SSRP1	0.029265558
RHOBTB1	0.029251669
GOT1	0.029220022
MATN2	0.029212294
IRX2	0.029208232
SERINC3	0.029176008
TRIM24	0.029167159
SMARCA1	0.0291609
TMEM256	0.029152025
ASAP1	0.029139638
SAXO2	0.029139565
RPL7L1	0.02909018
NUCB1	0.029087821
DECR1	0.029079717
M6PR	0.02906741
GAA	0.029049873
RSF1	0.029009378
RAB21	0.028999852
DYNC2H1	0.0289596
LSM2	0.028946772
ATP6AP1	0.028934013
RUVBL2	0.028927257
MAP1LC3A	0.028923376
PDE5A	0.02888912
STIP1	0.028882269
MNS1	0.028878793
UFD1	0.028873991
HSD17B10	0.028873978
TM7SF3	0.028857935
PLEKHS1	0.028831024
TMPRSS11D	0.028827932
ELK3	0.028820246
MRPL34	0.028792476
RCAN2	0.028789094
FABP2	0.028779563
TMX4	0.028763926
FOXO4	0.028751954
ALDH3B1	0.028738169
CDK1	0.028736912
PLOD2	0.028691003
SCN7A	0.028638303
WASL	0.028629117
PMVK	0.028594222
SEC13	0.028581504
SEPHS2	0.02855083
ATP2B4	0.02851809
PICALM	0.028514322
CRYZ	0.028500965
NT5DC2	0.028482974
PROS1	0.02845692
RAB27A	0.028452301
SLC7A7	0.028424308
CNOT6L	0.02840091
CYGB	0.02834044
SAP30	0.028327135
HIST1H3B	0.028277228
LILRB3	0.028271016
ABL2	0.028264353
COPB2	0.02824913
PPP2CA	0.028228434
PCNP	0.028190175
TOMM5	0.028173007
CFAP300	0.02816734
STX7	0.028136795
CCNO	0.028110374
MRPL27	0.028105548
WDR43	0.028101943
IGF2R	0.028070128
USP48	0.028023887
ARPP19	0.028015103
ATP11A	0.028004996
PGRMC2	0.028001774
MYBPC3	0.027999492
PCMTD1	0.027994605
TMEM45A	0.027974917
EBNA1BP2	0.027964838
POLR2K	0.027963981
PARP14	0.027953217
CDHR5	0.027934736
CSF2RB	0.027930964
HPCAL1	0.027888307
SHMT1	0.027869256
YWHAG	0.027866835
PPT1	0.027847953
CCAR1	0.027830595
COLEC12	0.027788201
DNAJB4	0.02777032
CCDC47	0.027760511
TM9SF2	0.027760379
ARID1A	0.027741129
FAM133B	0.027710252
CARMIL1	0.02770066
ITGB3	0.027655147
RAPGEF5	0.027653702
ITPRIPL2	0.027624115
CTXN1	0.027601087
PSMC4	0.027565427
SLC4A7	0.027562069
SULT1A1	0.027561015
ECE1	0.027556412
FLT3	0.027551945
SAR1B	0.027551085
ZNF638	0.027483946
SPTSSB	0.027480327
CYP2C9	0.027472163
BCL11A	0.027464546
HS3ST1	0.027457256
DMD	0.02745308
HLA-DMB	0.027426012
PTBP1	0.027405802
ACADM	0.027375014
AK2	0.027322894
DDT	0.027245399
CRYM	0.02723292
YIF1A	0.027214425
FAM120A	0.027212385
NPTN	0.02719653
HNRNPUL1	0.027170006
JOSD1	0.027162876
DPCD	0.027162869
TSPAN14	0.027134784
FRMD3	0.027128736
HIPK3	0.027089924
TMEM101	0.027069656
CAMLG	0.027054459
CISD3	0.027054152
GALNT6	0.027045585
ANKRD44	0.027036753
SRP19	0.027018877
BCL11B	0.02700287
CNIH4	0.027000777
YTHDC1	0.026987415
TMEM134	0.026985971
HEBP1	0.026976276
CCNC	0.026935574
CHD2	0.026922474
MFSD12	0.026876707
CTHRC1	0.026865155
MAGOH	0.026862439
ANXA7	0.02685998
ASPN	0.026826773
ALYREF	0.02682648
ALDH1L1	0.02682559
CHP1	0.026765408
WARS	0.026762875
ACO2	0.026750311
BAZ1B	0.026725737
COA4	0.026724476
CCDC186	0.026694832
MARCH1	0.026684627
ENDOG	0.02666661
TMEM230	0.026663208
RERGL	0.026643999
RNASE2	0.026637726
ENDOD1	0.026598133
IQCG	0.026568921
CCDC69	0.026539661
NME3	0.02653724
BMPR2	0.026525287
TTLL7	0.026514424
SVIP	0.026501616
CSF1	0.026494496
DDX1	0.026481694
CAMK2D	0.026476003
AHR	0.026442282
PPP2R1A	0.026431724
NRDC	0.026402013
TRPS1	0.02638663
TFDP1	0.0263645
FUCA1	0.026319358
SAV1	0.026313107
AZIN1	0.026306463
NIPAL3	0.026301758
SLC31A2	0.026294189
TNS2	0.026293172
RNF13	0.02628127
C6orf48	0.02627326
CCNH	0.026261203
MTR	0.02623822
DYNLT3	0.026226092
CFAP97	0.026195567
SELPLG	0.026154822
PRKAG2	0.026131673
CCDC71L	0.026124436
CPQ	0.026118312
IGF1R	0.02608646
CORO1C	0.026081156
DLGAP5	0.026080338
MAP7D1	0.026075272
AHSA1	0.02605416
FKBP4	0.026043048
THY1	0.026028657
TNFRSF13B	0.02601652
CKAP2	0.025976855
NSG1	0.025964497
FLOT2	0.025962653
VIL1	0.025907932
TFG	0.02588902
TAF7	0.025871707
USP12	0.025861114
CDX1	0.025840914
ISOC2	0.025834283
ARRDC2	0.025821906
EN1	0.025820376
SHROOM1	0.025813077
SYK	0.025812447
OLA1	0.025802054
CEBPZ	0.025798969
LPAR1	0.0257922
USP34	0.025788745
TSPAN15	0.025785081
EMC7	0.025779225
BCL2L11	0.025764273
SSX2IP	0.025734702
HIGD1B	0.025682187
DDX6	0.025666362
HAX1	0.025660828
MKLN1	0.02563912
FUNDC2	0.025638394
SIGIRR	0.025633361
MYL6B	0.025620408
SPEN	0.025613185
MRPS7	0.025574477
EGR3	0.025548212
SH3BGRL2	0.025537945
KDM2B	0.02552909
GLIS3	0.025527852
HK1	0.025495376
LRP2	0.025458299
BCL2L1	0.02544195
TBXAS1	0.025427926
PTPN13	0.025351552
DCTN3	0.025338842
PDCD10	0.025334863
KMT2A	0.025324842
PSMD14	0.025324715
MRPL15	0.025290506
KIF1B	0.02528287
DMAC1	0.02528153
NCS1	0.025259504
TIMP4	0.025257844
WAC	0.02525465
SP140	0.02524749
PPIL6	0.025237722
ARF5	0.025207035
ANGPTL3	0.02520466
DUOX2	0.025200391
TUT7	0.02518746
CBR3	0.025180863
PGGHG	0.025166575
TCEAL8	0.02516573
POLR2J	0.025163284
TMEM106C	0.025126744
RAB9A	0.02512652
TMED4	0.02510479
CCL19	0.025099523
HIST1H2BJ	0.025085064
CDC42EP4	0.02508463
TK1	0.025063816
CHMP3	0.025060192
CFI	0.025059966
AKIRIN2	0.025054565
ZNF185	0.025005538
WDR38	0.024999553
