	variance
GLB1	0.005225396
OSBPL10	0.0052249506
TICAM1	0.00522215
MSH2	0.005220064
STRN	0.0052194046
ADAM8	0.00521699
HMCES	0.005215733
SCLT1	0.0052090273
MARVELD2	0.0052078213
U2AF2	0.005198976
RUNX2	0.005189264
BRD8	0.005188466
ACTR1A	0.0051875636
KREMEN1	0.005181514
PIH1D3	0.00518123
AIMP2	0.005181061
ABHD17C	0.0051778816
BCAR1	0.005175491
ATG16L2	0.0051730787
KXD1	0.0051688584
GRB10	0.0051658354
GREM1	0.0051657264
TARBP1	0.0051647224
WRNIP1	0.0051615005
UTP18	0.0051601566
CDC26	0.0051592127
HTRA2	0.005158506
NFATC2	0.0051570265
LNPK	0.0051539103
CASC3	0.005147462
WASF3	0.0051462865
MRPL35	0.0051427754
COMMD2	0.005141859
MRLN	0.0051411893
RPA1	0.0051367083
CDKN2A	0.0051344093
CALCOCO1	0.00513133
REEP6	0.0051307324
ABHD14A	0.005130439
TMEM131L	0.00513031
MLX	0.0051291804
YOD1	0.005128462
TUBGCP2	0.005126925
ICAM4	0.005125876
PLA2G7	0.0051241987
RPH3A	0.0051205363
GPATCH11	0.005119007
MNT	0.005118678
ZNHIT6	0.005115135
WNT5B	0.0051151114
SYTL4	0.005113518
RXYLT1	0.005111376
KLRC1	0.0051109274
CDC6	0.005108142
FAM92A	0.005107273
HIST1H2AK	0.0051055863
TMOD2	0.005104926
KIF15	0.005103243
DENND4C	0.005102992
CD86	0.005102483
KIF1A	0.005101454
TRIM13	0.005100846
NSL1	0.005100432
SHC4	0.00509835
TPD52L2	0.0050964137
SUGCT	0.005090761
BARD1	0.0050888783
CEBPG	0.005088011
DAW1	0.0050879796
GIT1	0.0050863833
BVES	0.0050822366
ARHGAP35	0.0050822054
LMF2	0.0050806156
GSK3B	0.0050750277
SLC25A13	0.0050738114
TMX3	0.0050732405
MAVS	0.005072228
CNOT4	0.005071068
PXK	0.0050683445
DHX40	0.0050658947
CBWD5	0.005065248
TMEM189	0.005063611
SLC19A3	0.0050574075
ITPR3	0.005057029
ELOF1	0.0050558075
PQLC1	0.0050553638
GPR34	0.0050510014
BACH2	0.005050484
TNPO3	0.005047679
UBASH3B	0.0050473535
MRPL58	0.005046619
DLG3	0.005043672
HMGN4	0.0050398493
MCC	0.0050335415
SLC7A11	0.005033247
FAM162B	0.0050329505
PLEKHH3	0.0050303675
CEBPZOS	0.005029413
SLC43A1	0.0050287093
TNFRSF11A	0.00502732
PKIA	0.005026086
UBAP1	0.0050203456
FBXO17	0.0050192857
HIRIP3	0.005016326
MICU2	0.00501401
SCRN1	0.005013458
ZMYM4	0.005012449
METAP1	0.0050103017
TTC29	0.0050094957
EMG1	0.005008963
IRX1	0.005008367
XPNPEP1	0.005007643
UCK2	0.005006599
IQUB	0.0050004534
LAMTOR3	0.0049974434
RHAG	0.0049958136
VSTM2L	0.0049953978
PIH1D1	0.0049952846
DFFA	0.0049913703
SH2D3A	0.004989672
PCDH10	0.0049890843
CFAP65	0.0049847336
CALHM2	0.0049837157
TIMM50	0.004982893
USP54	0.0049826605
GRHL2	0.0049817823
NAT14	0.0049802433
ZSCAN18	0.004980044
EXOC6	0.0049784807
RMDN1	0.004977438
SFMBT2	0.0049757524
TXNDC9	0.0049757184
OLAH	0.0049751704
GSTO2	0.0049743024
SPR	0.0049707084
ICOSLG	0.0049703866
EXOC5	0.004969872
KMT5B	0.0049697496
MED21	0.0049696467
TSEN15	0.0049688076
HS3ST6	0.004968504
TSC2	0.00496605
F2RL3	0.0049634622
COL21A1	0.004963211
CLIC5	0.00496263
TRAFD1	0.0049615703
C12orf65	0.004959854
SIN3A	0.004958859
UBXN6	0.0049577197
TBC1D7	0.0049476894
ZC3H14	0.004947078
TEX30	0.004945028
FKBP15	0.0049447967
PNKP	0.0049437783
NR1D1	0.0049397354
EPPIN	0.004939148
PPP6R3	0.0049385107
HNRNPUL2	0.004937473
ARHGEF5	0.0049360297
GTF2A1	0.004934953
BECN1	0.0049342476
DBT	0.0049335547
NOC2L	0.0049331393
EIF2AK3	0.004932727
TOX	0.0049325093
ADRB1	0.004931695
CASK	0.004927436
PHTF2	0.0049253483
SREK1IP1	0.004925133
SH2B2	0.004923427
EPOP	0.004919209
SIN3B	0.0049101897
UBA3	0.004903859
PML	0.0049020373
TOMM34	0.0049006394
PIAS2	0.004899763
SCAMP1	0.004899163
PHYHD1	0.004897808
GPS1	0.0048964024
CFAP57	0.0048959265
MBD5	0.004895584
SCYL1	0.0048946054
GFRA3	0.004893157
ORC4	0.0048902156
ZNF141	0.0048886607
SMARCD2	0.0048870672
GGA1	0.0048842896
BPHL	0.0048839953
ZNF609	0.0048828474
VPS41	0.0048809424
ENPEP	0.004880417
FGD2	0.004876576
C1orf35	0.0048738075
CEP135	0.0048698722
COL4A4	0.0048687058
CCDC90B	0.0048677577
EIF2B1	0.0048666866
TET1	0.0048640813
EXOC7	0.0048635243
MAP3K11	0.004861007
DTWD1	0.004860126
NBAS	0.0048598717
GLYR1	0.0048590023
LAS1L	0.004856973
BAIAP2L2	0.004852269
UNC5B	0.004852246
PIH1D2	0.004851834
MED15	0.0048493943
NUP107	0.0048488127
C5orf30	0.0048453803
RAD51AP1	0.00484032
PRAP1	0.0048400634
SLC9A1	0.004834854
USP36	0.0048328065
PHF1	0.004830624
CDK16	0.0048292433
DMAP1	0.0048226602
C9orf152	0.0048210486
MBD3	0.0048208176
DDX39B	0.0048204963
LRWD1	0.00481996
MYO7B	0.004818411
RAC3	0.004818243
IFIT2	0.004817875
NCOA2	0.0048171664
PPP1R14D	0.0048145745
PLCL1	0.0048136087
GSTM5	0.004809626
LIPG	0.004808175
FGF19	0.0048042187
ATL2	0.00480387
PTPN4	0.0048024054
RTCA	0.004801455
BNIPL	0.0048008207
KCNAB1	0.00479941
SMNDC1	0.004798328
C22orf39	0.0047938447
SAMD3	0.0047929664
NOL11	0.0047908155
ZNF445	0.0047894856
MYO1A	0.0047894814
PNO1	0.00478395
FITM1	0.0047822758
LILRB4	0.0047816397
SLC35E3	0.004777764
ABR	0.0047762985
FFAR1	0.00477558
CUL1	0.004774994
HAVCR2	0.0047719413
NFATC1	0.004770006
TM2D2	0.0047666966
WBP4	0.0047653737
UBR1	0.004761833
HS6ST1	0.0047615864
TUFT1	0.004761553
MPP5	0.0047557503
PHC3	0.004755399
GIT2	0.004754538
RAET1G	0.004749686
SHC2	0.0047481908
LTV1	0.004745808
GSS	0.0047398163
ACOT9	0.004739202
C7orf57	0.004735393
GCSAML	0.0047344537
DHX30	0.0047336835
PMM2	0.004732245
SACM1L	0.004731661
HERC4	0.0047282246
OSBP	0.004728039
ECPAS	0.0047242497
GAB1	0.004722444
TSR1	0.0047189845
CCDC74B	0.0047168257
RNGTT	0.004715493
RND1	0.0047126967
CWC27	0.004712294
ING1	0.0047122426
GNL3L	0.004711819
TMEM126A	0.0047116927
EPC2	0.0047103493
PANK2	0.0047092508
CENPB	0.0046996744
PROC	0.004697081
AFAP1L2	0.0046966397
DCDC2B	0.004695495
IGSF3	0.004693827
GALNT9	0.004689503
DNAI2	0.00468883
TMEM120A	0.0046878634
LILRB1	0.004684389
SLC25A44	0.004683432
DUSP16	0.0046809237
RDH14	0.0046806256
SBSPON	0.004677893
MLLT10	0.0046774605
TLCD2	0.004675457
WFS1	0.00467325
ARHGAP23	0.004671548
CNIH2	0.004670937
NT5C2	0.0046701264
ITPK1	0.0046669017
NOTCH1	0.004665441
ALG14	0.0046642735
PCSK6	0.0046619
WDR12	0.0046613216
FZD3	0.004659875
MAPKAPK3	0.0046573943
ARHGEF37	0.0046565565
ZAP70	0.0046556164
POLR3K	0.004655278
PRKAR1B	0.0046540615
HVCN1	0.0046537505
EPB41L4A	0.004651884
SECTM1	0.0046502016
FGFR4	0.004650072
KDM4B	0.0046496745
DIDO1	0.004649096
LRR1	0.004648643
GIMAP6	0.0046473127
TIE1	0.004644898
SIPA1L1	0.0046436707
TAF3	0.0046432
HARS	0.0046422994
CDC14B	0.0046411287
MTAP	0.0046388805
PFKM	0.0046385285
KDM3A	0.004633716
IRX5	0.004632339
LZTS2	0.004627042
PLEKHA4	0.004621244
SBNO2	0.004619604
MERTK	0.0046181926
SLC2A12	0.004617885
TTC21A	0.004615376
CEACAM7	0.0046135597
MRPL9	0.004612518
DEDD2	0.004610462
TRAPPC10	0.004608015
ADARB1	0.0046061813
CDCA8	0.0046057515
SMU1	0.0046037333
XCL1	0.004603135
SSH1	0.0046010893
MCCC1	0.004600526
INPP5A	0.00459559
DNPEP	0.004593558
RGMA	0.004592089
G6PC3	0.004588536
DCDC1	0.004586959
NPB	0.004586866
GJB1	0.0045865728
MTMR3	0.004585315
SURF6	0.004585032
ME1	0.0045798537
PHF10	0.004578889
PXMP4	0.004577309
AP1G2	0.004576054
TRNAU1AP	0.0045750965
TMED8	0.0045737335
SPX	0.0045704534
ERLIN2	0.00456579
STK40	0.00456307
TSPAN9	0.0045607197
HSPA4L	0.004558709
FAM98B	0.004557203
AP1M1	0.0045547467
EEF1G	0.0045534004
PCNT	0.004552098
ALPK3	0.004551675
PHYKPL	0.0045496468
GNL2	0.0045479587
ALDH18A1	0.0045417524
CCDC9B	0.004540296
MANBA	0.0045390027
PHYHIP	0.004538291
ARHGAP25	0.004538057
RELA	0.0045375465
CEP70	0.004535294
TSR3	0.004533941
MITD1	0.0045322822
ROS1	0.004530218
KIAA1324L	0.004529871
ZDHHC18	0.004528237
AADAC	0.004525047
PRKD2	0.0045227967
CIAO1	0.00451933
EFS	0.004517055
LYRM7	0.0045164432
STX16	0.004515792
MED1	0.0045149066
SNX13	0.004513528
ARHGEF3	0.0045081624
ANKRD36	0.004506607
EPPK1	0.0045060264
DENND6B	0.004505039
SFXN4	0.0045045526
AKAP8L	0.004503387
NKD1	0.004497807
PNCK	0.004497755
PACSIN3	0.004496064
C4BPB	0.0044923862
GUCD1	0.0044892984
PLXNA2	0.004488565
PRPS1	0.004485187
ANKRD65	0.0044846903
GLYATL1	0.004478777
ESYT1	0.0044779726
KCNJ8	0.004471386
ZC3H8	0.0044680913
BST1	0.0044657937
NACC2	0.004465023
SCO1	0.004461257
N4BP2L1	0.0044564917
CHST15	0.004452939
KIAA1586	0.004451628
SOX5	0.004450953
AGPAT3	0.0044496623
CCS	0.0044489205
ZBTB4	0.004445592
CD8A	0.004442237
SNTB1	0.004440008
CCDC114	0.0044392203
TMEM213	0.004438786
C16orf54	0.0044353986
RAD51C	0.0044342256
DLL1	0.0044332813
NKAP	0.0044326806
PTER	0.004428714
PDPK1	0.0044274065
MED31	0.004425893
NEK11	0.004425706
BMP8B	0.004424004
OLFM2	0.0044228965
CASQ2	0.0044228584
HIST1H2AE	0.0044196853
SRARP	0.0044178935
ROR1	0.0044169743
UMPS	0.004414858
FAM192A	0.004412318
MEPCE	0.004408743
CLK4	0.0044084624
HGSNAT	0.00440828
DIP2B	0.004407703
INAFM2	0.0044070147
TUSC2	0.0044021066
FAM91A1	0.00440136
SLC35F3	0.004399901
RAP1GDS1	0.0043975585
PPP1R13B	0.0043943827
BLMH	0.0043887277
MRPS28	0.004388679
MCM10	0.0043877685
SLC12A7	0.004383553
SRGAP2	0.004383398
NT5DC3	0.004382351
NUP37	0.004378368
CCDC112	0.004377054
LIG1	0.0043733115
TOGARAM2	0.004373275
ARFGAP2	0.0043713944
GPR108	0.0043682177
C19orf12	0.0043643005
ZNHIT3	0.004363543
BMP6	0.004362092
ZNRF2	0.0043562884
B3GALNT2	0.004354467
RASIP1	0.004354183
CYB561D2	0.0043518897
SRFBP1	0.0043516248
EPHB3	0.004350933
ESCO2	0.004349269
PSMG3	0.0043476727
MGA	0.0043470473
ATP11C	0.0043422095
TMEM19	0.004342125
ZNF395	0.0043412154
CPNE8	0.004338988
MTTP	0.0043368167
GPA33	0.0043351483
MEOX2	0.0043342463
FOXA3	0.004332755
SGO1	0.0043323385
CITED1	0.004329881
TSR2	0.0043296292
C1orf54	0.004328404
TRAF3	0.004326598
NR6A1	0.004320755
APOPT1	0.0043201772
SOBP	0.004316615
GOLGA8B	0.0043152706
MLC1	0.0043130177
RIBC1	0.0043124883
CHN2	0.004308459
RLF	0.004302318
ABT1	0.0043012095
SIGMAR1	0.0043007378
SLC37A1	0.004300305
LZIC	0.0042954544
CARS2	0.004289925
PRADC1	0.0042894096
SUPT20H	0.0042866003
CWC25	0.0042831525
MRPS2	0.0042826855
ARL13B	0.004278206
RPAP2	0.0042751217
TMEM38A	0.004272677
PEX2	0.0042713564
YIPF1	0.00427032
SPIRE2	0.004270206
ADPRHL1	0.004269862
NPAT	0.0042683473
RFX7	0.0042676413
UBXN2A	0.004266123
PIK3C2G	0.0042622425
RARA	0.0042602094
RC3H2	0.0042592166
TRPM7	0.0042571733
ARHGAP31	0.0042570857
CYP4A11	0.0042529753
MYSM1	0.0042501325
ADGRA2	0.004248626
MOAP1	0.0042476025
GLRX2	0.0042460966
TMEM183A	0.004245017
PNPLA6	0.004243944
FGF18	0.004239893
DGAT2	0.0042396705
FOXM1	0.0042389096
PLPPR3	0.0042367755
CHST7	0.0042356
MARCH10	0.004229908
COA5	0.0042296555
SPPL2B	0.0042281575
NDUFA7	0.0042259824
ACACA	0.004224918
CHMP4A	0.00422425
PRR5	0.004222497
CDCA4	0.0042223632
RNF217	0.004220897
ENPP5	0.0042202934
UNG	0.0042198324
FAF2	0.004219317
COL16A1	0.004218737
COPS4	0.0042183753
OTULIN	0.0042176032
IL27RA	0.0042168293
TOGARAM1	0.0042152205
TBXA2R	0.004209348
SNX14	0.004206314
THOC1	0.004204825
TPGS1	0.00420251
SLC36A4	0.0042020455
PPIE	0.0041956166
UGGT2	0.0041948524
NMRK1	0.0041946163
RETSAT	0.0041940366
KIAA2012	0.004193862
ARL16	0.0041938554
SDAD1	0.0041931476
RGL2	0.004191481
CDC16	0.0041901898
AP1G1	0.004190131
PELO	0.0041870438
PAN3	0.004186734
STX5	0.00418591
UBL4A	0.0041858233
DIP2C	0.004184195
AP3B1	0.0041834475
ITGB3BP	0.004183163
PARL	0.004180853
EXOSC7	0.004180301
TMEM127	0.004177078
EFTUD2	0.004176984
DNMT3A	0.004172154
LMBR1	0.004171409
ARMC10	0.0041694148
IL15RA	0.0041684755
API5	0.004168221
SNX29	0.0041681714
PCCA	0.00416783
B9D2	0.0041662236
LPXN	0.0041624643
AMFR	0.0041620755
ELP2	0.004160844
CDK17	0.0041596745
ZNF506	0.004156972
RNF223	0.004156869
ADGRG3	0.0041556945
BRD1	0.0041549914
MUC17	0.00415185
PRMT9	0.0041517196
LRRC34	0.004151561
HDGFL2	0.0041498225
SERPIND1	0.004146371
MED30	0.0041454285
C12orf76	0.00414505
VPS8	0.0041428185
INSIG2	0.0041425177
TMEM164	0.004141024
C12orf10	0.004138844
FAM83H	0.0041386527
CELSR1	0.0041380716
TM2D3	0.004136278
UBR2	0.0041353507
IPCEF1	0.0041314755
SP1	0.0041313176
CERS3	0.004130267
ELL	0.004129424
TXNDC16	0.00412922
CD33	0.004128873
PNPT1	0.0041230195
CHRM3	0.004122614
GMFB	0.004122344
TP53I13	0.0041205953
THAP4	0.004118659
FBXO11	0.004115598
ARHGAP27	0.004113033
MIIP	0.0041112755
MFSD14C	0.0041110264
MKNK1	0.0041100243
ZCCHC7	0.004103808
SPC25	0.0040990645
CLCN7	0.004097072
PPP1R3B	0.0040961457
KLF11	0.004095859
OTUD4	0.004094646
MAD2L2	0.004090853
MARF1	0.004090393
PDE2A	0.0040898453
HOXB6	0.0040887883
SMARCD1	0.0040856753
GPN3	0.004084025
AKR1D1	0.004083437
SOX12	0.0040825256
GABPB1	0.004082027
TMEM192	0.0040802048
SHLD2	0.0040799356
BCL2L12	0.00407827
STON1	0.0040769046
SYT17	0.0040755947
KDM3B	0.0040731467
SEC22C	0.0040720915
KLK8	0.004071106
C8B	0.0040703285
CLDN11	0.0040697316
CFAP100	0.004068452
SPIRE1	0.0040662717
ENPP3	0.0040644165
EFHB	0.004061465
ZNF302	0.0040613627
CAPN5	0.004056551
DIS3	0.004051735
DAXX	0.004050662
NR1D2	0.0040505617
CPXM2	0.0040483857
AQR	0.004047229
MTHFR	0.004046002
ACVR1B	0.0040421076
ABO	0.004040705
AFM	0.004040609
SERPINB11	0.0040385826
SIRT7	0.0040381383
CASR	0.0040380065
SNX31	0.00403391
STAG3	0.004032691
APBB1	0.00403216
FAM83D	0.004031951
C19orf38	0.0040299194
INO80D	0.0040291343
KCTD9	0.0040284717
CEP63	0.0040244274
MOGS	0.004022023
DDX23	0.0040201764
TXLNA	0.004019808
TNFRSF18	0.004018946
ENHO	0.004018694
SCN1B	0.0040153945
GLI3	0.00401278
CXCR1	0.0040126536
R3HDM1	0.0040124715
GGA2	0.004011024
RGMB	0.0040079853
CEP83	0.0040074675
CSTF3	0.0040064203
SMPD3	0.00400455
APOO	0.0039995443
SUSD4	0.003999245
CCDC68	0.0039982093
PPP1R35	0.003997028
HOXA5	0.0039965403
DCUN1D1	0.003994518
TNFAIP1	0.0039938684
PPFIBP2	0.003991932
ARL14EP	0.003991054
FRK	0.0039909584
ZDHHC1	0.0039901007
TATDN1	0.0039899643
ELAVL4	0.0039899303
SCIMP	0.003988475
CDS2	0.003987989
PGAM2	0.003985746
NIPA2	0.0039854995
RMI2	0.0039845794
RNF166	0.003984074
TP53INP2	0.0039775786
SLC35B4	0.003974774
PIPOX	0.003973992
EXOC1	0.003971975
ANKRD27	0.003971538
INPP1	0.003970493
ARSA	0.003970061
CISH	0.003968937
CRIPT	0.003964428
GLT8D2	0.0039641503
CKMT1A	0.003958187
KLC3	0.00395793
USP24	0.0039568353
RAI2	0.0039557912
SH3GL3	0.003955484
ACER3	0.0039546723
STAT4	0.003949683
SLC4A2	0.0039487835
GPIHBP1	0.0039452338
C3orf14	0.0039449283
PKD1	0.0039447206
MCMBP	0.0039443946
CCDC40	0.003941683
IL23A	0.0039386065
PTRH1	0.0039379625
SOCS5	0.0039346
BCKDK	0.0039314465
WDFY1	0.0039310176
SF3B4	0.003923664
FES	0.0039234427
ZDHHC4	0.003921733
FBRS	0.0039217244
XPOT	0.003921076
ABLIM3	0.0039203106
STX17	0.003918557
PPP6R2	0.0039183595
ZNF592	0.0039158533
AC009041.2	0.0039158314
THAP2	0.0039144917
CADM4	0.0039100577
SGCD	0.0039088484
VPS37A	0.0039078197
CCNT1	0.00390679
ARHGEF35	0.0039047336
LRRC17	0.0039040553
TP53RK	0.003904024
ZNF511	0.0039039205
EPB41L5	0.0039033047
TAF12	0.0039025412
ZFAND1	0.003901544
ADGRA3	0.0039014504
NAGLU	0.0039014432
PLEKHO2	0.0038995882
RFC2	0.0038983459
RAB36	0.0038965074
SCUBE3	0.0038961382
ENO2	0.0038956257
TCF15	0.0038948583
TMEM51	0.0038945503
CLCF1	0.0038931966
MRPS22	0.003891558
GMPPA	0.0038896005
PTPN22	0.0038871425
FAM124B	0.0038864226
PEX13	0.0038861388
SPRYD7	0.0038857614
PRR14L	0.0038819534
TNFSF9	0.0038819471
FRMPD2	0.0038793709
ANKIB1	0.0038785378
STAMBP	0.003878435
TUSC1	0.0038755345
MMS22L	0.0038735892
TNFSF14	0.003873304
LRRC49	0.0038725652
SVBP	0.003872232
SGMS1	0.0038709007
ARMC1	0.0038698544
RASAL3	0.003866263
KIFC1	0.0038652827
DNTTIP1	0.0038647924
ZNF787	0.0038647137
ZBED5	0.0038626723
RBM4	0.0038613982
LCN6	0.0038611998
STOX1	0.003861137
TVP23A	0.0038606701
CASP10	0.0038585695
CUTC	0.0038565833
DUSP18	0.0038541073
RABEP2	0.003853235
ANKRD29	0.0038525225
PRKAG1	0.0038518982
MORN3	0.0038503371
SCAMP3	0.0038493131
RELT	0.0038471362
SAMD8	0.0038460765
TGFBR1	0.0038456249
C2CD4A	0.0038450495
AMZ2	0.0038441366
RPH3AL	0.003843838
CLDN12	0.0038436078
PPOX	0.003843382
CCDC125	0.0038428034
WBP1L	0.003842538
MRPL48	0.0038423953
GOLT1B	0.0038412556
EMC8	0.003840565
URM1	0.0038403028
FBXO25	0.003840153
ILKAP	0.0038395228
ZNF721	0.0038380171
SLC30A9	0.003837333
PPP3CB	0.0038354138
C16orf72	0.0038352106
CC2D1A	0.0038329915
NUDT9	0.0038322771
NXF1	0.003831484
C4orf47	0.0038312383
DDX49	0.0038311733
UBXN7	0.003830679
GPM6A	0.0038303896
ACTR6	0.0038302862
CDK11B	0.0038294247
HID1	0.0038282243
ACSF2	0.0038272694
PUS7L	0.0038269446
GMPR2	0.0038268482
ROGDI	0.0038242452
PPP2R3C	0.0038231867
TIMM44	0.0038208575
ADAMTS2	0.0038207856
PRKCQ	0.0038188992
CIP2A	0.0038187786
WIPF2	0.0038158605
HPS1	0.0038146637
ZBTB21	0.0038110882
CELSR2	0.0038109815
ENTPD4	0.003806867
DEFB4A	0.0038044874
C2orf73	0.003804167
FAM167B	0.003803954
CTDSPL2	0.003802372
KCNRG	0.0038017172
HMGCL	0.0037995148
SCYL2	0.003799466
PIGA	0.0037991356
RXRG	0.0037975595
XPA	0.0037942985
CAMKK2	0.0037928852
KIAA0100	0.0037924647
DTL	0.003791926
FDXR	0.0037895374
MAP3K21	0.0037877534
SLC47A1	0.0037872542
GOSR1	0.0037866873
DTX3L	0.0037855438
TMEM11	0.0037845557
ARAP1	0.0037843927
FAM217B	0.0037834642
CPNE4	0.0037817503
SLC2A10	0.0037791014
STK3	0.0037776937
RNF146	0.003775884
ARFGEF2	0.0037750131
MTMR12	0.003774565
C1orf127	0.003773087
VSIG10	0.003772824
ZNFX1	0.0037727098
SEMA3F	0.0037725142
CENPN	0.003772302
AGXT2	0.0037696871
FAM76B	0.0037677642
SIK3	0.00376768
SIRPB1	0.0037676345
EXTL1	0.0037668024
TMEM63B	0.0037665726
SYT13	0.0037664599
CETN3	0.0037620885
ARFIP1	0.0037600053
STS	0.0037595385
THAP12	0.003758878
PIK3CD	0.0037567527
NTNG1	0.0037554023
PCID2	0.003752666
PDE8A	0.003752162
CSNK1G3	0.0037476716
WDR46	0.003747193
CFAP74	0.0037421666
CNPPD1	0.0037415142
P3H1	0.0037412827
APOL2	0.00373964
FRA10AC1	0.0037375118
PELP1	0.0037348457
EMID1	0.0037334184
OSGEP	0.0037320987
MYBL1	0.0037306403
CCDC117	0.0037304081
CLOCK	0.0037267448
PHACTR3	0.0037261338
ICMT	0.0037259203
MDH1B	0.0037240922
ATE1	0.003721962
NSMCE4A	0.003719496
APOOL	0.0037187429
CADM3	0.0037186928
PQLC2L	0.0037157575
TRNT1	0.0037146444
CCDC137	0.0037135691
ALG8	0.0037127314
NUP62	0.003711813
PRTG	0.0037115745
EXOSC4	0.0037106068
DTNB	0.0037085803
GATAD2B	0.0037084483
MED25	0.0037070669
NUS1	0.003705862
DCAF5	0.0037032156
PPP1R9B	0.0037028259
INO80C	0.00370245
NFKBIB	0.0037022333
ATL1	0.0037014927
MRPS9	0.0037010848
PTPN3	0.0036986389
GRWD1	0.0036981748
NMRAL1	0.0036935706
DZIP1	0.0036911916
C1GALT1C1	0.003689999
CFAP77	0.0036878698
RAB40B	0.0036847522
SLC30A7	0.0036841661
SMIM27	0.0036823202
RHBDF2	0.0036818695
CES4A	0.0036806401
NISCH	0.0036793642
NFATC3	0.0036784436
RGS4	0.0036758978
RETREG2	0.003674749
DNAJB13	0.0036731986
MROH1	0.003669042
LETMD1	0.0036690251
RAB5B	0.0036679993
CPSF3	0.0036679113
MTA1	0.003667682
RMND5A	0.003666195
DEPTOR	0.0036660684
RPRD1A	0.0036658652
PRSS12	0.0036638689
SASS6	0.0036619478
SEH1L	0.0036586814
CASD1	0.0036586586
SYS1	0.0036564262
NEK1	0.0036554628
TTK	0.0036548942
VILL	0.0036532823
KPNA1	0.003651231
IFIT1	0.0036511465
ADGRL2	0.0036467768
NABP2	0.0036452222
KBTBD2	0.0036423826
ESR1	0.0036422873
HSPB2	0.0036420808
AP5M1	0.0036416692
RBM14	0.003640384
AKT1S1	0.0036399853
CCNK	0.0036388163
UTP4	0.003637197
MKKS	0.003636094
RGS14	0.0036360493
GPC4	0.0036344207
FBRSL1	0.0036341068
DHPS	0.0036327704
CYP20A1	0.003632752
TESK1	0.0036323422
DVL3	0.003629455
GLDC	0.003629379
EPB42	0.0036283936
TRIM14	0.003627877
NBPF14	0.003625226
UBE2J2	0.0036211857
MAATS1	0.0036200688
RASSF9	0.0036192432
NFAM1	0.0036192157
BRMS1	0.0036191174
NHSL1	0.0036190848
MED29	0.0036161651
AMIGO2	0.0036129442
SH2D1A	0.0036128582
RBMS2	0.0036121688
CNOT9	0.0036111083
DNAI1	0.003610914
TAF1	0.0036104277
MOSMO	0.003608648
ASPG	0.0036086277
ATP8B4	0.0036016586
SPOPL	0.0036016365
ANKRD40	0.0036012044
CDC37L1	0.003599644
LRRC8C	0.003598101
ITCH	0.0035972823
PSEN1	0.0035960618
HS3ST3A1	0.0035935703
CCDC102B	0.0035932732
CCDC115	0.0035928828
MAP6	0.0035927328
CASP7	0.0035926236
GCAT	0.003592462
STAT2	0.0035874995
HOMER1	0.0035871805
MREG	0.0035863558
DLEC1	0.0035862601
TNFRSF10D	0.003585667
CCNT2	0.0035847418
LRP1B	0.0035846524
AKTIP	0.0035839486
UTY	0.0035834063
RP2	0.0035802657
DAPK2	0.0035802017
TULP3	0.0035799884
RIPK4	0.0035797872
TMEM119	0.0035796405
CACNA1D	0.0035788016
XRCC4	0.0035786086
TMIGD2	0.0035782047
ANKRD30A	0.003576813
RCOR3	0.003576356
OBSCN	0.0035759965
MRNIP	0.00357258
DEPDC1B	0.0035718316
TOMM70	0.003570018
XAB2	0.003569252
KAT5	0.0035691578
PEMT	0.0035685913
CREBL2	0.0035678616
RET	0.003564968
RPRD2	0.003564098
DDX10	0.0035636704
BSDC1	0.0035610993
RWDD4	0.0035607624
TINF2	0.003560456
SNAPC2	0.0035602355
C14orf132	0.0035601533
DEF8	0.0035596348
SFXN3	0.0035575489
HIST1H4H	0.0035574231
FLYWCH2	0.0035574008
IGSF10	0.0035559398
BLOC1S4	0.0035532198
GSDME	0.0035514175
PSME3	0.003550564
RHOJ	0.003549207
ZNF90	0.003548412
AEBP2	0.0035467693
PTPRT	0.003546399
PLA2G10	0.0035456077
LRRCC1	0.0035412384
RYR3	0.0035374681
TRIM27	0.0035360907
SULT1C2	0.0035356425
UHRF2	0.0035328846
STC2	0.0035323878
URAD	0.003532361
KCNJ6	0.0035322628
RPF1	0.0035307321
MISP3	0.0035295289
MINK1	0.0035285498
MFAP3L	0.003527868
NECAB1	0.0035274553
NDUFAF6	0.003526532
LAYN	0.0035263845
PREX2	0.0035232161
CRAT	0.0035227668
C11orf49	0.0035182887
SCNM1	0.0035172347
TINAG	0.0035171346
SART3	0.0035165374
PDZD11	0.003514387
PRIM1	0.0035138922
RBM7	0.003511943
PPP1R11	0.003510922
LPAR3	0.0035107953
NKX6-1	0.0035106884
GCH1	0.0035094605
GGCX	0.0035073636
ZNF32	0.0035066323
MOB3B	0.0035063236
WDR59	0.003505529
DHX32	0.0035027878
EZH1	0.0035013082
ARHGEF10L	0.0035010423
PRAM1	0.0035009836
RAPGEF3	0.003498589
FZD6	0.0034984055
CLIP2	0.0034944233
VHL	0.0034939565
ATXN3	0.003493797
WDR11	0.0034931798
RIPOR1	0.003492335
RPUSD3	0.0034921863
CYP7B1	0.0034914026
UBLCP1	0.0034909819
PTGFRN	0.003490472
PSTPIP1	0.00349019
PHF11	0.003489798
RGL4	0.0034891346
SIRT2	0.0034884736
CUEDC1	0.0034875772
PEAR1	0.0034824251
HIST1H3F	0.0034823222
C1orf52	0.0034819744
NRDE2	0.0034816784
TRMT1	0.003481127
PIGN	0.0034803622
NCMAP	0.0034770549
