	variance
MICAL2	0.014284418
BBOF1	0.014277973
GP6	0.014276926
CTTNBP2	0.014276054
DUOX2	0.014271952
SEPT10	0.014269966
FAM136A	0.014260122
C7orf50	0.014259571
TXNDC15	0.014256373
GLDN	0.014248445
CRK	0.014240265
NTM	0.014239149
LRRC25	0.014237777
FAM25A	0.0142348055
PARVA	0.014231939
UROS	0.014219274
MRPL13	0.014201406
VEPH1	0.014197888
GSR	0.014196764
ADAM19	0.014192933
MYRF	0.014190948
RABL6	0.014187082
YIPF4	0.014180306
FBXO9	0.014172465
ATP10D	0.014165476
NDFIP2	0.014161272
IRF2	0.014144316
DGKZ	0.014140554
SMAD2	0.01414042
HNF1B	0.014136954
MRPL19	0.014130871
FAM135A	0.014130247
DYNLL2	0.014129459
MAP3K1	0.014123659
COMMD8	0.0141077945
NBR1	0.0141075635
SLC35B1	0.014104435
FEZ1	0.014101334
MED10	0.0140970545
FFAR2	0.014094087
SLC19A2	0.014085939
TTC38	0.014064845
OSCP1	0.014054793
RPGR	0.014034636
LTBR	0.0140215885
APOL6	0.014017963
CCNY	0.014012162
KIF20B	0.014000942
CLDN6	0.013979568
CHP2	0.013975848
MCM3	0.013973025
TMEM67	0.013970977
TACC3	0.013960599
EVA1C	0.013952233
KLK12	0.013933529
BHLHE41	0.013932615
EMC4	0.013928403
FYTTD1	0.013925577
UBE2G1	0.013917631
CD28	0.013914197
SH3BP4	0.013906947
TMEM109	0.013902819
CCDC74A	0.0138952555
NFAM1	0.013891997
NFATC2IP	0.0138910925
CCDC167	0.013865516
STARD7	0.0138654085
CMTM7	0.013858969
PARVG	0.013856538
NRCAM	0.013854414
GRPEL1	0.013852444
SETD5	0.013848811
SPPL2A	0.013847749
PARD3	0.013845077
LSM1	0.0138343675
PTPRM	0.013815288
MCRIP1	0.013811535
MRPL36	0.013810197
SMIM30	0.013808847
PRSS22	0.013807664
MRPS7	0.013796903
CYFIP1	0.013793997
TCTN1	0.013792899
CYBC1	0.013785741
SMCO4	0.013780263
CD4	0.013771269
GCNT1	0.013771135
MICAL1	0.013770764
ANGPT2	0.013769549
SYNGR1	0.013768103
ITGA10	0.013762446
ITGB6	0.013762131
SSRP1	0.0137610445
TBC1D15	0.013760604
CHN2	0.013738573
VPREB3	0.013729995
ATXN1	0.0137204025
GCSAML	0.013693278
SERPINB2	0.013692735
GGH	0.013682761
ABI1	0.013678361
ACSM3	0.013675879
LRPPRC	0.013674284
NOTCH4	0.013670265
HOXB13	0.0136608
MRPS18B	0.013657122
TMEM107	0.013650118
CDC42BPB	0.013641653
ALOX15B	0.0136399185
DNAL1	0.013639691
PXDN	0.013638236
SPACA9	0.013637646
GRAMD1A	0.01363734
MFSD6	0.013633543
FBXO34	0.013633162
FANK1	0.013632928
IPO5	0.013632238
LZTFL1	0.01363027
UBE3A	0.013629967
TMEM43	0.013629572
PPP4R3A	0.013625212
TMEM45B	0.0136228325
MOK	0.013620762
LTB4R	0.013609468
THEM5	0.013597918
KATNBL1	0.013595187
CTSV	0.013591447
EPHX2	0.013586403
ADRA2A	0.013584829
PCNX4	0.013573022
GFI1B	0.013565158
PITPNB	0.013564078
EIF4A1	0.013562992
SENP6	0.013561965
ARL8A	0.013550947
PNMA1	0.013542203
MBTPS1	0.013541473
F12	0.013533955
AGL	0.013527989
MRPS12	0.01351477
RASAL2	0.013513783
MLH3	0.013510252
LCOR	0.013510028
JMJD6	0.013505538
LPIN1	0.013503588
PRKAA2	0.013494944
HERC2	0.013488896
ARSD	0.013488511
TADA3	0.013485709
CDC14A	0.0134777995
CIAO2A	0.013476953
FOXN2	0.01347414
PACS1	0.013469936
TBRG1	0.0134650245
APOBEC3C	0.013458844
TRIM25	0.013452804
GRAMD2B	0.013442918
PAPSS2	0.013437093
MAFK	0.013431926
MAN2A1	0.0134091135
DYNC1LI1	0.013406633
IER3IP1	0.013405856
ACOT13	0.013400962
RAB18	0.013398658
SH2D4A	0.013389406
PIN4	0.013385644
CFAP221	0.0133831715
RIIAD1	0.013381261
ITGA3	0.013376627
CENPE	0.01337621
ZNF580	0.013375593
COPZ2	0.013360179
CHKA	0.013356545
AKAP14	0.013354426
IL1RAP	0.013353046
STT3A	0.013335366
VNN3	0.013333124
SNTA1	0.013319211
COMMD7	0.013306081
KCMF1	0.01330439
MAFG	0.0132980235
TDP2	0.013285643
BOC	0.013282689
MBD4	0.013282237
CGNL1	0.01327919
MRPL4	0.013277565
FBXW11	0.013271791
CASP1	0.013249178
B3GNT2	0.013242236
DDC	0.013238431
TSPAN12	0.013232808
MFSD10	0.013226101
IARS	0.013215287
AUTS2	0.013207182
TRIM24	0.013206871
WBP11	0.013205707
MMAB	0.013201741
KCNQ1	0.013198495
EDN2	0.013198341
ESYT2	0.013193338
SSTR2	0.013178197
PKN1	0.0131746605
CD40	0.013165501
MOB2	0.013163127
UBL4A	0.013157025
SLC13A1	0.013152771
MAN2A2	0.01315271
NF1	0.013147073
CMTM3	0.013141912
DCAF6	0.013140732
UBXN11	0.013136351
SIPA1	0.013133774
SUGT1	0.01313282
SRP19	0.01312967
EAPP	0.013128549
NAPRT	0.013123572
DNAJC12	0.013121256
AIMP1	0.013119463
MYCT1	0.013096202
MRPL44	0.0130804675
ARL8B	0.0130731445
CACNA1A	0.013069086
USP22	0.013068796
DENND2D	0.013065167
ANO1	0.013052727
PAFAH1B3	0.0130519215
H2AFX	0.013049793
KCNMB1	0.013045475
KLHDC2	0.013040105
DHTKD1	0.013030948
FYB2	0.013020198
DHRS1	0.013016919
FIBP	0.013015715
DDX60L	0.012990576
SGCA	0.012990186
EIF4E	0.012986919
ZNF217	0.012981331
MPLKIP	0.012979345
KIAA0319L	0.012974535
PLSCR4	0.012969451
EFCAB10	0.012965163
CRTAC1	0.012962411
NCOA1	0.012959414
YES1	0.012956514
KIF3A	0.012952692
TSC22D2	0.012951399
ZFC3H1	0.012947944
PSMD11	0.012934342
EIF2AK2	0.012928555
DIXDC1	0.012922918
DOCK11	0.012921846
RTKN2	0.012915752
SLC35F3	0.0129145095
HLA-DRB5	0.012913751
PIK3CD	0.012904476
PPARGC1A	0.012904308
PATE1	0.0128946025
NPR1	0.012889941
POLE3	0.012886866
CRYBG3	0.012866464
MCTS1	0.012856833
DDX27	0.012835608
B9D1	0.012834408
AKAP2	0.012828746
BACE1	0.012828052
SESN3	0.012825502
CLPTM1	0.012824117
CCDC59	0.012816044
GPAT3	0.012810996
CST6	0.012806249
ACTR10	0.012806161
HELLS	0.012805777
ZFAND3	0.012794648
RHBDD2	0.012768789
TMEM56	0.01276854
FAM162B	0.01275933
RPA2	0.012750761
FGFR4	0.012746735
HIST2H2BF	0.012745788
GON4L	0.012743831
VPS25	0.012743285
NCAM1	0.012741858
MRPS16	0.012737986
GATA6	0.012733786
ARHGEF2	0.012732743
NBN	0.012719198
HRAS	0.012718095
GARS	0.01271072
LRIG1	0.012706433
SGPP2	0.012696519
ANKUB1	0.012693812
JOSD2	0.012688199
GZMH	0.01267582
CDC123	0.012670763
RABGGTB	0.012663914
LONRF1	0.012661154
PHF1	0.012657853
PFDN1	0.012652789
PDE3B	0.012643289
TTC25	0.012636065
RBPMS2	0.0126296375
CYP8B1	0.012617853
NEMF	0.012612795
MTMR3	0.012611872
C22orf15	0.012597234
FBXO2	0.012582293
PLS1	0.012579059
SRPX2	0.01257664
MMP11	0.01257595
TFEC	0.012572535
YIPF3	0.01256188
TRIM16	0.0125513915
MYO1D	0.01254416
KLHL6	0.0125337755
APCDD1	0.012533038
CADPS	0.012526771
KCNAB2	0.012526734
PAXBP1	0.012526687
IFT88	0.012515102
SH3RF1	0.012504629
NDUFA9	0.012498229
GUSB	0.012492341
TNFRSF14	0.012477655
POLD2	0.012476566
STAG3	0.012468575
GALNT2	0.012468403
DNAJC9	0.012459842
SCN1B	0.012455859
SUPT5H	0.012454398
VEGFD	0.012453729
PFDN6	0.012447062
SLC22A23	0.012446807
ST8SIA4	0.012445157
SUDS3	0.012442909
ALYREF	0.012440802
SNX30	0.012432932
IL15	0.012429593
CCL8	0.012420968
COLEC12	0.012418729
IFT20	0.012412
ADGRD1	0.012404344
SPATA13	0.0124002695
TMEM106C	0.012394748
TENM1	0.012387683
TRIM6	0.012377996
KREMEN1	0.012369495
PTS	0.012364433
OXA1L	0.012361917
EDEM3	0.012356411
ANKRD17	0.012348773
MYBL1	0.012336736
GULP1	0.012330946
CDC14B	0.012327473
PXMP2	0.012323106
PRKAR2A	0.012321399
ACYP1	0.0123181725
KIF12	0.012316659
MAP4K5	0.012316332
COPZ1	0.012315579
RASL12	0.012314391
RIC3	0.01230129
SPAG4	0.012299142
HPN	0.012297762
UNC13B	0.012291767
TSC22D4	0.012285301
SLC6A8	0.0122771375
DHRS11	0.012274092
ENOSF1	0.012263466
SHANK3	0.012256189
ALDH7A1	0.012247976
POF1B	0.012233992
P2RY1	0.0122295255
AFTPH	0.012228828
STRBP	0.012228203
TOR3A	0.0122139845
AMFR	0.012200125
GLRX3	0.012190583
PGM3	0.012182741
METTL5	0.012180729
XRN1	0.01217572
PSMD13	0.012173093
LRRK1	0.012170213
FECH	0.012165757
C9orf72	0.012164484
ARHGEF7	0.012161177
RASSF1	0.012141871
NCK1	0.012140924
ITGB7	0.012135832
TNRC6C	0.012134922
FAM45A	0.01213311
DHX9	0.012126188
HNF4A	0.012125707
CA9	0.012125323
SUMF2	0.012125183
PITHD1	0.012121143
STMN2	0.0121200755
ANKRD13A	0.012119549
SNX1	0.012116012
MIEN1	0.012105205
CMC2	0.012104424
ATF7IP2	0.012094194
LGR4	0.012093026
NPL	0.012077599
IMMT	0.012075239
OLFM1	0.012074708
ERAP2	0.012069772
NAA10	0.012066406
PIGT	0.012065306
DDB1	0.012048449
CANT1	0.012045391
ATP12A	0.012045159
ITFG1	0.012041696
SPTSSB	0.012038544
HNRNPH2	0.012024519
TSTA3	0.012022696
ABL1	0.012020099
BAZ2A	0.012018834
NXPE3	0.012018631
BCAT1	0.012018428
FH	0.012017911
MVD	0.012008156
CCDC12	0.012004534
WDR33	0.012002691
CLPSL1	0.012002476
MYOM1	0.011997273
LARP4	0.011990685
TBC1D16	0.011985697
CNOT7	0.011982845
FABP7	0.0119807
PDS5A	0.011979984
APH1A	0.011979149
EDEM1	0.011977001
MPDZ	0.011971957
DNAJC4	0.011958533
NCCRP1	0.011949186
ATP8A1	0.0119399475
PHTF2	0.011937018
ADAP2	0.011933576
MRPS23	0.011931912
POGLUT1	0.0119311
OAS1	0.011929112
ABCB1	0.011924654
BORCS7	0.011923812
C20orf27	0.01192373
FUBP1	0.011923234
PTPN22	0.01192317
PRKCI	0.011920662
P2RY10	0.011913829
MYO1E	0.011910849
SLC2A2	0.011908911
GON7	0.011904121
LRRC58	0.011900165
PTGDR	0.011898155
DNAJB14	0.0118911415
EIF2AK4	0.011887965
CCDC30	0.01188568
TRABD2A	0.011882653
SLC14A1	0.01187826
CEP85L	0.01187491
IAH1	0.011868496
VWA3B	0.01186754
TOX3	0.011864639
FMNL2	0.0118624875
MERTK	0.011856361
GOLGA2	0.011855137
NRXN1	0.0118549755
TULP4	0.0118515855
CCS	0.011845903
C6orf48	0.011844494
POLE4	0.011827647
ZMYND11	0.011827246
CDC5L	0.0118249925
TCF3	0.011811416
PTPN11	0.011806673
RALGAPA1	0.011799538
TTYH1	0.011799514
FGD3	0.01179385
NEK7	0.011789932
CDH6	0.011789016
FOXA2	0.0117791435
GFOD1	0.011771355
UIMC1	0.011771263
CCL14	0.011767784
JAM3	0.011767279
WTIP	0.011755419
RASL11A	0.011752328
DLG1	0.01174601
TRIO	0.011745966
MAP3K3	0.01174473
MEF2D	0.011738826
TOLLIP	0.011738685
CYB5B	0.011723016
ERG	0.011719922
SLC27A2	0.011718914
PDS5B	0.011702769
RSBN1	0.011701879
PMVK	0.011698773
ATP7A	0.011695448
VAMP3	0.011690934
MTFR1L	0.011689112
CATSPERD	0.011688858
NECAP2	0.011684166
ALPK1	0.011683393
RGS3	0.011679691
THEMIS	0.011677484
EDNRA	0.011671492
PLXND1	0.011671255
CLIC5	0.011664665
AVPI1	0.011662065
PTPRN2	0.011653436
VEZF1	0.011653016
SRARP	0.011651759
ARHGAP12	0.011641793
SFXN1	0.011640402
DMXL2	0.011630139
MEIS1	0.011624508
CNOT2	0.011614327
TIMM10	0.01161105
CST2	0.011609879
DNM1L	0.01160885
SPATA6	0.011608555
TMTC3	0.011607585
RPL26L1	0.011603987
KIF3B	0.011599955
PRKCSH	0.011587208
AGRN	0.011579575
BCL7B	0.011566198
PTAFR	0.011559616
KPNA4	0.011554993
KMT5A	0.011550813
RECQL	0.011544468
MRGPRF	0.0115336105
PDCD6IP	0.011511602
TFAM	0.011506421
SYNJ2	0.011500683
VGF	0.011480708
SSBP3	0.011460395
SEC23A	0.011459792
TAOK1	0.011457779
DHRS4L2	0.011457505
TEX264	0.011455199
SUCLA2	0.0114550395
ZNF385A	0.011453061
LAGE3	0.011449772
ADIPOR2	0.01144963
JPT2	0.0114395805
SAFB2	0.011424796
MED13	0.0114151
BMPR1B	0.011414634
GATA1	0.011413618
DRC1	0.011410776
CCDC25	0.011410405
ANKRD13D	0.011409991
ICA1	0.011409061
POLR2C	0.011405336
PSMD3	0.011405237
POPDC2	0.011403427
MFF	0.011398644
GSE1	0.011395231
WDR13	0.011383221
DCAF7	0.011376802
NAPG	0.011367131
TEKT2	0.011363042
BCL7A	0.011362702
SRSF8	0.011362649
C1RL	0.011357362
AGO2	0.011345484
BNC1	0.011344594
MAPK6	0.0113409115
PPP1R9A	0.0113393655
RSPH3	0.011335365
COQ10B	0.011333309
PRR15	0.011326449
DR1	0.011326416
MFNG	0.0113237295
ESRRA	0.01131992
REP15	0.011312851
AMOTL2	0.011309113
NDUFV2	0.011304269
LMBRD1	0.011302402
USP1	0.011301643
NT5DC1	0.01129824
ATN1	0.01129202
SNX17	0.0112871
MFAP3L	0.011276101
MRPS35	0.011272406
NAA50	0.0112718055
ATG3	0.0112541225
AGPS	0.011250488
GPAA1	0.0112408595
TAB2	0.011237905
CUEDC2	0.01123177
SLCO1B3	0.011223772
CABCOCO1	0.011217481
INAFM2	0.011217368
TMEM263	0.0112148095
MRPL22	0.011211467
CCDC92	0.011209411
TSEN34	0.011201741
GALNT5	0.011194788
UBXN10	0.011191967
SNRPA1	0.011187347
PKDCC	0.0111798495
SSNA1	0.011176742
MTHFD1	0.011171881
BCO2	0.01117077
DDX52	0.011157451
SLC6A17	0.011152402
ACADS	0.011149948
TSPAN15	0.011136889
PRR29	0.011133745
CBL	0.01112924
KLF1	0.011128222
CLDN23	0.011120954
HPS5	0.011119275
FAM117A	0.011111439
TNNI3	0.011105523
DGAT1	0.011102323
HDAC1	0.011102243
FAM110A	0.0110963145
GNG7	0.011094871
STK38L	0.011089031
MINDY1	0.011077606
NBEA	0.011075186
CAND1	0.011071964
CAPNS2	0.011070858
REPS2	0.011062232
MRPL16	0.011060602
CKM	0.011060418
PUM2	0.011052875
PANK3	0.011051943
RNF167	0.011048689
SPSB3	0.011043097
CBX4	0.011040173
MAN1A2	0.011039888
TNFSF4	0.011029485
PKIB	0.011022005
UBA6	0.011020618
SIAH1	0.01101719
KLHL2	0.011016398
EHMT1	0.0110097
ATG12	0.011005775
WASHC4	0.010982128
COL5A1	0.010981979
OR51E2	0.010981363
LHFPL2	0.010980432
INPP5F	0.010979908
AGO4	0.010975238
MRPL42	0.010974971
GIT2	0.010969248
BAIAP2L2	0.010966652
HAS2	0.010963955
MMADHC	0.010963609
LEAP2	0.010963165
SRGAP2	0.010958835
SDHA	0.010953689
SECISBP2	0.010947401
CPT1A	0.010946284
GOLGA7	0.0109397
SMIM10L1	0.010936382
BTF3L4	0.010927513
TIAL1	0.010926397
ZFAND2A	0.010925767
KLC1	0.010918623
F9	0.010918619
ZFHX4	0.010918153
ECM2	0.010915243
SNRNP25	0.010908698
TTYH3	0.010906787
ZNF385B	0.010906371
DUSP3	0.010905459
PHACTR3	0.0108985
NNAT	0.010897866
ZFR	0.010892465
DAZAP1	0.0108862
ROBO1	0.010882236
TIMM17A	0.010872578
KITLG	0.010872508
TBC1D9	0.010864962
CKAP2	0.010862159
LYPLAL1	0.010857395
TTC39C	0.010856952
NUDT1	0.010853187
NUDT3	0.010846239
SLC27A5	0.010845262
PLCE1	0.010841295
UBE2Z	0.010828976
CTTNBP2NL	0.010811958
BICD2	0.010810506
CORO1B	0.010805481
GNA15	0.010802449
GIGYF2	0.010796508
MGAM2	0.010794142
STAP2	0.010791343
LAX1	0.010791021
RABEP1	0.010786741
ZC2HC1A	0.010777588
DYDC2	0.010774723
FAR1	0.010769358
AP2A2	0.010761587
AASDHPPT	0.01076044
TMCC3	0.010759604
CD109	0.010750073
C12orf76	0.010747007
ARIH1	0.010739875
CCDC33	0.0107396655
FCHO2	0.010724143
AL135905.2	0.0107238
SLBP	0.010708453
PPP1R14C	0.010703432
S1PR3	0.010697577
DMPK	0.010692769
TARS	0.010691558
ELP5	0.010671225
RNF166	0.010652667
HIVEP2	0.010647894
RET	0.010646855
P4HA2	0.010642431
RBM23	0.010642376
LSM6	0.010639378
UBA1	0.010631307
VKORC1L1	0.010629627
EPM2AIP1	0.010627841
ADNP	0.010623143
MMP15	0.010622231
DDX42	0.010618462
KNL1	0.010615767
SLC15A4	0.010610627
GPATCH4	0.010610119
TMC6	0.010606117
EEF1E1	0.0106050875
CFAP46	0.010594301
CAMKK2	0.010590971
MMP26	0.010590174
SLC1A3	0.010590109
CPNE5	0.010587732
TREH	0.010587377
FGF2	0.010578477
SPAG8	0.010575011
IMPAD1	0.010571127
KLHL5	0.010569111
ANGPT1	0.010568724
NFYB	0.01056355
ESRP1	0.01055474
TSNAX	0.010553389
NTF3	0.0105471425
MARCH8	0.010546468
SYT17	0.010544431
SAFB	0.010539328
SLC16A9	0.010532571
UBE2E2	0.01052394
PITPNC1	0.010523034
SPOP	0.010512063
HSPA4	0.010497741
PPP4R1	0.010493355
OBSL1	0.010492976
ZMAT3	0.010479546
MKNK1	0.010468043
IRF9	0.010463183
ARHGAP32	0.010463134
ABCC5	0.010459993
SDC3	0.010455771
TRNP1	0.010452144
SLC16A4	0.010444669
SASH3	0.010440337
TMEM50B	0.010438697
FKBP10	0.01043753
GOT2	0.010437464
ONECUT1	0.010435613
SH3BP2	0.010434546
KIAA0232	0.010433712
CWF19L2	0.010429849
RCN3	0.010428015
SAMD9	0.010426703
PCSK6	0.010425019
RNF114	0.010423253
SLC16A12	0.010419825
FCGR1A	0.010405665
CHMP2B	0.010397233
ALG13	0.010396859
ZNF33A	0.010396468
FEM1B	0.010396243
SCUBE2	0.010387626
DLG5	0.010386495
PGP	0.0103804
RFK	0.010377862
FHL3	0.010371172
PDCL3	0.010368905
ZBBX	0.010367992
GAA	0.010365015
IL27RA	0.0103585925
MIA	0.010357639
IGF2BP3	0.010356584
LARP1B	0.010356493
RAB6A	0.010351702
MRPS5	0.010347451
STXBP3	0.01034564
IRAK1	0.010341522
LRP6	0.010330223
UXS1	0.010328381
IVD	0.010322226
MRPL11	0.010321542
CD6	0.010319276
BCL7C	0.010318421
IKBIP	0.010316042
TCF21	0.010315286
MANSC1	0.010315221
FRG1	0.01030804
PSMA6	0.010304711
RAP2A	0.010302554
CDK1	0.010301811
GMCL1	0.0103011085
FUOM	0.010295082
ACLY	0.01029196
POLR2B	0.01028735
PRSS27	0.01027892
ARHGAP42	0.01027804
SPRR2F	0.010276882
ZNF267	0.010275848
SIX1	0.010273785
IL33	0.010272524
SS18L2	0.010263258
MISP3	0.010262307
UBE2L6	0.0102614015
VPS26A	0.010260321
CTBP1	0.010258451
FRMD4A	0.010254397
MAPK3	0.010251864
BNC2	0.010247572
IFT172	0.010247448
TCTEX1D1	0.010240366
SUSD5	0.010239887
CLIC6	0.010232779
STIM1	0.010209487
ARAP1	0.010205224
ESRRG	0.01020452
SAMD9L	0.010192966
IMP4	0.010184955
SLC2A4RG	0.010184295
GPR143	0.010156593
COCH	0.010156242
AAMP	0.010144833
CC2D1A	0.010144684
NUAK2	0.010135345
CADPS2	0.010126494
SLC7A11	0.010110394
FAM204A	0.010107431
SAMD4A	0.01009895
EXOC6	0.010092933
TPGS2	0.010087474
ZHX1	0.010086741
TP53BP2	0.010078429
PDE9A	0.010064168
ELMSAN1	0.010063693
STARD3NL	0.01006318
TMEM33	0.010059344
KLHL21	0.010055785
ERGIC2	0.010052186
TIMM17B	0.010052038
LGALS8	0.0100503955
YARS	0.010044813
TNPO1	0.010043833
SPEF1	0.010032763
PPP2R3A	0.010031766
RIN2	0.010030824
NRBP1	0.010027141
FKBP2	0.010019858
PLEKHA2	0.010006577
IMPDH1	0.0100029195
ERP44	0.010000366
NHLRC2	0.009998012
CFAP54	0.009997283
FAM89B	0.009994276
WDR82	0.009992124
GPX8	0.009990213
UGT2B15	0.009989167
CDC40	0.009988467
S1PR5	0.009983703
IQCK	0.009982532
TSPAN2	0.00998213
SH3PXD2B	0.009981343
MCM5	0.009980744
COMMD1	0.00998052
MRPL43	0.00997488
VPS51	0.00997228
RNF187	0.009970378
JCAD	0.009970243
HS6ST1	0.009961171
SLC44A3	0.009959382
STAC2	0.009954073
GSK3B	0.009942657
CCDC3	0.009939628
SEMA6A	0.009939284
LBP	0.009929338
CYB5R1	0.009924631
USP32	0.009923922
AKR7A3	0.009923572
WWP1	0.009921227
TTC17	0.0099211065
USP9X	0.00991484
GOLPH3	0.009912354
GMPPB	0.009910584
GSAP	0.00990836
MTLN	0.009897996
BRD3	0.009896804
ANGPTL2	0.009895301
MRPL32	0.0098889
TLR5	0.009888548
ZMIZ1	0.009887893
UBR2	0.0098776845
PQBP1	0.009871312
MAGEH1	0.0098596085
RNF141	0.009858373
HIBCH	0.009857491
DNAJA2	0.009851533
KLK5	0.009848676
SF3A1	0.009836911
ROBO4	0.009833198
CTDSP1	0.009830522
CTCF	0.009829119
GNB4	0.009828918
ANKRD66	0.00982792
ACADL	0.009826303
HAL	0.009826123
NHLRC3	0.009820291
NUDT16L1	0.0098196305
UPB1	0.009819518
PXK	0.0098131765
HIST1H2AH	0.009811585
TRAF5	0.009809493
HOXB7	0.009803185
CEP290	0.009802298
RREB1	0.009795289
HOXB2	0.009781413
SCFD1	0.009777773
ZNF440	0.0097777285
TNS3	0.009768741
SPOCD1	0.009767854
ALDH4A1	0.009764992
LDLRAD4	0.009761799
REPIN1	0.009754838
KIF22	0.00975401
HIVEP1	0.009746303
EMC2	0.009743692
YTHDF2	0.009740889
R3HDM2	0.009735829
CCDC57	0.009728495
RTCB	0.00972489
DSTYK	0.009713316
ATP2C2	0.00971181
KCTD3	0.0097111855
NEU1	0.009711005
ZNF451	0.009708049
CD5	0.009706496
PPA2	0.00970496
STK40	0.009700176
UBQLN1	0.009698657
CAMSAP2	0.009694879
VPS36	0.009686764
CHML	0.009684208
TMEM9B	0.009671917
DACT3	0.009670649
STOML3	0.009670345
TTC39B	0.009668135
ERCC1	0.009659091
GMIP	0.009656463
SLC25A1	0.009654493
ZMAT2	0.009646958
HTR3E	0.009644002
CALY	0.009643768
SEMA3E	0.009643287
MAP7D3	0.0096347
CPLANE1	0.009630493
GAK	0.009630143
SPRR1A	0.009628401
RAB40B	0.009625518
PPIL4	0.009624921
GDA	0.009621562
FEZ2	0.009619825
SH2B3	0.009618058
NCOR2	0.009616659
MAP3K5	0.009616415
SLC25A13	0.009611751
C19orf24	0.009609002
PGM1	0.009608023
NUP58	0.009607807
PPP1R12C	0.0095999
TMCO3	0.009598607
CTDSP2	0.009598145
BAIAP2L1	0.009595075
AZI2	0.009577751
RASAL3	0.00957719
ATG2A	0.0095769735
MRPL2	0.009574819
FUT9	0.009573225
ORMDL2	0.009571759
RAB38	0.009569297
PPP2R5E	0.009564408
SMIM12	0.009563531
ANXA9	0.009558084
RASGRP3	0.00955658
ACSL5	0.009556177
CD200	0.009545726
MPP6	0.009533276
RHOBTB1	0.00953194
PSMD12	0.009530894
WWC2	0.009528567
CCDC141	0.009524687
PPHLN1	0.009512155
PWP1	0.009503176
SLC30A5	0.009491502
PDGFB	0.009486457
EPS8L1	0.0094859535
SRA1	0.009482759
MCF2L	0.009480399
AP1G2	0.00946805
BOD1	0.009465404
FMC1	0.009462815
CYTH2	0.009462497
MRPL55	0.009462487
DOK4	0.009459192
ZNF770	0.00945647
SMAP1	0.009453714
IDH3B	0.009453612
MARK3	0.009449931
CHAC1	0.009449704
ARHGEF5	0.009445708
FAM110C	0.009440207
RARA	0.009434693
ATF6	0.009431403
SYTL4	0.009420374
FRMD6	0.009416287
SFT2D2	0.009415177
UBAP1	0.009410685
GBP1	0.009409123
BEND2	0.0093981465
ENPP4	0.009394184
MPZ	0.009384243
CHST15	0.009382744
INAVA	0.009380862
MED4	0.009378793
FCGR2B	0.009377381
GALC	0.009371295
RPS6KA5	0.00937005
SLC38A5	0.0093694925
ALAS1	0.00936934
RGS14	0.00936325
BIRC2	0.009358029
RHPN2	0.009352574
TMEM159	0.009349355
BCL9L	0.009344933
HEYL	0.009342617
USP33	0.0093385605
PLEKHM2	0.009333135
CDC73	0.0093311705
CAB39L	0.009322935
SERPINA6	0.009316979
PON1	0.009316168
PDCD7	0.009310732
CUL3	0.009303136
HAVCR2	0.009298415
C11orf74	0.009298278
NELFE	0.009294693
ZNF385D	0.009292238
TBCC	0.009289392
NOTCH1	0.009279188
TRIM33	0.009278599
NCBP2-AS2	0.009272182
SLC35D2	0.009271119
SLC11A2	0.009258319
NNT	0.009253027
GGT6	0.009250594
PARP4	0.009243894
GTF3C1	0.009235031
BICDL1	0.009226621
NEO1	0.009225345
RFX2	0.009220884
SPATA17	0.009208236
FAM20C	0.009207966
CCM2	0.009201881
RNF169	0.009200931
TMEM248	0.009198515
ABCE1	0.009195738
COMMD3	0.009190836
TRMT11	0.009190071
DUSP10	0.009188119
CNTLN	0.009186969
CC2D2A	0.009184658
PLXNB1	0.00918424
PTDSS1	0.009183742
PRMT9	0.00918099
TSGA10	0.009166095
TNKS1BP1	0.009165516
COQ9	0.009163656
H2AFY2	0.009160782
EIF2S1	0.00915686
REC8	0.009151543
CHSY1	0.0091470145
DCTPP1	0.009145612
ASNA1	0.009142155
TNFRSF18	0.009136063
GPRC5B	0.009134928
ARMT1	0.009134532
ZNRF2	0.009134196
FAM32A	0.00912579
STAT5A	0.009124023
CD86	0.009122303
SCARA3	0.009120326
TCERG1	0.009120097
SPPL2B	0.009118719
ZNF552	0.009118101
VMA21	0.00911752
PAFAH1B2	0.009117126
ANAPC13	0.009116499
SPPL3	0.009116106
SOS1	0.009114841
C1orf189	0.009106896
CCDC88B	0.009106405
KNOP1	0.009105472
NTHL1	0.009105104
KDM7A	0.009096931
NEURL1B	0.0090922415
TMEM37	0.009091272
ZFX	0.009087518
MARK2	0.009084251
ELOVL1	0.009082297
GOLGA3	0.009080224
SFSWAP	0.009074362
NFATC2	0.009074101
ZNF165	0.009073965
TRMT10C	0.00906741
SPG11	0.0090666665
SWI5	0.0090652695
HAGHL	0.009065249
PRKACA	0.009063306
PEAR1	0.009059168
DLL1	0.009056784
KDM4B	0.009054525
OPN3	0.009048148
ARFGEF1	0.009042914
MAGT1	0.009039218
DDI2	0.009036347
DCBLD2	0.009034998
NUP50	0.009033126
PRR15L	0.009031688
SH3GL1	0.009028327
INPP5B	0.009020015
PINK1	0.009015221
PCSK5	0.009009366
GALNT11	0.009007497
CTR9	0.009007067
NSUN6	0.009005655
ZDHHC9	0.009005424
TBL1X	0.009001245
ZNF518A	0.0089890165
TBC1D10A	0.008988463
CLGN	0.008985367
PSTPIP1	0.008981046
TLR1	0.008969853
ANKH	0.008962065
DRAM2	0.008961523
UBN2	0.008957827
MED28	0.008943787
RCC2	0.00893996
ZSWIM6	0.008937521
