	variance
PPP1CA	0.056525387
IKZF3	0.05643685
CMIP	0.056415997
HIST1H3H	0.0563998
CD84	0.05639909
FLNB	0.056327984
HEXIM1	0.056312345
GABRP	0.056301974
ITGAV	0.05626458
NUMB	0.056250397
RBMS3	0.056171186
PLSCR1	0.056092963
PPIC	0.056021407
PHGDH	0.05599036
MKNK2	0.05596919
MRPL57	0.055841964
LEFTY1	0.055823553
CEP350	0.05579061
ZNF292	0.05572991
DNAJC15	0.055701114
NME1	0.05565869
EMC3	0.0555921
CDC37	0.05558068
LCK	0.055523343
MT3	0.05550813
MTHFD2	0.05535317
CDKN1B	0.055312674
SPA17	0.055182382
TLE1	0.055172987
PTPRJ	0.05515834
GNG2	0.055112455
ENY2	0.055005148
MAP3K8	0.05497041
SCX	0.05494475
CDHR5	0.054928288
MPEG1	0.054863293
EHD2	0.05483358
MRPL51	0.054811515
ANAPC11	0.05465547
OMG	0.054584205
ADGRG1	0.054525644
IMPDH2	0.05448853
NUTF2	0.054436505
SSR1	0.05440681
MIA3	0.054310363
NARS	0.054268572
DRC3	0.054257404
LAMA3	0.05424872
LAMC2	0.054197807
DDAH2	0.054133505
POU2AF1	0.05410317
CFAP53	0.054098975
NRN1	0.05405875
ATP6V1B2	0.05398484
NRP2	0.053966466
ABCA6	0.053964507
NDUFB6	0.053937826
SASH1	0.053837962
ARL14	0.053792596
TMPO	0.053678818
NPPA	0.053658564
TMEM140	0.05365645
VPS13C	0.053643115
AVP	0.053638194
SQLE	0.05357911
MRPS6	0.053539284
TNFRSF13C	0.053509805
ACAA1	0.0535083
PSMA4	0.053493965
DNALI1	0.053453546
NDUFS2	0.053443722
RPN1	0.05341726
FSTL3	0.053413827
SLMAP	0.053388778
SF3B6	0.053337045
RAB8A	0.053288262
MAP4K4	0.053221244
NHP2	0.053213485
HMG20B	0.053185962
ATP6V1D	0.053147238
GLIPR2	0.053137843
KLF3	0.05311603
KIF21A	0.053106148
EBPL	0.053055532
HYAL2	0.053007428
ANK3	0.05300223
JMJD1C	0.0529896
GATA3	0.05291943
LMO3	0.052830357
DPP7	0.052825015
TIPARP	0.05279172
ZNF750	0.052760016
DDX18	0.05272438
UBE2S	0.052704293
DYNC1LI2	0.052703843
KLF13	0.052587446
ZNF532	0.05257165
ITGAX	0.052543297
TRAT1	0.052535243
CALCRL	0.052518375
RCAN3	0.05249814
GABARAPL1	0.05247523
CD302	0.052455675
UGCG	0.052333154
NLRP3	0.05228844
FOSL1	0.05228514
PLEKHA5	0.05223344
GAMT	0.052227035
MSL1	0.052205365
WLS	0.052164838
SPDEF	0.052154083
CFAP298	0.05214453
EIF3I	0.052133363
GMDS	0.052132983
FABP3	0.052099854
CLEC12A	0.052082833
CLMN	0.052073386
FNBP1L	0.05203821
DDR2	0.05199627
IGFBP1	0.051982258
RWDD1	0.051923178
FBXO7	0.0518869
ANKRD37	0.05188677
TM7SF2	0.05184177
TCF7	0.05178319
CIAO2B	0.051773008
TACC2	0.05175748
MACROD2	0.051701207
OSBPL1A	0.05160889
DNAJC3	0.051608656
PIM1	0.05157571
LRRC75A	0.051511765
DOK2	0.051428985
ATP2C1	0.051346056
PDZD8	0.05130439
TXK	0.051258568
CSRNP1	0.051250063
ALDH3A2	0.051222157
RDH10	0.05116253
RHOQ	0.05109072
PLAT	0.051035885
AGTRAP	0.051024072
BNIP2	0.05096808
RERE	0.0509238
MSR1	0.050859556
PSMA3	0.050833113
ARHGAP30	0.050795503
VEGFB	0.05068869
CCL21	0.050616533
MACC1	0.05057874
CCT5	0.05036194
USP10	0.050343666
SPIB	0.050333656
HNRNPH3	0.050318178
TXNRD1	0.050294828
GALNT3	0.050209943
ASPN	0.05020082
FBXL5	0.05013979
DNASE1L3	0.050137226
DHRS3	0.050033554
TNIK	0.050020482
KIAA1217	0.049996298
ATP6V0D1	0.04989773
GPBP1	0.04987702
KHDRBS1	0.049838588
BBX	0.049808763
MUCL1	0.049769424
SOX17	0.049751885
PDE4B	0.049702924
CRHBP	0.049679883
MFSD2A	0.04958289
SFRP4	0.04955168
ATF5	0.04952584
INHBA	0.04951389
ZNF106	0.049404327
TMEM205	0.049348023
ACSL3	0.049339548
SEL1L	0.049297486
RAD23A	0.04927183
A1CF	0.049247686
CPVL	0.049243815
TCTEX1D2	0.049197838
TUT7	0.049148627
PDZK1	0.04914337
LSM3	0.049137514
FBL	0.0489818
SCML1	0.0489495
SPRY2	0.04894228
RAB5C	0.04875387
LYPD2	0.04865377
MRPL23	0.048487842
HAND2	0.04846229
ALDH6A1	0.04838941
GUCA2B	0.048365235
PBLD	0.048339196
EGLN3	0.048260752
SLC30A4	0.048074048
ESD	0.04803183
CCDC107	0.0480179
RAB13	0.047902435
KDM5B	0.047895987
PEA15	0.04789453
NCKAP1L	0.04786533
TMEM219	0.047840893
ISYNA1	0.047838647
DGKI	0.047825832
FNDC3B	0.047806393
REXO2	0.047770258
RALBP1	0.047756504
ITGA2	0.04766562
TMED2	0.047646314
MALL	0.047645226
CERS6	0.04764452
EFNB2	0.047560897
SEL1L3	0.047533717
BCL2L1	0.04742694
CRELD2	0.047416285
PID1	0.047404747
GZMM	0.047363915
ARL3	0.047327902
ATP13A3	0.047277924
PHF20L1	0.04727053
AKR7A2	0.047235206
SWAP70	0.04720727
APOL1	0.0471957
HCAR3	0.047121372
ITGBL1	0.04710075
IL2RG	0.04707226
HLA-DQB1	0.047053736
FMO2	0.047041524
BAZ2B	0.047027804
MARCH1	0.047027323
GSTK1	0.047010534
PYURF	0.04699654
UBE2I	0.046983134
QPRT	0.046976708
ILF2	0.046910156
CCK	0.04685354
DNAJC8	0.04681502
MAP3K2	0.046702113
PRPF38B	0.046688545
PDHA1	0.046655357
DYNC1I2	0.046645336
UBA2	0.046624437
PHF20	0.04658969
BMP2K	0.046576913
SMARCA2	0.04657169
CRYZ	0.04657167
NR2F1	0.04651163
ARHGEF12	0.04650126
TMOD1	0.046486974
KPNB1	0.046481762
PPP1R16A	0.046350483
PICALM	0.046314538
GBA3	0.046284586
PRIMA1	0.046277896
PDCD10	0.04621307
EIF2S3	0.046166103
CLIP1	0.046121296
KIFAP3	0.04604708
BAMBI	0.045984525
DUOX1	0.0459411
NIPSNAP2	0.045929924
CCT7	0.045901105
RNASE2	0.04589732
G3BP2	0.04589023
SIVA1	0.045845684
BEX4	0.045833115
PPP1R10	0.04581901
LGI4	0.045739423
AHNAK2	0.0456932
EIF3D	0.045690607
NRP1	0.045686886
SDC2	0.04565456
F2R	0.045575786
TNFRSF1A	0.04553496
CORO1C	0.045504637
ARL6IP4	0.04548945
PCNX1	0.04548675
TXNDC11	0.045412503
BARX2	0.04531609
SNN	0.0453129
HADHA	0.04526719
PHACTR1	0.045257457
PGLYRP1	0.045229014
CCT4	0.045214385
RNF24	0.045176104
SERPINB5	0.0451681
PTPRN	0.045143634
TMCO1	0.04508476
GNL3	0.04508237
NIN	0.045071702
SF3B2	0.045034543
PNP	0.044982705
GDI2	0.044976164
IL4R	0.0449666
IDH1	0.044953145
SMARCA5	0.04492241
FBLIM1	0.04488946
ARHGAP26	0.044842456
RAB1B	0.044779312
TPD52L1	0.04474857
TSPAN4	0.044747163
ANG	0.044739794
MLF2	0.04471337
PSMB7	0.04471243
MAPK1	0.04469075
GNG12	0.044678926
SPAG17	0.0446535
B4GALT1	0.044650875
S1PR4	0.044613883
PCYOX1	0.0445968
COX14	0.044518754
TMEM54	0.044493224
LPGAT1	0.04445916
PAPOLA	0.044439476
GCSH	0.044438668
SDHD	0.044424325
TUBB6	0.04438783
CFDP1	0.044372275
ARL4A	0.044370454
RTRAF	0.044322383
SPTAN1	0.044276968
MEF2A	0.044204228
HHIP	0.044183068
TET2	0.04417698
ERN1	0.044142764
RHOV	0.044132594
STRAP	0.044045553
NUP214	0.044039413
FIBIN	0.04403206
PIK3CG	0.044010073
KCNJ15	0.04400572
PHIP	0.043973092
ILF3	0.043967664
MOB1B	0.043955762
CTNNBL1	0.0439494
PPFIBP1	0.043914318
TYMS	0.04388033
NAP1L4	0.04384829
AGPAT2	0.043829657
OCIAD1	0.04381542
GLG1	0.04372902
MRPS31	0.04367303
COL27A1	0.043659903
RNF13	0.043641478
SLC5A1	0.043634903
CHURC1	0.043633487
ERGIC3	0.043629605
GPR137B	0.04362119
HTRA3	0.04354516
MAP7	0.043535735
TC2N	0.04345961
EVPL	0.04341644
MRVI1	0.043411378
MPST	0.043383215
SNRPB2	0.043359634
MCUR1	0.043341693
SVEP1	0.043322433
XRCC6	0.04331287
RASSF5	0.043270815
NES	0.04322785
LMCD1	0.043221407
ELK3	0.0431569
PSMC5	0.043140788
PJA2	0.043116137
OAF	0.043088682
ST6GAL1	0.043029767
DPYS	0.042966314
NCOR1	0.042941265
COX20	0.042929605
CARD16	0.042925444
SAP30	0.042827465
UGDH	0.04281572
PLPP5	0.042809878
SLC2A1	0.042797178
PAM	0.042795986
CD82	0.042791925
SHMT1	0.042759035
NAA20	0.04274832
ATP8B1	0.042712294
PPP1R1A	0.042709325
KDR	0.042709142
AHSG	0.04265044
ABCC8	0.042612456
SRSF4	0.04259888
CD96	0.042583585
DDIT3	0.042582735
OS9	0.0425661
UQCRC2	0.042559423
CPQ	0.042549044
ARRDC3	0.042512946
MPC1	0.04241123
TGIF1	0.04232075
PTGER3	0.04231121
CTSF	0.042308565
PRSS8	0.042304933
DENND2C	0.042301044
ZBTB7A	0.04227836
CCDC50	0.042278077
SOX10	0.042274017
MYB	0.042270854
HEG1	0.042236563
TCEA3	0.042222355
PTPRB	0.04220462
FXR1	0.042112213
CBX5	0.04210178
C1QTNF1	0.042101335
ITPR1	0.04207562
ALKBH7	0.04207527
DPT	0.04206653
TUSC3	0.042059354
TMPRSS4	0.04204195
RAB34	0.042029146
SHROOM3	0.04198262
TMX4	0.041858923
IGFL1	0.04183585
PSAT1	0.041791234
SYTL2	0.041785747
LDB3	0.041775897
NIPBL	0.041770205
CFAP70	0.041755293
CHD2	0.041754257
PNKD	0.041704968
NSD3	0.041681934
SLIT3	0.041654535
PPIG	0.041549273
PHF3	0.041509077
METAP2	0.041461885
RERGL	0.04131834
TMEM87A	0.04129824
SH3KBP1	0.04122252
SDCBP2	0.04122095
MPZL1	0.04117745
MTSS1	0.041161623
PNRC2	0.041152857
ARHGDIA	0.041095376
NRBF2	0.04106877
NOL7	0.041026495
IL6R	0.040986337
LLGL2	0.04088847
BPGM	0.04086103
ECE1	0.04085379
ADAMTS5	0.040816512
CHMP4B	0.040793553
FPR2	0.040767275
PTPRZ1	0.040753134
COL15A1	0.040685892
RYBP	0.04066802
HACD4	0.04066656
EBP	0.0405893
ERP27	0.040549703
ENSA	0.040498592
STAB1	0.04047288
ZEB1	0.040451415
MBIP	0.04041544
NFE2L1	0.040306535
PROM1	0.040297948
EPB41L2	0.04027682
ATP6V0C	0.04025494
LRRC26	0.040239003
NDUFV1	0.040220372
OSER1	0.040219247
SRPK1	0.040200327
KCTD20	0.04019424
EFCAB1	0.040180583
TSPAN19	0.040177282
NRIP1	0.04017293
CCT6A	0.040160343
MMP14	0.040150035
RCAN2	0.04011988
GMNN	0.04001145
NUFIP2	0.039984465
LRRFIP2	0.03997612
BAX	0.039952707
ACADM	0.039913792
HSPB11	0.03986476
SEMA3B	0.039846566
ERBIN	0.039846383
TRIM28	0.03978205
GFPT2	0.03977548
CPNE3	0.03977119
DUOXA2	0.03976516
COL28A1	0.039758828
TBX2	0.039694786
GRK2	0.039662153
OLR1	0.0395963
CHD1	0.03957156
RAB8B	0.03951149
CPB2	0.039505936
SNRNP27	0.0394868
PCGF5	0.03946936
EGLN1	0.03945977
UBL3	0.03942447
GOLIM4	0.039419003
MBNL2	0.0394182
HIST1H2BG	0.03939119
CH25H	0.039332997
BCAP31	0.039317526
U2SURP	0.03930518
HEXB	0.03927894
NUCB1	0.039264392
TNS2	0.039249923
HIPK3	0.039249137
BAIAP2	0.03924776
P2RX1	0.039204977
OAT	0.039204005
BCHE	0.039202932
HSD17B2	0.03917638
FOXI1	0.039163377
PKP2	0.03914403
FCN3	0.039107174
LIPH	0.039102536
SERINC3	0.039086968
GLIS3	0.039076615
POLR2A	0.039040696
RRAGD	0.03902057
DDX46	0.039011646
IL2RB	0.038995873
UVRAG	0.03897757
CTNNAL1	0.03892856
CFL2	0.038900662
SPECC1	0.038845893
DHX36	0.038812496
VPS29	0.03879558
ARG2	0.038737547
PFN2	0.03873021
TRIP11	0.03872339
MEAF6	0.03871248
KAT6A	0.038688917
MYLIP	0.038660128
PSMB4	0.038634438
SUCLG2	0.03862524
IRX2	0.038614467
THEMIS2	0.03853584
SPAG16	0.03853234
GP1BA	0.038514864
ARHGAP45	0.038499527
TGFBI	0.038476337
ARL5B	0.038431723
ASH1L	0.038423683
LY96	0.038410928
OGT	0.038397696
TFAP2A	0.03838576
SHKBP1	0.03836694
ENC1	0.038362704
CD2AP	0.03834301
THRAP3	0.03833586
ARPP19	0.038278103
AP1M2	0.0382609
PADI4	0.038142662
TRIM56	0.038141035
ARHGEF38	0.038126264
CPEB2	0.03812087
B4GALT5	0.038103603
LRRC32	0.03809885
HIST1H1B	0.038094558
CAMP	0.03808616
ITK	0.038066123
ADH4	0.038063824
CFAP126	0.03798873
MSL3	0.037930124
STX3	0.03792282
CKS2	0.03791904
DPY30	0.037894484
PLEKHJ1	0.03788012
NSG1	0.037865765
CFAP43	0.03784348
MTCH2	0.03784201
COPRS	0.037748095
SELP	0.03767248
GLUD1	0.037662808
SCCPDH	0.03764579
FKBP3	0.03763794
MIS18BP1	0.037601653
RNF7	0.03760029
LDLRAD1	0.03757333
LAMB2	0.03754771
PARP14	0.037509866
B3GNT5	0.037503712
RALB	0.0373887
ZNF207	0.037356064
TAF7	0.03734743
RNF144B	0.037339684
GPAM	0.037326727
TOR1AIP2	0.037309892
RPS6KA3	0.03730955
SEC31A	0.0372942
C1orf122	0.037270483
SULT1A1	0.037255503
GCLC	0.037232503
LSM4	0.037217107
MYO15B	0.037209604
PCNP	0.03717526
CYTH1	0.03715872
NME5	0.03715101
PURA	0.037122406
PNMT	0.03712064
FAM107A	0.03711667
NRDC	0.03710877
SDHC	0.03707653
FOXN3	0.03707526
RETREG1	0.037066545
KIF9	0.037019003
PRKACB	0.03700667
GTF2H5	0.03698892
MYO1C	0.036979314
POLR2K	0.036977842
CA7	0.036932208
ACSM2A	0.036916707
DMXL1	0.036877155
DPYSL3	0.036838055
CHMP5	0.03682432
WASL	0.036823932
DYNC2H1	0.03681405
HSD17B4	0.03679534
SSBP4	0.03677066
LEPR	0.036769174
CASC4	0.036746703
CXXC5	0.036729828
BCAN	0.036727622
CYTL1	0.03672193
COL5A2	0.03671054
PI16	0.036694366
PXDC1	0.036668375
ST3GAL4	0.036667198
FAM133B	0.036647655
PROS1	0.036593705
PPT1	0.03658511
P2RY13	0.0365818
CASP4	0.03655556
ATRAID	0.036520634
FMO5	0.03643658
COBL	0.03642775
CCL3L1	0.03642122
SP110	0.03641467
CCL25	0.036381874
HSH2D	0.036377728
VOPP1	0.036368214
CSNK1A1	0.036333874
PAPPA	0.036307625
C9orf135	0.036300573
RAB3IP	0.036298495
ZDHHC19	0.036295515
POLR1D	0.036220156
C11orf97	0.036219515
STX7	0.036213715
SLC6A6	0.03618992
PKN2	0.036117587
ZNF428	0.03610659
TPP1	0.036052782
ATP2B1	0.036042772
ARPC5L	0.03603906
HLA-DQA1	0.036003727
MID1IP1	0.03591918
ABCA1	0.035910245
CTSE	0.03582001
CCNG2	0.035818614
ZNF638	0.03580684
NCKAP1	0.035790883
P4HA1	0.035771232
GKN2	0.03574128
NDUFA8	0.03572809
CACYBP	0.03572804
CASZ1	0.035720576
MBD2	0.03571827
EIF3J	0.035685327
MAOB	0.03567909
POLR2F	0.03567632
ARHGAP24	0.03566433
SEPHS2	0.035641454
CCNDBP1	0.035609808
M6PR	0.035605967
BOLA3	0.035581734
FAM3C	0.035558064
MAML2	0.03555334
SSPN	0.035534352
HACD3	0.035519157
KHK	0.035511456
ENTPD1	0.03550865
CHL1	0.035473328
IFT27	0.03544867
PCDH7	0.035437465
HNMT	0.03537332
DPP4	0.035364278
FOXQ1	0.03535148
SLC6A14	0.035308186
DTHD1	0.035272487
ADH7	0.035271976
RTL8C	0.03526886
TMEM98	0.035268676
TSPAN14	0.035253517
PSMA5	0.035199847
YY1	0.035194684
BCL2L11	0.035165835
TUT4	0.03516403
C6	0.035160434
HCFC1R1	0.035148647
NMU	0.035144072
MLF1	0.035143603
PRPF40A	0.035132542
SLCO3A1	0.03510898
PSMB2	0.035074443
CAMLG	0.0350528
CSF2RB	0.035041075
XRN2	0.035024557
MAPRE1	0.0349936
SKAP1	0.0349865
CYP2F1	0.034969173
NDUFS4	0.034953453
C6orf132	0.03489728
C8orf59	0.034866627
ONECUT2	0.034857646
SERPINA3	0.03483234
GREB1	0.034812044
UGT2A3	0.034789037
RBBP4	0.034753896
ADGRF1	0.034733847
CUX1	0.03471581
CNPY2	0.034700744
F11R	0.034646492
SLC26A4	0.034630246
PPP2CB	0.034625914
TEKT1	0.03458567
PLEC	0.0345659
CFAP157	0.034462452
LAT2	0.03445992
RAB1A	0.034459285
SIGIRR	0.03445909
ENTPD2	0.034455325
EIF4H	0.034447826
ZNF503	0.034440737
RALGAPA2	0.03437951
ALDH3B1	0.034364924
CDK2AP2	0.034364447
PPP4R2	0.034317788
ITGA7	0.03426033
CYGB	0.034236617
PSMD7	0.03420218
FTCD	0.034200687
WDR60	0.034176342
UBE2M	0.034161698
PACSIN2	0.034153786
PCMTD1	0.034148008
PSMA1	0.03413073
RASSF8	0.034071494
EPS8L2	0.034067452
NEUROD1	0.034061566
ITPRID1	0.034038827
BCLAF1	0.034017626
PIK3AP1	0.03400843
CDH17	0.034002222
PHLDA3	0.033980936
ARFGAP3	0.033957906
CFHR2	0.03395593
RNF181	0.03391396
MRPS34	0.033891276
NONO	0.033883136
MYH14	0.033836123
SIRPA	0.033835214
KLK13	0.033820473
ARF5	0.033818178
PTK2B	0.033814203
SAXO2	0.033791646
STK24	0.033724654
FAM216B	0.033701524
SNX6	0.033677857
MELTF	0.033651274
PDAP1	0.033647276
IRF6	0.033613645
MET	0.03354592
TBXAS1	0.033537906
USP34	0.033515792
ATP6V0E2	0.033515573
CAMK2D	0.03348913
PLK2	0.033488654
YTHDC1	0.033485834
SEZ6L2	0.03346388
CHD6	0.03344031
INPP5D	0.033426356
WFDC1	0.033399217
CDC42EP4	0.033361938
TEAD1	0.033356596
LAP3	0.03331919
MISP	0.033310767
AFF3	0.033299726
EHHADH	0.033250384
RALY	0.033241495
SUGP2	0.033241007
MUCL3	0.033240266
MAP7D1	0.033231083
AK2	0.033157025
PBXIP1	0.03306449
ANXA7	0.033033986
ASAP2	0.033012494
FAM84A	0.033011463
AVPR1A	0.03300908
SPEF2	0.033007972
KIF1B	0.032978605
UFM1	0.03296761
FRZB	0.032953374
SHTN1	0.032947578
TCEA1	0.032881837
PODXL	0.03287332
RGS19	0.03285705
STXBP6	0.032847963
ADAM10	0.032842778
SRP72	0.032801844
SLC4A7	0.032787137
BIN1	0.032731246
PSMA2	0.032725703
SMIM5	0.032693427
SNX2	0.032625154
RAB37	0.03257769
MAZ	0.03256596
MVP	0.03249585
SYNCRIP	0.03249325
TRHDE	0.03248716
RAMP3	0.032480966
SUMO1	0.03244863
RAB21	0.03243822
RSPH9	0.03243439
ADGRG6	0.032417648
SKIL	0.032390874
EPHA2	0.03236751
CRBN	0.032340955
QSOX1	0.032330163
AHR	0.032320946
CHD3	0.0323172
DNAH11	0.032315515
RASSF3	0.032301508
EPHB6	0.03229453
HADH	0.03228919
TBC1D1	0.032255623
MMP8	0.032232404
ANP32E	0.032230113
RCN1	0.032216918
UQCC2	0.032196447
FLT3	0.03218903
PRRG4	0.032181825
SERINC5	0.03217898
FUNDC2	0.032170914
CFAP97	0.0321113
SPINK7	0.032093696
SELENOT	0.03209231
MRPL12	0.032075103
SELENOF	0.032070976
LRRC46	0.032064047
VNN1	0.032054838
VIL1	0.032050706
CHMP1B	0.03204084
NME3	0.032032013
PPM1G	0.031962108
ZBTB10	0.031941283
SMC3	0.03193419
SARS	0.031908758
MMP24OS	0.03187548
RAB5IF	0.03186976
APMAP	0.031852495
ECI2	0.031833764
MYOF	0.031817928
DEGS2	0.03179492
EVA1B	0.031749576
TMEM63A	0.031704176
HEBP1	0.03167963
ORAI2	0.031673513
ERICH5	0.031667184
NCALD	0.031663917
CBLB	0.031656675
SORT1	0.03163622
MDM2	0.031628683
SLC38A4	0.03161253
FLRT3	0.031602144
CCDC47	0.031592064
ZCCHC24	0.031543896
DBNL	0.031520672
AQP10	0.031513304
MAP1LC3A	0.031475943
PSMC3	0.03146843
MYBPC1	0.03145665
RNASE6	0.031448886
MX2	0.03142397
EEA1	0.031400125
TRIM31	0.03139394
SIAH2	0.03139214
ABCD3	0.031380955
RSPH4A	0.031358134
KDSR	0.03135484
ABL2	0.031351056
PATJ	0.031338397
PKHD1	0.031324815
CERS2	0.031317953
PDXK	0.031308148
DEFA6	0.031263866
TBCB	0.031243343
PET100	0.031242756
VPS13A	0.031176353
G3BP1	0.031167036
LSM14A	0.031147717
CSK	0.031118896
RPA3	0.031101584
GGNBP2	0.031086287
ACO1	0.031081218
ACAT2	0.03105403
AFF4	0.031039793
RFLNB	0.031037737
DECR1	0.031022629
BTK	0.031017365
LILRB2	0.030998033
KLHL23	0.03099355
BMPR2	0.030986682
CCL19	0.0309857
KCNMA1	0.030982714
NQO2	0.030977374
PDE1C	0.030963572
MUC20	0.030945903
MDM4	0.030945413
RAB9A	0.030940566
SLTM	0.03085981
RABGAP1L	0.030844886
INMT	0.030775478
ITIH1	0.030753758
INPP4B	0.030736145
CLIC2	0.030722361
SECISBP2L	0.030713335
EPRS	0.030701445
NR2F6	0.030697046
OLAH	0.030688543
ALOX15	0.030675577
SLC39A3	0.030663364
ITGB5	0.030655617
RTF1	0.030628886
MECOM	0.030621147
HPSE	0.030614287
DNM3	0.030557424
NECTIN2	0.030554866
DDX6	0.030518303
ACP1	0.030498417
RNASEH2C	0.03048254
MAP3K7CL	0.030438267
BCL11A	0.03043647
MSRB2	0.030433185
SMIM1	0.03042803
TP53I3	0.03039448
TYR	0.030393353
SH3PXD2A	0.030377546
CTBP2	0.030344734
ADA2	0.030301414
PRKAG2	0.030225106
RAB14	0.030211654
KCNE2	0.0302069
HMOX2	0.030162837
HIPK1	0.030153545
SOCS2	0.030148454
TM9SF2	0.030134322
OXNAD1	0.03012705
IPO7	0.030117651
PTPN7	0.030117093
PLXNB2	0.030115861
PCLAF	0.030108381
MRPL34	0.030090159
EVI2A	0.030075906
PNPLA8	0.030075649
NBEAL1	0.030042687
SAV1	0.030041099
FLRT2	0.030022375
KAT6B	0.030020962
MAP3K13	0.029985884
BUB3	0.02997691
FAM114A1	0.029974986
TCP1	0.029974641
FADS2	0.029972387
COL2A1	0.029968144
GFRA1	0.02996289
CYFIP2	0.029948369
ADAR	0.029946921
CCDC186	0.029945562
EWSR1	0.02993843
SRPRA	0.029931508
C11orf16	0.029921299
PAXX	0.029905725
EHD1	0.029896658
RANBP2	0.029877925
CLEC11A	0.029838871
CSNK1D	0.02981209
HNRNPUL1	0.029783394
POLR2E	0.029779067
QDPR	0.02977418
ETV6	0.029747827
COL17A1	0.029743895
PDXDC1	0.029729772
DDR1	0.029700782
BCL3	0.029674273
BCAS1	0.02966333
TRIM44	0.029607588
DNAJA4	0.029603852
PABPN1	0.029603692
RALA	0.029592998
CSNK2B	0.029585667
JTB	0.029581167
SPART	0.029580496
CDS1	0.029554319
DNAJC1	0.029549366
H6PD	0.029543875
DMRT2	0.029515006
LGALS9	0.02948856
TLR4	0.029488245
MNS1	0.029445348
YAP1	0.029428689
IGKV1D-33	0.029424265
HLA-DMB	0.029389134
C5orf24	0.029338125
TIMP4	0.029337907
SEMA4D	0.029331714
CLPP	0.029329097
FAM49A	0.029313698
TMEM47	0.029279025
BEX2	0.029276462
SCOC	0.029271724
HHEX	0.029269435
F2	0.029254492
SESN1	0.029229827
UBE2L3	0.029221883
LRRC59	0.029170264
TMEM147	0.029074037
ADD1	0.029064141
MXD4	0.029030073
PGGHG	0.029019441
CA4	0.029011156
ENKUR	0.02899122
FNBP4	0.02899073
PON2	0.02899001
RASGEF1B	0.028968012
BDP1	0.028962746
LYPLA1	0.028941423
BMP2	0.028939512
ACOT7	0.028929124
SEPT1	0.028927425
FAM174A	0.028913174
FAM131C	0.028909773
SINHCAF	0.028904842
PTGIR	0.02890034
GOT1	0.028893866
RRM2	0.028891958
EN1	0.028876748
TTLL7	0.028860891
TAL1	0.028847322
TRPM1	0.028840864
TRIM22	0.02883985
IQCG	0.028839223
SYK	0.028835647
COMTD1	0.028811093
GLCCI1	0.028810063
MCFD2	0.028809814
ENPP2	0.028784726
NGFR	0.028775265
JOSD1	0.028719008
SCTR	0.028713346
ABCC9	0.028665429
PDLIM2	0.028665405
LPCAT2	0.028639367
IFT22	0.028574778
PCMT1	0.028567748
MAPRE2	0.028548395
STAG2	0.028546654
PI3	0.028537141
BLK	0.028528016
IGF1R	0.028502634
SERPINB9	0.028497573
ZC3H15	0.02848408
MRPL40	0.028467614
RPS19BP1	0.02845901
GLA	0.028453384
RELB	0.028450444
NDN	0.028443838
SLC17A4	0.02842676
NDUFS3	0.028398477
KIAA1191	0.028367978
FGFR1OP2	0.0283086
MATN2	0.02830269
PLK3	0.02828545
SLK	0.028279696
RIF1	0.028263235
PRUNE2	0.028251192
FCER1A	0.028242264
PCDH9	0.028232027
ERICH1	0.028224131
THEM4	0.028213965
YME1L1	0.028201425
IL10RA	0.02819715
SULF1	0.028195042
MYO5A	0.028186176
VPS35	0.028185483
NCS1	0.02817905
PTK2	0.02816598
GPR171	0.028161585
PTPN13	0.028160458
FOXJ1	0.028119786
RPH3A	0.028100086
RBM5	0.028094081
NOP56	0.028081441
LGALS7B	0.028078558
SPAG7	0.028046755
GNAI3	0.028039975
NAIP	0.0280309
REX1BD	0.028027989
JDP2	0.028014839
SLC7A7	0.02798193
PGS1	0.027956327
ARPC1A	0.027955797
DPYD	0.027950997
FGGY	0.027937708
HK1	0.027916307
CNPY3	0.027903248
TBL1XR1	0.02789474
GLO1	0.027886726
SERPINA4	0.02788609
NUDT8	0.027879985
GPC1	0.02786831
CCDC17	0.027864983
APOA4	0.02785961
ASXL1	0.027843637
S1PR1	0.027829567
ETHE1	0.027782096
NBEAL2	0.027779767
NDUFAF8	0.027778745
OCLN	0.027778348
HSPB8	0.027774036
SLC44A2	0.027735963
RCN2	0.027720712
TMEM208	0.027720654
SMIM26	0.027713869
SEC61A1	0.02771278
LYAR	0.027709652
LSM5	0.027704785
WAC	0.027696423
ATXN7L3B	0.027675932
ARHGAP15	0.027675813
NT5M	0.027649358
IFNAR1	0.027627807
SESTD1	0.027627444
RBL2	0.027600829
CCDC69	0.027595824
GK5	0.02759039
CLTRN	0.027587296
PPIF	0.027586482
TMEM97	0.027524728
PRAC1	0.02752221
ATP6AP1	0.02752158
SMG1	0.027504746
EMCN	0.02749842
PPFIA1	0.027497115
STK33	0.027392177
MESD	0.027381208
RAB4A	0.0273365
LMNB1	0.027322048
SNX5	0.027310748
CELF1	0.027266283
CLNS1A	0.027263738
STOML2	0.027251057
C2	0.027246296
ZNF608	0.027237765
PDK1	0.027196955
HCAR2	0.027157731
BACH2	0.02715462
DCK	0.027131362
NDUFA10	0.027112542
NEGR1	0.027109673
HADHB	0.027102508
PCSK7	0.027085735
KLHDC8B	0.027084336
RAB29	0.02708101
ETV3	0.027079836
DCTN3	0.02707944
BZW2	0.02706374
ISLR	0.027061868
PTTG1	0.027054762
TM4SF18	0.027035471
STK10	0.027027471
GRSF1	0.027027119
