	kidney_epithelial_cell	innate_lymphoid_cell	neutrophil	goblet_cell	smooth_muscle_cell	basal_cell	intestinal_enteroendocrine_cell__paneth_cell_of_epithelium_of_small_intestine__transit_amplifying_cell_of_small_intestine	cell_of_skeletal_muscle	keratinocyte	endothelial_cell	basophil	b_cell	intestinal_tuft_cell	stromal_cell	club_cell_of_prostate_epithelium__hillock_cell_of_prostate_epithelium__hillock_club_cell_of_prostate_epithelium	club_cell__type_i_pneumocyte	salivary_gland_cell	ionocyte__luminal_epithelial_cell_of_mammary_gland	cardiac_muscle_cell	immature_enterocyte__intestinal_crypt_stem_cell__intestinal_crypt_stem_cell_of_small_intestine__transit_amplifying_cell_of_large_intestine	monocyte	plasmablast	pulmonary_ionocyte	type_ii_pneumocyte	intrahepatic_cholangiocyte	mucus_secreting_cell__secretory_cell__tracheal_goblet_cell	fibroblast__mesenchymal_stem_cell	adventitial_cell	ciliated_cell__lung_ciliated_cell	mesothelial_cell	pancreatic_ductal_cell	plasma_cell	erythrocyte__erythroid_progenitor	mature_conventional_dendritic_cell	luminal_cell_of_prostate_epithelium	pancreatic_acinar_cell	myeloid_progenitor	mast_cell	platelet	macrophage	melanocyte	hematopoietic_stem_cell	t_cell	tendon_cell	pancreatic_stellate_cell	hepatocyte	duodenum_glandular_cell	basal_cell_of_prostate_epithelium	medullary_thymic_epithelial_cell	pericyte_cell	duct_epithelial_cell__serous_cell_of_epithelium_of_bronchus	pancreatic_alpha_cell__pancreatic_beta_cell	intestinal_enterocyte	ciliated_epithelial_cell__epithelial_cell_of_uterus	respiratory_goblet_cell__respiratory_mucous_cell__serous_cell_of_epithelium_of_trachea	acinar_cell_of_salivary_gland__myoepithelial_cell	schwann_cell	thymocyte	nk_cell	bladder_urothelial_cell
sample_1000_2_89	0.0016759518766775727	0.005208081100136042	0.0009559668833389878	0.0020404669921845198	0.000617707148194313	0.0011942255077883601	0.0010943347588181496	0.00039043452125042677	0.022845173254609108	0.0006446346524171531	0.0006841363501735032	0.0006485638441517949	0.0011362592922523618	0.00084888213314116	0.0015994493151083589	0.0010027260286733508	0.0006573209539055824	0.0008647612994536757	0.00097665807697922	0.0031610981095582247	0.001075185020454228	0.0009010477224364877	0.0011546282330527902	0.0010034875012934208	0.0012551982654258609	0.0024929505307227373	0.0010025519877672195	0.0008828003774397075	0.0005280952318571508	0.0007263989537023008	0.0011096990201622248	0.0010337959975004196	0.0011077244998887181	0.0010311183286830783	0.0008581650909036398	0.0010725881438702345	0.000548701616935432	0.0008946686866693199	0.0006852794322185218	0.00046446218038909137	0.0008366535766981542	0.00047640776028856635	0.27358826994895935	0.16925683617591858	0.0005519013502635062	0.0006154474103823304	0.0011417733039706945	0.0009675192413851619	0.0010262549621984363	0.0005853148177266121	0.05019325762987137	0.0005131832440383732	0.2223871946334839	0.0008562807342968881	0.0006453610258176923	0.0018574261339381337	0.0006400299607776105	0.0013724396703764796	0.002244781469926238	0.20216824114322662
sample_1000_2_90	0.001251131296157837	0.000762665702495724	0.0006410491769202054	0.0015779434470459819	0.0010427053784951568	0.0007807496003806591	0.0008494966896250844	0.0007185988943092525	0.001395171508193016	0.0013983050594106317	0.0010205063736066222	0.0006134865689091384	0.0005067253368906677	0.0009590414701960981	0.0016000206815078855	0.001015275251120329	0.00044755986891686916	0.047150492668151855	0.06868299096822739	0.001192761235870421	0.0013880282640457153	0.0013980590738356113	0.0017450925661250949	0.0011201685993000865	0.0010009375400841236	0.1100725382566452	0.00041765571222640574	0.0006787184393033385	0.0007559166406281292	0.0012486923951655626	0.0010010850382968783	0.0007692002691328526	0.0012917701387777925	0.0008432730683125556	0.0013466100208461285	0.000928610737901181	0.001281664939597249	0.0007923192461021245	0.0007728023920208216	0.0004863157810177654	0.0010403732303529978	0.18669897317886353	0.0007243758300319314	0.0017933776834979653	0.0004902415093965828	0.0008610692457295954	0.001186117995530367	0.11885668337345123	0.000704206817317754	0.0008440209203399718	0.0041998401284217834	0.0006605825037695467	0.0008571427315473557	0.0012289698934182525	0.00165897561237216	0.2284981608390808	0.18385985493659973	0.0004955236217938364	0.0007490318384952843	0.0016463056672364473
sample_1000_2_91	0.0019250307232141495	0.0011561666615307331	0.0011524948058649898	0.0019270677585154772	0.001120433327741921	0.0008131759241223335	0.0008845265838317573	0.0009725571726448834	0.1588505655527115	0.0020142754074186087	0.0007381659233942628	0.0009939983719959855	0.0006904883193783462	0.17844751477241516	0.000848213501740247	0.0008371207513846457	0.0004646554298233241	0.0008738294127397239	0.0010417455341666937	0.0007578057702630758	0.0024118644651025534	0.0006407424807548523	0.002189482329413295	0.0009271200397051871	0.0010486127575859427	0.0018539995653554797	0.0010427335510030389	0.0009402891155332327	0.0006725636194460094	0.18223661184310913	0.0014729039976373315	0.0008856627973727882	0.0016896723536774516	0.0012323657283559442	0.001320434152148664	0.1434708833694458	0.0004327452334109694	0.0008836991037242115	0.00042938493425026536	0.07341976463794708	0.000662854581605643	0.0006503723561763763	0.0006752078770659864	0.0012561626499518752	0.0006959546590223908	0.0010484297527000308	0.0014047654112800956	0.17040666937828064	0.002734976587817073	0.0010074451565742493	0.003785407170653343	0.0009531251853331923	0.000685693696141243	0.0010860658949241042	0.0011380265932530165	0.03205820173025131	0.0012650704011321068	0.0003209224669262767	0.0007460698834620416	0.0017071613110601902
sample_1000_2_92	0.0017352703725919127	0.0007381329778581858	0.0006712936447001994	0.0009326497092843056	0.1631525456905365	0.0011042647529393435	0.0007119348738342524	0.0005878463853150606	0.000654796720482409	0.0025977164041250944	0.0010407337686046958	0.000593355973251164	0.0014992791693657637	0.000776649103499949	0.0007783775217831135	0.0006128970999270678	0.0011295841541141272	0.0012737286742776632	0.13373684883117676	0.0015863863518461585	0.0009090054663829505	0.0008896953659132123	0.001624996424652636	0.0007316309493035078	0.0013981236843392253	0.0008838048670440912	0.005746591370552778	0.13714486360549927	0.010001182556152344	0.0009310830500908196	0.000639628036879003	0.0009082116885110736	0.0012998563470318913	0.0007395100547000766	0.0007015530136413872	0.0009051792440004647	0.14630897343158722	0.001324821962043643	0.0014895055210217834	0.00039020690019242465	0.0008412925526499748	0.0010276826797053218	0.0013450825354084373	0.0018485435284674168	0.001315069617703557	0.0006519845919683576	0.0009715097257867455	0.001609883620403707	0.0005788276321254671	0.003514249110594392	0.09340203553438187	0.0006590826087631285	0.0008416693308390677	0.20304186642169952	0.0008480545948259532	0.004352286923676729	0.0013586556306108832	0.0005951477214694023	0.048944707959890366	0.001369651174172759
sample_1000_2_93	0.0015489663928747177	0.0009556651930324733	0.0016227911692112684	0.0015163935022428632	0.0008327257237397134	0.041062258183956146	0.0005043103010393679	0.0007740784785710275	0.19256536662578583	0.0010325185721740127	0.0027338690124452114	0.0008610301883891225	0.0009387217578478158	0.000763355172239244	0.0009381521376781166	0.0009593255235813558	0.00044423871440812945	0.001705277361907065	0.0008971687639132142	0.09115920215845108	0.16117633879184723	0.0011941185221076012	0.0019387246575206518	0.0009217713959515095	0.0010680749546736479	0.001946937176398933	0.002120707184076309	0.05756688117980957	0.02042572572827339	0.0007445205701515079	0.000983520527370274	0.001106718205846846	0.0011951496126130223	0.0017570466734468937	0.0013193109771236777	0.0011857934296131134	0.0005214959383010864	0.16674260795116425	0.0006289524026215076	0.0010142469545826316	0.0018006181344389915	0.16752587258815765	0.0005427130963653326	0.0006507208454422653	0.0007791659445501864	0.0007118727080523968	0.0013199604582041502	0.000988028827123344	0.0008095814264379442	0.0010830314131453633	0.002017538296058774	0.04363704472780228	0.0005214069387875497	0.001344000454992056	0.0005492806085385382	0.001798596465960145	0.0013805845519527793	0.0005203875480219722	0.0007680081180296838	0.0018775868229568005
sample_1000_2_94	0.0013931316789239645	0.0010729756904765964	0.0008864321280270815	0.04988845810294151	0.0016677930252626538	0.001136491890065372	0.15602871775627136	0.0005905293510295451	0.0007341021555475891	0.0009139012545347214	0.0005018807132728398	0.0006141822086647153	0.0015951792011037469	0.15795324742794037	0.0017807859694585204	0.0019522858783602715	0.0016766174230724573	0.35153618454933167	0.0007865266525186598	0.002686021849513054	0.0008469269960187376	0.00044997414806857705	0.01792573556303978	0.0007141372188925743	0.0009399895207025111	0.0015168008394539356	0.001494031515903771	0.0008227272774092853	0.0006030422518961132	0.002280723536387086	0.001859815907664597	0.0007509675342589617	0.001172184362076223	0.0005758897750638425	0.0011377254268154502	0.0006382438587024808	0.0003428213531151414	0.0008524461882188916	0.00042567754280753434	0.0007356657879427075	0.0006529903621412814	0.0004939978243783116	0.0009383460856042802	0.0011291365372017026	0.0009954720735549927	0.0010732474038377404	0.0007809035014361143	0.0015684141544625163	0.20577886700630188	0.0004189056053292006	0.003440489526838064	0.0007358777220360935	0.004787781275808811	0.0009077718132175505	0.0008797133341431618	0.0010322806192561984	0.0004711676447186619	0.0005224829656071961	0.00035615803790278733	0.0015550461830571294
sample_1000_2_95	0.004077709745615721	0.044385623186826706	0.07086928188800812	0.0015020909486338496	0.06456231325864792	0.001244002371095121	0.0012922114692628384	0.0019175611669197679	0.0007526613189838827	0.0011407582787796855	0.0014482492115348577	0.029845738783478737	0.0007288430933840573	0.0009810012998059392	0.0006974931457079947	0.0010777217103168368	0.001055609667673707	0.18963845074176788	0.001191519433632493	0.0011909899767488241	0.0019027501111850142	0.0009898680727928877	0.00220457068644464	0.0009881859878078103	0.0022929473780095577	0.0017329355468973517	0.0006315830396488309	0.0004948250134475529	0.0011693022679537535	0.0006821975111961365	0.0016962415538728237	0.001313952263444662	0.0008907763985916972	0.0015952041139826179	0.001478285063058138	0.0009898549178615212	0.0008393965545110404	0.0016843201592564583	0.0005934939254075289	0.0006274646148085594	0.07324326038360596	0.0007879609474912286	0.16211363673210144	0.0007069975254125893	0.0008819090435281396	0.11178923398256302	0.0007469170377589762	0.14347687363624573	0.0010390164097771049	0.0014214265393093228	0.0011897275689989328	0.0006990687688812613	0.04955476149916649	0.001309189130552113	0.0006049502408131957	0.0006037692655809224	0.0015172637067735195	0.0012629203265532851	0.001081311609596014	0.0015718190697953105
sample_1000_2_96	0.0012879067799076438	0.0013007421512156725	0.0006491119274869561	0.15322944521903992	0.001535837072879076	0.0012341802939772606	0.0006328160525299609	0.02264934778213501	0.0012169539695605636	0.0011160315480083227	0.0014993504155427217	0.0007639382965862751	0.0011829450959339738	0.0008996428223326802	0.19410978257656097	0.0007975823245942593	0.0008886869763955474	0.3049394190311432	0.0009900584118440747	0.0017235411796718836	0.0008073880453594029	0.0009691711748018861	0.001661438844166696	0.0006393306539393961	0.0010505755199119449	0.0016941861249506474	0.0005925492150709033	0.0005308667896315455	0.0007758676074445248	0.09618491679430008	0.035138074308633804	0.1374145895242691	0.0015219381311908364	0.0006333213532343507	0.0012771342881023884	0.0013109020655974746	0.00039057779940776527	0.0008322399226017296	0.00048003377742134035	0.0007358930888585746	0.0005987806944176555	0.0005037079099565744	0.0007559545920230448	0.0006990660913288593	0.0006027182680554688	0.0006237994530238211	0.0010208259336650372	0.0014369096606969833	0.0034656566567718983	0.0010370672680437565	0.002765697194263339	0.0008346312097273767	0.0014049153542146087	0.0005016527138650417	0.0008756391471251845	0.00100697239395231	0.0007868342800065875	0.0005636485293507576	0.0005418749060481787	0.0026853405870497227
sample_1000_2_97	0.000441361014964059	0.7520341873168945	0.0004936272744089365	0.0005670504760928452	0.00018246711988467723	0.00025972630828619003	0.0007236932870000601	0.0003795528318732977	0.00028736566309817135	0.00030481733847409487	0.0009256102493964136	0.004722981248050928	0.0005417636130005121	0.0005917971138842404	0.058377403765916824	0.0003629403072409332	0.000178236368810758	0.00032400121563114226	0.00034649137523956597	0.00035884210956282914	0.0011514589423313737	0.0007417303859256208	0.0006257547647692263	0.00040956714656203985	0.00040391460061073303	0.0002570480282884091	0.0004807623045053333	0.0004677307733800262	0.0005071841296739876	0.0003003455058205873	0.0008799991919659078	0.0004675695672631264	0.0003698150103446096	0.0009724552510306239	0.0003156880266033113	0.14851991832256317	0.0004407051019370556	0.0007106518023647368	0.000509504578076303	0.0003074999840464443	0.00032530497992411256	0.0016201938269659877	0.005712050478905439	0.0002734439622145146	0.0005234129494056106	0.0006507400539703667	0.0005769833223894238	0.0018799006938934326	0.0004231170460116118	0.00034082698402926326	0.0005233145784586668	0.0005675084539689124	0.00031528514227829874	0.0003293366462457925	0.0005848659202456474	0.00023361640342045575	0.0003383795265108347	0.0010725246975198388	0.00143304537050426	0.0010329046053811908
sample_1000_2_98	0.0018831228371709585	0.0012026220792904496	0.0011208970099687576	0.0007681366987526417	0.05972202867269516	0.0004882532521151006	0.0016558101633563638	0.0012577963061630726	0.0005522120045498013	0.10050642490386963	0.0015690617728978395	0.0008292388520203531	0.002893742872402072	0.07577788084745407	0.0026268684305250645	0.0012551535619422793	0.0010648445459082723	0.002309761242941022	0.000900506682228297	0.001751969801262021	0.0016302339499816298	0.0029317615553736687	0.01162844430655241	0.001386553980410099	0.002608151640743017	0.0013767927885055542	0.0014537815004587173	0.0007762816385366023	0.001204292057082057	0.0009230040013790131	0.14942914247512817	0.017467861995100975	0.0011323854560032487	0.0024474808014929295	0.0025612483732402325	0.002509584417566657	0.0007454663282260299	0.001658986322581768	0.0374530591070652	0.0007569032022729516	0.14375580847263336	0.001593732857145369	0.0012754411436617374	0.0011984973680227995	0.06560356169939041	0.0012120399624109268	0.000836421677377075	0.14595475792884827	0.0012049583019688725	0.003849780885502696	0.0011358605697751045	0.11797173321247101	0.0011188139906153083	0.0016525831306353211	0.0007383510819636285	0.001089559169486165	0.0013399142771959305	0.00049722904805094	0.0007806860376149416	0.00497248861938715
sample_1000_2_99	0.001615322194993496	0.012319986708462238	0.013079752214252949	0.0022841044701635838	0.0023020091466605663	0.0014832186279818416	0.0005460224929265678	0.0015512846875935793	0.09607674181461334	0.0025506969541311264	0.0007863203645683825	0.0012932854006066918	0.017809687182307243	0.0805160403251648	0.0014970029005780816	0.0037359606940299273	0.0012480183504521847	0.09087847918272018	0.08553659915924072	0.0010942545486614108	0.0017219310393556952	0.002371594775468111	0.06947825849056244	0.08244979381561279	0.0011939958203583956	0.07117976248264313	0.002870105905458331	0.0010317116975784302	0.0012778019299730659	0.0701863244175911	0.0017375667812302709	0.012826426886022091	0.001336180022917688	0.00117718696128577	0.061118874698877335	0.0010302781593054533	0.0003171064308844507	0.0014623660827055573	0.000502101902384311	0.0011470451718196273	0.014574200846254826	0.0006860462017357349	0.002525212476029992	0.0013447141973301768	0.09639263153076172	0.0013501053908839822	0.0012440334539860487	0.0019552044104784727	0.004840480629354715	0.05559757724404335	0.0022062540519982576	0.0007621009135618806	0.0015486698830500245	0.0020199317950755358	0.0008680542232468724	0.0012170275440439582	0.002724087331444025	0.000673424918204546	0.0009009551722556353	0.0019480347400531173
sample_1000_3_0	0.0032401042990386486	0.07205172628164291	0.0008065136498771608	0.002885964699089527	0.0010788280051201582	0.05526813492178917	0.0013637032825499773	0.001038256916217506	0.002165942918509245	0.0011621640296652913	0.0028039312455803156	0.0019925266969949007	0.024540364742279053	0.001169014722108841	0.001237831194885075	0.08359421789646149	0.0009093145490624011	0.016347123309969902	0.0007112917955964804	0.0036539516877382994	0.06898622959852219	0.0014868294820189476	0.04169829189777374	0.026598317548632622	0.004211877938359976	0.0017041300889104605	0.056792695075273514	0.0014649172080680728	0.001350392121821642	0.0009918389841914177	0.07633500546216965	0.0009716505883261561	0.0018461063737049699	0.0019861909095197916	0.0789027214050293	0.0020462791435420513	0.000833498255815357	0.07741783559322357	0.0011104230070486665	0.0010036334861069918	0.0007598215597681701	0.0010077748447656631	0.06336749345064163	0.0008583720773458481	0.0011438849614933133	0.0007914944435469806	0.05357465147972107	0.0024761937092989683	0.0016054741572588682	0.0016594803892076015	0.001769006485119462	0.001373098697513342	0.08919259160757065	0.04554392397403717	0.0007318012067116797	0.0006934282719157636	0.0019144706893712282	0.001682097208686173	0.002157635521143675	0.001937548746354878
sample_1000_3_1	0.0015579639002680779	0.00021577290317509323	0.0003753905475605279	0.00041384759242646396	0.0006714200717397034	0.00043488090159371495	0.0005220823804847896	0.0006538672023452818	0.0004652955976780504	0.000786983291618526	0.00023853765742387623	0.00028891715919598937	0.0004925325629301369	0.0006782803684473038	0.0004854013095609844	0.0003108582168351859	0.0004245721793267876	0.002308282069861889	0.6611122488975525	0.0003226891567464918	0.0003838666598312557	0.00032298360019922256	0.0012766304425895214	0.0008395957993343472	0.00043489705421961844	0.0003994167782366276	0.000491523474920541	0.0002404171391390264	0.0005443242262117565	0.00026330299442633986	0.0005428519798442721	0.0005994231905788183	0.00046521754120476544	0.00036390870809555054	0.000586631940677762	0.00034471481922082603	0.0010572172468528152	0.00026692464598454535	0.0004522155795712024	0.00030639025499112904	0.0008834644104354084	0.0007276910473592579	0.00017907282744999975	0.0006177023169584572	0.00048245664220303297	0.0006536882137879729	0.0006819430273026228	0.0004416511219460517	0.0006509048398584127	0.0005751636927016079	0.000452188600320369	0.0005904168356209993	0.0003872646193485707	0.0002567374613136053	0.00031913656857796013	0.0005111766513437033	0.30739033222198486	0.00019645971769932657	0.000293987977784127	0.0007661396521143615
sample_1000_3_2	0.0017584222368896008	0.0010871023405343294	0.036927562206983566	0.0027792712207883596	0.0017253529513254762	0.0010617105290293694	0.0023262088652700186	0.0014357642503455281	0.0017996244132518768	0.001106533920392394	0.001371418358758092	0.0014420889783650637	0.06542785465717316	0.0017364616505801678	0.090488962829113	0.004993055947124958	0.09467823058366776	0.0029247866477817297	0.0012000520946457982	0.0034986697137355804	0.0017696416471153498	0.0010766296181827784	0.031028572469949722	0.0014807280385866761	0.0018996675498783588	0.004923945292830467	0.0017164931632578373	0.022065389901399612	0.001233177026733756	0.016382141038775444	0.003228839486837387	0.0012036804109811783	0.0027161785401403904	0.00137006351724267	0.001856103423051536	0.05477228760719299	0.010058277286589146	0.0037453460972756147	0.03386284038424492	0.0014507267624139786	0.00127619958948344	0.0007965043187141418	0.0008651201496832073	0.0014695769641548395	0.0008358409395441413	0.0014073611237108707	0.09320217370986938	0.0025439963210374117	0.0289418064057827	0.005405952222645283	0.06078191101551056	0.0017262023175135255	0.0014363648369908333	0.044532496482133865	0.04562230408191681	0.0027789094019681215	0.0010393938282504678	0.0007329603540711105	0.10889633744955063	0.07809868454933167
sample_1000_3_3	0.10320794582366943	0.0015808299649506807	0.0018137359293177724	0.0019362048478797078	0.0013118745991960168	0.0017020374070852995	0.001306178281083703	0.0019436541479080915	0.05134999752044678	0.0021727513521909714	0.06526687741279602	0.000865349022205919	0.0012906906194984913	0.001572384499013424	0.0013484603259712458	0.08692174404859543	0.05301552265882492	0.0031990339048206806	0.03146134689450264	0.0016730636125430465	0.08187855780124664	0.0099291717633605	0.07222524285316467	0.0031342688016593456	0.004905479960143566	0.001123318332247436	0.0012148302048444748	0.0008284311625175178	0.0015781390247866511	0.0013976023765280843	0.008523807860910892	0.06369083374738693	0.0021022330038249493	0.0014556916430592537	0.08977146446704865	0.002286296570673585	0.0012247249251231551	0.0027769298758357763	0.06231585517525673	0.0014471621252596378	0.003729679388925433	0.00121938600204885	0.0010322571033611894	0.0005739278276450932	0.06296399235725403	0.01187348086386919	0.0009877262637019157	0.00227538263425231	0.0013831646647304296	0.002610517432913184	0.0018031697254627943	0.025046078488230705	0.0017905192216858268	0.04528703913092613	0.0007392409606836736	0.0012028522323817015	0.0036649578250944614	0.001024321187287569	0.0008298683678731322	0.0012127269292250276
sample_1000_3_4	0.0025959175545722246	0.0010222992859780788	0.0034807673655450344	0.0015101358294487	0.0013960320502519608	0.0012655551545321941	0.0008887058356776834	0.02440585568547249	0.059377141296863556	0.0485079325735569	0.0018917991546913981	0.0012661418877542019	0.0017798818880692124	0.0020242624450474977	0.0012816098751500249	0.0030478262342512608	0.0017772599821910262	0.002199627459049225	0.0011978494003415108	0.001337601919658482	0.06043433025479317	0.002627050271257758	0.037016868591308594	0.06581206619739532	0.004243476781994104	0.0029158378019928932	0.0013341614976525307	0.0006664416869170964	0.001170616364106536	0.034899696707725525	0.03466833010315895	0.0015945368213579059	0.011737397871911526	0.08929545432329178	0.0651787593960762	0.001193895936012268	0.03677617385983467	0.0019320383435115218	0.047154802829027176	0.038572490215301514	0.06319467723369598	0.0017653071554377675	0.0010723602026700974	0.0005883377743884921	0.0024062395095825195	0.04779442027211189	0.05911385267972946	0.0017483672127127647	0.0031017453875392675	0.0710856094956398	0.0022416608408093452	0.0017210678197443485	0.0009994509164243937	0.002070334739983082	0.0004772546817548573	0.0012213712325319648	0.0029979192186146975	0.0007951423758640885	0.0009828463662415743	0.033143337815999985
sample_1000_3_5	0.0015611971030011773	0.0011021755635738373	0.0009836562676355243	0.0019946307875216007	0.0007398657617159188	0.0005172403180040419	0.0014708727831020951	0.0006479874718934298	0.000605944253038615	0.0007425072835758328	0.001461592735722661	0.0006960122846066952	0.0009272785391658545	0.0006862493464723229	0.0015989902894943953	0.0009529632516205311	0.0005595913389697671	0.0012709455331787467	0.0010870288824662566	0.0006379625992849469	0.0009222942171618342	0.0011832478921860456	0.002555325860157609	0.019253920763731003	0.001855730079114437	0.0008787031983956695	0.0008961439598351717	0.0005996972322463989	0.0007732927915640175	0.000747443875297904	0.0008834023028612137	0.00057104357983917	0.0010422661434859037	0.0008742475765757263	0.0010702443541958928	0.0009003641316667199	0.0011939536780118942	0.0013171106111258268	0.0010187553707510233	0.0006704505067318678	0.0009456247789785266	0.20147795975208282	0.0010184128768742085	0.0009433117229491472	0.11278637498617172	0.0007239119149744511	0.23135586082935333	0.0008741621859371662	0.0014079968677833676	0.00172198168002069	0.004474367946386337	0.0008760006166994572	0.072666697204113	0.0008911413024179637	0.0005362427909858525	0.13465769588947296	0.0009065859485417604	0.0006167085957713425	0.10654310882091522	0.0651235431432724
sample_1000_3_6	0.09019000083208084	0.007575022988021374	0.0006653060554526746	0.0017780120251700282	0.042558662593364716	0.03198900818824768	0.0012360038235783577	0.0018392406636849046	0.0029339459724724293	0.0013394735287874937	0.0013043333310633898	0.0015419306000694633	0.0569184347987175	0.001167183741927147	0.0022037546150386333	0.001251721172593534	0.0029712512623518705	0.004601169377565384	0.030445395037531853	0.0017349068075418472	0.0017690438544377685	0.0010367977665737271	0.0631272941827774	0.0015752834733575583	0.001829344080761075	0.0018693667370826006	0.0012898402055725455	0.0008199766161851585	0.0012419103877618909	0.07811929285526276	0.0016468337271362543	0.0009156193700619042	0.002212375169619918	0.0010430815163999796	0.1076643243432045	0.001120320986956358	0.0007198433158919215	0.0017129693878814578	0.0010520112700760365	0.0009297599317505956	0.0009455914841964841	0.0006819809204898775	0.001983668189495802	0.06775412708520889	0.0009196483879350126	0.0010902800131589174	0.06937829405069351	0.03704913705587387	0.003111155005171895	0.0020171538926661015	0.06088407337665558	0.0015072404639795423	0.0025688132736831903	0.0764765739440918	0.0006818374968133867	0.1099291518330574	0.002175578149035573	0.0005228797090239823	0.001085233991034329	0.0012975945137441158
sample_1000_3_7	0.0015925585757941008	0.05760812386870384	0.0006714155315421522	0.03213580325245857	0.0007919500349089503	0.0005753819714300334	0.0019658957608044147	0.0008621865417808294	0.000991538050584495	0.0006060384912416339	0.03886856883764267	0.0027719519566744566	0.0010619770037010312	0.001006764592602849	0.08610568940639496	0.001505248248577118	0.0009639937779866159	0.016299378126859665	0.0006863868329674006	0.13956604897975922	0.0010463405633345246	0.0036265049129724503	0.002625807421281934	0.0009645585087127984	0.0018233699956908822	0.05547050014138222	0.002311463700607419	0.06344887614250183	0.0008949663024395704	0.0013487940886989236	0.0010593798942863941	0.00590971764177084	0.0010275703389197588	0.0012839812552556396	0.12906403839588165	0.0008217553258873522	0.04101163521409035	0.06807489693164825	0.0016148424474522471	0.0008531524217687547	0.11027209460735321	0.0010767150670289993	0.003943277522921562	0.0010642983252182603	0.0012109396047890186	0.0010966276749968529	0.0007683408330194652	0.0018833538051694632	0.0011642754543572664	0.0010606925934553146	0.004494620021432638	0.008789163082838058	0.005681103095412254	0.0016429041279479861	0.05752354860305786	0.001743880333378911	0.0015820899279788136	0.0006621946231462061	0.020428791642189026	0.0029920008964836597
sample_1000_3_8	0.0026152506470680237	0.003686541225761175	0.001229210407473147	0.0021109157241880894	0.0011158548295497894	0.0012281294912099838	0.03561941161751747	0.0012967160437256098	0.03955833241343498	0.001498262514360249	0.00143165304325521	0.0009540957980789244	0.0016580128576606512	0.0014203892787918448	0.0012192114954814315	0.0673922672867775	0.07329684495925903	0.018911423161625862	0.0007550374139100313	0.001219153287820518	0.06033524498343468	0.08217116445302963	0.05071065202355385	0.0018263771198689938	0.0019383749458938837	0.03317410498857498	0.0014778623590245843	0.001669898396357894	0.04391368851065636	0.0019182342803105712	0.002354568336158991	0.000589450413826853	0.0021620544139295816	0.0012796737719327211	0.0021541700698435307	0.0064044250175356865	0.09412220865488052	0.002173982560634613	0.09039069712162018	0.0017021311214193702	0.0013408295344561338	0.0017539991531521082	0.0021777914371341467	0.0009546406217850745	0.056707628071308136	0.0007343171164393425	0.0010247498285025358	0.0011829562718048692	0.06662487238645554	0.0019752210937440395	0.001957662170752883	0.08108457922935486	0.0017675082199275494	0.005176530219614506	0.001331655541434884	0.001054637599736452	0.029720868915319443	0.0008130944333970547	0.0008434730698354542	0.001087312470190227
sample_1000_3_9	0.026274289935827255	0.0007968489662744105	0.0010061300126835704	0.0012803199933841825	0.00037785511813126504	0.0003669903671834618	0.0004791804531123489	0.0005912906490266323	0.0007210012408904731	0.0362774133682251	0.0008936433587223291	0.0007046053069643676	0.0008699091849848628	0.0006853821105323732	0.00028047116938978434	0.003306447993963957	0.0005218228325247765	0.0004203275893814862	0.0005024918355047703	0.00034623246756382287	0.0012085471535101533	0.0016111725708469748	0.0009803479770198464	0.3966454863548279	0.0013988623395562172	0.0015255636535584927	0.0006330821779556572	0.0004308098868932575	0.0004792291147168726	0.0005363765521906316	0.0005752304568886757	0.0010079755447804928	0.0009579685283824801	0.0006605350645259023	0.0009688920108601451	0.0006432041991502047	0.25235849618911743	0.0010131705785170197	0.0012977052247151732	0.0004349158552940935	0.0009636238100938499	0.0009504741174168885	0.0014073022175580263	0.0008329593110829592	0.0004051211872138083	0.0011149352649226785	0.0013728953199461102	0.0004646102024707943	0.00039012066554278135	0.0004227988829370588	0.0004906354006379843	0.0008077996899373829	0.000446804246166721	0.0004349840746726841	0.0002312927390448749	0.0005760168423876166	0.0007410207181237638	0.0007095517939887941	0.2447114735841751	0.00045532756485044956
sample_1000_3_10	0.0043215444311499596	0.001560632954351604	0.0014551064232364297	0.0037848835345357656	0.09570924192667007	0.0007396520231850445	0.0013892198912799358	0.0014810311840847135	0.0010756950359791517	0.0015075295232236385	0.05672102048993111	0.0010613736230880022	0.0016259826952591538	0.038224849849939346	0.002494111657142639	0.001681324909441173	0.0006531961844302714	0.08386041969060898	0.0011086250888183713	0.006895415484905243	0.002055829856544733	0.03730925917625427	0.0019074151059612632	0.0007541296654380858	0.002898957347497344	0.0022063886281102896	0.0008602022426202893	0.001358326873742044	0.0008505792357027531	0.0009170950506813824	0.08185888826847076	0.0010114965261891484	0.0023295136634260416	0.0021006318274885416	0.0024323409888893366	0.0025660893879830837	0.0012379756662994623	0.0022799342405050993	0.04689756780862808	0.09221377223730087	0.0007623768178746104	0.06771038472652435	0.0014953784411773086	0.07757719606161118	0.0010734363459050655	0.039418455213308334	0.001166052184998989	0.05289533734321594	0.0008907530573196709	0.001911414205096662	0.0833410918712616	0.001297518378123641	0.06822971254587173	0.0010207378072664142	0.0008567404001951218	0.0029282423201948404	0.0013376257847994566	0.0004201476403977722	0.0010562364477664232	0.0012138868914917111
