	variance
N4BP2L2	0.29666635
IVNS1ABP	0.29630598
HMOX1	0.29496974
NDUFB11	0.29496887
TNS1	0.29461583
WDR83OS	0.29452276
LAPTM4B	0.29422423
EIF3F	0.29411712
BBOX1	0.29352817
SSR3	0.29275233
MCEMP1	0.29128525
STC1	0.2908615
NEBL	0.29057556
CD46	0.2893635
FSTL3	0.2889282
MGLL	0.28814763
HES1	0.28755605
RND3	0.28627977
LILRB3	0.2861111
LIMD2	0.28583044
CCDC14	0.28564903
CANX	0.28538358
ACTN4	0.2853506
HIP1R	0.2852741
SNX3	0.28502512
ITGB3	0.28447375
SNRPB	0.28435722
SPON2	0.28410438
MMP25	0.2838603
NDUFA6	0.28380728
HSPG2	0.28314197
LGALSL	0.28231853
SAMHD1	0.28157973
ZMYND10	0.2814278
ABHD5	0.2809159
CCL4L2	0.28088197
ENG	0.28007138
EIF3H	0.27941346
EIF4A2	0.2793627
PLG	0.27928916
PTGR1	0.27885905
METRNL	0.277679
EFHC1	0.2773525
PCOLCE	0.27716652
SLC40A1	0.27714083
KLF9	0.2771199
GLS	0.27697977
NUDC	0.27669364
DAZAP2	0.27617356
SRSF2	0.2747735
IL17RA	0.27444917
NME1	0.27439675
FBLN5	0.27420312
BHLHE40	0.2741324
MACF1	0.2740688
CCDC88A	0.27381286
FYN	0.27359572
SRP9	0.2731315
MRPL41	0.2730331
SNTN	0.2721516
NDUFB10	0.27206
IL1RL1	0.27163404
PDLIM5	0.2714533
RRBP1	0.27135703
SFPQ	0.27135447
NKX2-5	0.27119184
TNFSF10	0.27071646
FGR	0.27067196
EIF4G2	0.27052903
ICAM3	0.26957458
CR1	0.2694087
BHMT	0.26937184
SH3BGRL	0.26932034
NOP10	0.26865724
SPOCK1	0.26854986
HNRNPD	0.26782757
PIP4K2A	0.26723433
FILIP1L	0.2668676
SOX2	0.266101
EIF5A	0.26590306
HNRNPAB	0.26510167
QPRT	0.26491675
METTL7A	0.2649079
GIMAP7	0.2646762
VEGFA	0.26466918
IER5	0.26452792
IQGAP2	0.26364326
CSTA	0.26355094
NME4	0.26282254
MYDGF	0.26267022
NR2F2	0.2623837
OSTC	0.2623215
GRHPR	0.2618671
PTTG1	0.26171374
LTBP2	0.26159373
GALNT15	0.26073337
CSRP2	0.26068938
RHOC	0.26048467
KRT14	0.26040256
CREM	0.2602858
BST2	0.260229
CLIC4	0.2599747
UGP2	0.25926644
GSTA2	0.25882423
MIDN	0.2584978
PSME2	0.25841847
SH3YL1	0.25755745
CPE	0.2572303
HPGD	0.25721437
ARG1	0.25705656
HNRNPH1	0.25653172
AGT	0.2560335
PYCARD	0.25443652
SH3GLB1	0.25432658
IFRD1	0.25385845
DYNLRB1	0.25333968
RAB11A	0.25319338
PRRX1	0.25286138
ADGRL4	0.25285184
CMTM6	0.25281262
ESAM	0.2527918
TMEM176B	0.25219554
CLTA	0.2515034
NABP1	0.25121394
FKBP11	0.25109813
FBN2	0.25106713
MRPS21	0.25073558
CCDC146	0.25014845
TMEM50A	0.24942975
PEPD	0.24940449
DDX24	0.24931441
KRT16	0.24925876
TRAPPC1	0.24906616
TPST2	0.24860159
C4orf48	0.24830101
UAP1	0.24814883
SLC44A4	0.24798428
MZT2B	0.24787268
DIAPH2	0.24785641
CNBP	0.24771172
GPR157	0.24706452
ALDH1A3	0.2468724
CD99	0.24679588
DUT	0.24667951
UQCRFS1	0.24666291
ADGRE5	0.24632482
SLC38A2	0.24595296
TDO2	0.24582933
YWHAQ	0.245731
EGFL7	0.24548692
PRELID1	0.24520254
SOX18	0.24479964
SOCS1	0.24390596
ABTB1	0.24378157
EPHX1	0.24366644
RBP7	0.24321486
NFIA	0.24291575
BANF1	0.24283649
CLEC2B	0.24272949
NDUFS8	0.2423624
PSME1	0.24224615
LRP10	0.24146926
ZNF331	0.2412085
NEDD8	0.24092305
GCC2	0.24016027
MYH10	0.23983993
CYP4F3	0.23971519
ISG15	0.23956928
VAPA	0.23839036
RNF130	0.2374364
LSM4	0.23713428
FAM92B	0.23700455
FLOT2	0.23633766
DKK1	0.2363026
PAH	0.23588967
CMC1	0.23561357
CYBRD1	0.2351355
PDGFRA	0.23450102
SSB	0.23440088
ZKSCAN1	0.23426726
ANXA3	0.23412777
STAT3	0.23403633
WSB1	0.2334813
NDUFA3	0.2332628
CUTA	0.23313382
LCN15	0.23301136
CCT2	0.23300281
SPAG9	0.23286358
SLA	0.23245166
TREM1	0.23236535
AKAP12	0.23224315
COL14A1	0.23164405
FMNL1	0.23162048
APEX1	0.23013954
CD164	0.2299686
ACAT1	0.22991566
PA2G4	0.22901332
RAB7A	0.22848067
LEPROT	0.22847416
PIM3	0.2282947
EIF1B	0.22786385
ROCK1	0.22780085
FAM49B	0.22770849
NINJ1	0.22713445
DNAH5	0.22691627
UBE2C	0.22690804
BTNL9	0.22647588
SRI	0.22608648
CAT	0.22573094
MMRN1	0.22540057
KDM6B	0.22525293
S100A2	0.22509564
TLR2	0.22500947
MXI1	0.22413826
OCIAD2	0.22410178
OSBPL8	0.22378834
CD248	0.22366382
NR4A3	0.2225739
VDAC2	0.22254677
HILPDA	0.22224537
SPTLC2	0.2222427
LRRK2	0.22194354
ITGA4	0.22155301
STK17A	0.22136569
TMEM14C	0.22103205
INSIG1	0.22037943
PLBD1	0.2200966
PRKCB	0.22001617
CD68	0.21996777
C5	0.21958996
BDH2	0.21954222
SPATS2L	0.21871543
AMD1	0.21850047
NFIL3	0.21834809
HEBP2	0.21792014
SF1	0.2176792
SORBS2	0.21741098
SPN	0.21719526
CYP2C9	0.21708016
TLK1	0.21677442
MGAM	0.21649404
LSM7	0.21637242
ERICH3	0.21625178
WTAP	0.21596904
GAS2L1	0.21517515
PRDX3	0.2149909
HLA-F	0.21479478
COL12A1	0.21478763
BANK1	0.21462367
GSPT1	0.21434537
DNAH12	0.21421692
PRB1	0.21399641
UBE2B	0.21392459
ID4	0.21376412
IL17RB	0.21341173
SPCS1	0.21318404
SLC8A1	0.21302962
DUSP5	0.21300438
AP2S1	0.21288027
HIST2H2AC	0.2126441
ASPH	0.2126351
WBP2	0.21186316
SRPX	0.21184286
NDUFC2	0.21181734
NDUFAB1	0.21171969
ADM	0.21119162
ARPC4	0.21089141
GNB2	0.2106882
PLD3	0.21055822
SLC39A14	0.21031255
CREBRF	0.2103116
VAT1	0.21008192
ANAPC16	0.2099175
MYO1B	0.20958066
PRR13	0.20956932
ARHGAP29	0.20883805
COPE	0.208582
SNRPB2	0.20747294
GCSH	0.20676261
TMEM243	0.20634693
PHC2	0.20604499
FNBP1	0.20585833
MUC1	0.20561193
PLXNC1	0.20546673
CREB5	0.20516385
PTTG1IP	0.20513494
PDIA3	0.20490338
COX17	0.20365673
SERPINC1	0.20329447
PSENEN	0.20300014
XRCC5	0.20294008
TAX1BP1	0.20290972
PSMB1	0.20234928
ZBTB20	0.20212017
MYADM	0.20147668
OGFRL1	0.20143034
TAF1D	0.201268
CES2	0.20115553
SP100	0.20106472
GLIPR1	0.20084113
PTGES3	0.2003221
CCDC170	0.19992603
ABCA8	0.19983989
PDIA4	0.19846131
NKTR	0.19812477
MBP	0.19776866
GRB2	0.19749045
LYVE1	0.19733626
CITED2	0.19695973
APBB1IP	0.19691814
IGF2R	0.19691443
GLYAT	0.19656563
GNAT3	0.19637668
RASD1	0.19631793
DAPP1	0.19620672
ODF2L	0.19579084
RPN2	0.19576657
RBBP6	0.19564244
HIF1A	0.1955713
YPEL5	0.19530107
CAMK4	0.19521049
C1QBP	0.19516188
MEF2C	0.1948494
RARRES2	0.19476676
ILF2	0.19445845
PREX1	0.19440652
NDUFB8	0.19436273
SNU13	0.19426183
RBM38	0.19423126
PSMB5	0.19419563
EIF4B	0.1941613
SDF2L1	0.19415121
B4GALNT4	0.19401504
RAB31	0.19385742
ATP6V1E1	0.19354576
HMGB3	0.19343862
SRSF11	0.19342425
XPO6	0.19334233
LRG1	0.19253173
ANAPC11	0.19250669
ADI1	0.19247743
PIP	0.19234441
GAS1	0.19217876
GPRC5A	0.19214858
ERO1A	0.19195351
MS4A8	0.19147433
SFN	0.19141418
AOC1	0.19124554
MEIS2	0.1909228
TNFRSF1B	0.19071686
FAM162A	0.19036864
TSPYL2	0.19029981
EHF	0.19029462
BOD1L1	0.19011873
CAPN1	0.18996355
ALCAM	0.18951122
BAAT	0.18937367
RRAD	0.18935798
POLR2I	0.1893127
UCP2	0.1892598
PSIP1	0.1891797
HIST1H2BJ	0.18894236
CARD19	0.18881777
DAD1	0.18816693
SERPINB6	0.18810785
EIF3M	0.18805373
IL1R1	0.18800499
ETFA	0.1877496
GAS6	0.18739994
APCS	0.1873247
CDHR3	0.1870475
PSMA2	0.18680914
LMAN1	0.18666272
NDUFA5	0.18645498
JAML	0.18636152
SLC9A3R1	0.18627432
SMIM14	0.18579747
TNFRSF17	0.18498102
NDUFA2	0.18464139
CALU	0.18428515
BRK1	0.18424906
MS4A4A	0.18419027
EMB	0.18359187
SYNGR2	0.18354869
UBE2D3	0.18313123
TNFSF8	0.18305568
TRMT112	0.18291977
TMEM123	0.18291226
DDAH2	0.18256521
METTL9	0.1820758
AOX1	0.18198867
KPNA2	0.18193425
ATM	0.18191136
FKBP3	0.18188742
SVIL	0.18133008
SNX10	0.18132383
LGMN	0.1813113
CHI3L1	0.1811582
OLFML3	0.18085742
MOB1A	0.18060829
CBX1	0.18033119
RCSD1	0.17937055
BAZ1A	0.17935437
EEF1A2	0.17916016
CDC42SE1	0.17907465
MAPK14	0.17893398
ANXA4	0.17879301
RUNX3	0.1785425
FILIP1	0.17837262
SBDS	0.17829455
NAT8	0.17815012
MKRN1	0.1780204
FRMD3	0.17786708
EMP2	0.17771414
RALGPS2	0.1776411
ACAP1	0.17749602
TECRL	0.17736635
TMED10	0.17717844
MRPL51	0.1767352
ZBTB16	0.17626709
SC5D	0.17621183
VIPR2	0.17614388
HDAC2	0.17602776
DYNLRB2	0.17579076
TOB1	0.17574736
KLRF1	0.17498155
RETN	0.17474835
KMT2E	0.17434205
NDUFAF3	0.1741566
HLA-DMA	0.17392987
CDK2AP1	0.17358378
PTPN6	0.17272109
EIF2S2	0.17261791
CD93	0.1725259
ODAM	0.1722463
CARHSP1	0.1721696
POU2F3	0.17169128
ZC3HAV1	0.17168604
TNFRSF11B	0.17168483
PHB2	0.17166476
S100A16	0.17165299
RABAC1	0.17153612
MLXIPL	0.17144054
PSMB9	0.17132694
HMGA2	0.17129166
ADH1C	0.17107747
RBM47	0.17091346
PRKAR1A	0.17076744
CENPV	0.17074952
AURKAIP1	0.17054635
MME	0.17050326
SMOX	0.17041223
SSBP1	0.17032795
COL18A1	0.16986409
SPCS3	0.16964988
CHD9	0.16956599
DPYSL2	0.1694873
CNOT6L	0.16939887
ATP1B3	0.16938978
FGF7	0.16935115
PLXDC2	0.16932729
LYST	0.16927709
KLK7	0.16926016
EPB41	0.16909492
TFRC	0.16905387
PLP2	0.16873191
ABLIM1	0.16872385
GRK5	0.16859137
PCM1	0.16854599
HLA-DRB5	0.16847168
NDUFB3	0.16821778
SEC62	0.1681141
EIF3G	0.16799715
BEST4	0.16798265
SFTPB	0.16786128
PPP1R12A	0.16784342
SRM	0.16753894
USP53	0.16741434
CKS2	0.16730082
PCBD1	0.16689098
ACTN2	0.16681899
ROPN1L	0.16661021
TOMM20	0.16651352
ISYNA1	0.1665012
RNF10	0.16647011
HTRA1	0.16639452
RBM8A	0.16639219
TCF25	0.16628478
FAXDC2	0.16612631
CXCL5	0.16604365
ANXA11	0.16602191
ENY2	0.16593726
IRF8	0.16577847
TMEM91	0.16562171
GRINA	0.16518182
H1F0	0.16505936
MFSD1	0.16478737
WDR54	0.1647361
COA3	0.16453908
MORF4L2	0.16445379
IDH2	0.16436914
ERP29	0.16403994
NDUFA4L2	0.16401081
NDRG2	0.16393924
CDV3	0.16386552
FCMR	0.16380766
RORA	0.16357738
NFE2	0.16356583
NAV1	0.1635577
CCDC78	0.16351688
NONO	0.16339487
DUSP23	0.16336262
LAMP2	0.16329539
CAMTA1	0.16314347
MORN5	0.16293745
IFI27L2	0.16276538
MSMO1	0.162622
BLOC1S1	0.16250207
CTTN	0.1623038
SELPLG	0.16195682
MYH7	0.16149041
SSX2IP	0.16134939
CCND1	0.16107659
C19orf33	0.16088217
UGT2B17	0.16084507
PSMB6	0.16062975
DNPH1	0.16056679
CLEC14A	0.1605299
MRFAP1	0.16052511
GDF15	0.16050859
PABPC4	0.1599621
SMIM24	0.15979306
HIGD2A	0.15945373
C9orf78	0.15930948
RBP5	0.15922076
RUNX1	0.15910557
DNAJB6	0.15874588
CKS1B	0.15866053
UTRN	0.15859276
THBD	0.15856339
ADAMTS9	0.15854761
FOSL2	0.15854736
SMIM3	0.15830277
IFNGR1	0.15823215
ELN	0.15817904
PHGDH	0.15770543
LAMTOR4	0.15737823
SULT2A1	0.15730044
HLA-DQB1	0.15703851
DMTN	0.15703815
DMBT1	0.1569471
MYCBP2	0.1569469
HDLBP	0.15685868
CNN2	0.15684812
PPP1R14B	0.15676297
ADH5	0.1564919
BCL11B	0.15617283
KDELR2	0.15614821
SF3B1	0.15597478
STEAP4	0.15593201
SCAF11	0.15580519
QKI	0.15569736
ALDH1L1	0.1556955
TAPBP	0.15564571
MED13L	0.15481733
NFE2L2	0.15477186
IL18R1	0.15474296
SAP18	0.15431678
TMEM154	0.15427747
HEMGN	0.15420316
SLC38A1	0.1540434
DIAPH1	0.15403374
ATRX	0.1533868
DYNC1H1	0.15332548
BACE2	0.1532315
HNRNPR	0.15255022
NQO1	0.15224476
SRSF10	0.15183805
TINAGL1	0.15172723
UBXN1	0.15167862
ANKRD11	0.15135749
PRSS23	0.15127659
ANGPTL4	0.15116024
CNDP2	0.15085971
UBE2J1	0.15072227
TGOLN2	0.15071848
AP2M1	0.15049152
ZRANB2	0.15022409
RBM25	0.15012513
FAM229B	0.14984928
FAM126B	0.14982797
GHITM	0.14982268
CAPNS1	0.14961453
APOLD1	0.14920276
RBMS1	0.14917183
CISD1	0.14890765
MAT2A	0.14876054
AKR1A1	0.14849104
CLCN3	0.14820868
TMEM14B	0.14818436
LILRA5	0.14809394
MSRB1	0.14787859
CFDP1	0.14770785
COL8A1	0.14759164
APRT	0.14733516
SCML4	0.14731415
SDS	0.14716144
PLS3	0.14676264
ARHGAP9	0.14675577
TWIST1	0.14663213
HRH2	0.14650187
WAS	0.1464207
CBX3	0.1463845
NFKB1	0.14632551
PDCD4	0.14626905
CDKN1C	0.14624268
SLC20A1	0.14622179
EBP	0.14616874
ITGA1	0.14616463
PHLDA1	0.14613925
HACD1	0.14583927
CXCL16	0.14563073
CLEC7A	0.14562675
NDUFB9	0.14561126
CKLF	0.14558807
LGALS2	0.14548619
MLEC	0.14517215
UPP1	0.1450886
NEDD9	0.14505184
TMEM141	0.14501318
SDC4	0.14498323
PARP1	0.14450379
ZNF428	0.14430934
CBX5	0.14423001
NPTX2	0.14419174
SNRPN	0.14408712
IRF4	0.14404248
MBOAT7	0.14375646
HLA-G	0.14372237
EPS8	0.14361642
PLIN5	0.14357218
PRH1	0.14354365
SMS	0.14342916
CD34	0.14337845
UGT2B7	0.14330775
RAP2B	0.14283332
ZC3H13	0.14283316
NOVA1	0.14275445
RAD21	0.14267586
ADGRE2	0.14265184
SNX9	0.14262812
LBH	0.14261991
CYP2C8	0.14246939
H2AFV	0.142117
ARHGAP6	0.14211123
PRKDC	0.14201298
PSCA	0.1419934
SRRM1	0.14182729
PCP4	0.14174153
ACAA2	0.14166857
CCNG1	0.14160576
PRPF4B	0.14159183
CD27	0.1413906
PLPP1	0.14121553
WASF2	0.14111309
HP1BP3	0.1410999
ADD3	0.14099286
KIT	0.14089751
LBR	0.14068277
LRRC23	0.14062844
MAFF	0.14032823
PFN2	0.14014731
MGAT4B	0.1399882
ICAM2	0.13992707
CSDE1	0.13982055
SLC26A3	0.13972838
SPTSSA	0.13952884
GRASP	0.13952863
ADIPOR1	0.13946651
MITF	0.13939415
ABCC3	0.13909885
SRSF9	0.13905239
EIF5B	0.13885857
IDI1	0.1388503
SNRNP70	0.13858464
SEC11A	0.13847499
HMGCS1	0.13843492
NPPA	0.13840878
SEMA3C	0.13835433
PELI1	0.13834101
GCHFR	0.13826105
OSTF1	0.13802387
ATP2A2	0.1377633
PTEN	0.13764954
LIPA	0.13762535
CMPK1	0.13760595
MAN1A1	0.13670047
UBE2R2	0.13636176
PDE5A	0.13630585
RCN2	0.13626981
CYP1B1	0.13618588
PSMB7	0.13599594
KIF5B	0.13572952
GBP2	0.13564731
CES1	0.13555697
MRPL52	0.1353593
FRMD4B	0.13535726
DMKN	0.13505977
MAOA	0.13455443
CSGALNACT2	0.13436739
ILF3	0.13422975
C19orf53	0.13405493
C2CD4B	0.13403557
AAK1	0.13403101
SORBS1	0.13396552
ITIH3	0.13389413
PAFAH1B3	0.1338422
SLC16A3	0.13376737
BRD2	0.13365966
GNAQ	0.13365191
PAWR	0.133186
PDLIM4	0.1330772
SH3BGRL2	0.1330397
AGFG1	0.13301568
CCK	0.13291141
TRA2B	0.13274814
KDELR1	0.13251889
NPDC1	0.13234955
DYSF	0.13225625
PFDN2	0.13215677
MDH2	0.13214688
RRAS	0.13210976
LSM5	0.13206457
ABHD17A	0.13195801
CHIT1	0.13194533
PTBP3	0.13184644
CLMP	0.13173996
NDUFA12	0.1315187
PTGER4	0.13150795
EBF1	0.13108902
RILPL2	0.13054541
PAK2	0.13053839
CFHR3	0.13036454
ARHGAP21	0.1298305
FLOT1	0.12966855
FOXP1	0.12957755
BPTF	0.1295048
OMG	0.12941143
LAMB1	0.12931603
PDE4D	0.12927574
PDLIM7	0.1290774
RHOH	0.12891845
PAG1	0.12890868
DRC3	0.12882932
IFNGR2	0.1288033
CFAP53	0.12876397
ADGRF5	0.12856919
CCDC85B	0.12855574
LCK	0.12853724
RBPMS	0.12852462
MANF	0.12819768
MCTP2	0.12817568
CAMK2N1	0.12806572
CPM	0.12794688
CEP126	0.12787278
VIT	0.12773512
GYG1	0.12762493
MRPL57	0.12754962
HSPB6	0.1275342
ACAP2	0.12740192
DOCK8	0.12739234
SPA17	0.12731235
CLTC	0.1270073
GIMAP4	0.12694152
UBE2D2	0.12687698
PRG4	0.12681477
ANXA13	0.12661076
EIF4EBP1	0.12635225
SLC13A5	0.12632881
PRMT2	0.12624906
LMO2	0.12612106
NHP2	0.12608899
PDGFRB	0.12605575
TNXB	0.12601571
TNRC6B	0.1260054
GADD45GIP1	0.1259583
MRPL20	0.12576264
SAT2	0.12552026
TMBIM1	0.12527247
CCT3	0.12526879
TBC1D10C	0.1251566
MXRA7	0.12506838
PHB	0.124979235
CPPED1	0.12468399
HIST1H3H	0.12463205
TYMS	0.12462718
SUMO1	0.12457663
SERPINH1	0.12448526
LY9	0.12409265
RNH1	0.1238165
CD79B	0.12362884
BZW1	0.12353889
PTX3	0.12351595
CCT8	0.123398274
TFDP2	0.12336936
TCTEX1D2	0.12333793
CTNNA1	0.12321075
FBL	0.12317504
CDHR5	0.123169504
LSM3	0.123150244
PDCD5	0.123137586
NES	0.12303308
PFKP	0.12271969
PRSS57	0.12268083
NUB1	0.122675695
PTPRJ	0.12267388
SPIB	0.12256071
RNF11	0.122133695
PSMB8	0.122107215
POU2F2	0.121725135
NUMB	0.12164916
GABRP	0.12152436
AKNA	0.121502526
RASSF2	0.12150067
ZMYND8	0.12146578
ESD	0.121206984
AP1S2	0.12117515
NSA2	0.12088145
FAM210B	0.120820716
ECH1	0.12078521
FIS1	0.12074673
PDZK1	0.1207452
ITGAM	0.12070554
BCAM	0.1206922
VDAC3	0.12065899
EIF1AX	0.12063796
CD320	0.12059525
MPEG1	0.1203689
ARL6IP4	0.12034452
EIF5	0.120341465
CLPTM1L	0.12011941
COX7A1	0.12009434
TRAF3IP3	0.12005864
CMYA5	0.12004823
CEP350	0.12001856
SST	0.11993332
COX7A2L	0.11983677
MAP2K3	0.11980218
CREG1	0.11980162
UQCC2	0.11965001
VPS13C	0.11954924
FABP3	0.11940918
PARP8	0.11905513
PTPN1	0.11885462
MTUS1	0.11874767
SMDT1	0.11855706
RB1	0.11853898
ENDOD1	0.118534856
HIGD1A	0.11819028
EMC3	0.11806446
DNALI1	0.117856376
REEP5	0.11776013
ARID1B	0.117740706
FDFT1	0.11764793
LGALS3BP	0.117460616
UBE2H	0.117414355
ABRACL	0.117318586
RNF19A	0.117078416
HLA-DQA1	0.11701793
SERINC1	0.116928995
TFCP2L1	0.11685269
MRPS36	0.11684414
CMIP	0.116801165
NME2	0.116700456
TMEM256	0.11667952
AVP	0.11659616
PPP1R18	0.11638443
HBEGF	0.11611325
TRIB1	0.11605286
TAOK3	0.116052605
TPR	0.11594691
TNFRSF12A	0.115780935
UBALD2	0.115752764
VAMP5	0.1157048
MGAT1	0.11569694
MSI2	0.1156018
ARHGEF1	0.11549382
UBE2D1	0.11543071
TMEM140	0.11542019
MSR1	0.11537033
CPD	0.115221396
VASN	0.11496402
IL2RG	0.11495479
CAV2	0.11494507
RIPK2	0.11488
FBXO7	0.11447068
GNB1	0.11435437
CDK4	0.11434612
SH3BP5	0.11411966
C15orf48	0.11388396
ACAA1	0.11377299
GZMM	0.11362364
UXT	0.11343827
SOX9	0.1130532
CAPN2	0.11278769
ANKRD44	0.11276488
NARS	0.11269984
MCM7	0.11251497
SNRPD3	0.11222056
SSH2	0.11209553
NUTF2	0.11209078
LDLR	0.11197955
PBLD	0.11168851
NET1	0.11163292
AKIRIN2	0.11161833
ATF4	0.11157002
SNRPC	0.111393265
OPTN	0.11133379
CALCRL	0.11129753
CD47	0.11128872
XRCC6	0.1112615
GTF3C6	0.11122476
CLEC12A	0.11115761
PPP1R12B	0.1110496
SCPEP1	0.11086512
SLFN5	0.110307164
NDUFB5	0.11018577
DOK2	0.11002231
TMEM165	0.109948196
MRPL33	0.10986143
TMED9	0.10985331
RSRC2	0.10982585
BAG3	0.109776855
RNF152	0.10974454
CDC42SE2	0.10967351
AKR1B1	0.10952787
HDGF	0.109383106
RAB34	0.10933272
PSAT1	0.10930546
PPIC	0.10911407
ADAMTS4	0.109047234
CHPT1	0.109020695
PAIP2	0.10900534
HNRNPH3	0.109000154
CTDSPL	0.10898279
PLPP2	0.10884162
SPINK2	0.10876585
MSL1	0.10866628
TMEM238	0.10852977
LCP2	0.108397365
TNFRSF13C	0.108357735
NLRP3	0.10827419
PPP1CA	0.108273946
SF3B5	0.10811432
PIK3CG	0.10800032
POSTN	0.107948
RSL24D1	0.10792883
SF3B6	0.10781393
HYAL2	0.10779531
ABCA6	0.10769671
LAMP1	0.10740669
SLC44A1	0.10736562
IKZF3	0.10698501
PDZD8	0.10683624
TOP1	0.10664136
LTA4H	0.106521614
TST	0.10635838
SPAG17	0.10633379
ITIH1	0.10626152
RPA3	0.10610566
CPVL	0.10600434
MYO6	0.10580274
CCT4	0.10578703
TGFB1I1	0.10575906
MAP3K2	0.10570745
ALDH6A1	0.105452724
CRIM1	0.10542962
CRHBP	0.10536743
SPOCK2	0.105350554
TRAT1	0.10499511
TUFM	0.10498031
ARF6	0.10497958
PFKFB3	0.104885675
ATF5	0.10487971
RAB27A	0.10477963
WWTR1	0.10476615
TMPO	0.10474905
UBE2I	0.10463251
IMPDH2	0.10461636
ACAT2	0.10451503
EGFR	0.104313456
TMEM97	0.10430088
CERS6	0.10405385
ERGIC3	0.10397228
H2AFY2	0.10382439
FBXL5	0.10373826
RAP1A	0.103433855
COL27A1	0.10343347
WNK1	0.1032196
TMOD3	0.103160456
TXK	0.103137255
PCOLCE2	0.10296804
CD38	0.10290388
PET100	0.102813825
CHST9	0.102717295
CARD16	0.10265256
GNG2	0.102540284
GOLM1	0.1025254
PSMB3	0.10250684
DSC2	0.102466956
SYPL1	0.102466434
ITGA6	0.10230362
TET2	0.102124475
PLAT	0.101984724
ANPEP	0.1018564
FKBP2	0.10183878
RAB8A	0.10183876
TERF2IP	0.101798944
FOXO3	0.10155729
XAGE3	0.10149135
JMJD1C	0.10133493
RBPJ	0.10124294
ZNF292	0.1011708
AKR7A2	0.10103084
MFAP2	0.10071876
BPGM	0.10067873
KHDRBS1	0.10055699
NDUFS7	0.10054792
KLF5	0.10049551
SCML1	0.10047346
ANKRD28	0.10046331
CRYZ	0.1004573
GLIPR2	0.100237936
PRNP	0.10020366
TAGAP	0.10020039
MARCH1	0.09995655
SHMT1	0.0998378
ECI1	0.09980376
PDPN	0.09979212
MAP4K4	0.099464014
SNRNP27	0.099412605
CPEB4	0.09940273
CCND2	0.09925673
ARHGAP30	0.09904309
ITGAX	0.09902329
ATP6AP2	0.098962575
ADGRG1	0.09894862
CFAP70	0.098948196
CKAP4	0.09891885
RNASE2	0.09882213
ATP6V0D1	0.09842327
BAMBI	0.09833383
PHF20L1	0.098257184
DAAM1	0.098223284
RAB10	0.09816654
MRPS31	0.09813005
PGLYRP1	0.0981284
MSRB3	0.09812713
IRF2BP2	0.09802319
PCNA	0.09781323
CD302	0.09751184
PRDX4	0.097469196
MTCH1	0.09742393
GUCA2B	0.097293906
SFRP4	0.09718726
LIMCH1	0.097177275
USP10	0.0969038
A1CF	0.09647311
DPY30	0.09637882
ENAH	0.09634733
MYO15B	0.096181385
TSPAN19	0.09588646
SMOC2	0.09588251
KIF21A	0.09578823
PDGFRL	0.09570425
IL2RB	0.09553533
CCL21	0.09518886
XCL2	0.09517517
VCP	0.095167994
METRN	0.095100254
ARID4B	0.09507969
CAPZA1	0.09501921
EGLN3	0.094974674
CRLF1	0.09495156
SNN	0.09486598
GPR65	0.09483252
CTNND1	0.094770804
PPP1R2	0.09464033
NNAT	0.094604366
RSL1D1	0.094524525
KPNB1	0.09451785
EFCAB1	0.094121106
DSG2	0.09407124
CYC1	0.094066136
FERMT2	0.093980305
GCG	0.09393477
DUSP6	0.09390044
POLR2G	0.0936461
SASH1	0.093518205
ASAP1	0.09351627
SWAP70	0.09344909
C11orf58	0.09342785
PICALM	0.0933442
ITGBL1	0.09318879
ARL3	0.09303999
LIMA1	0.093030125
ANGPTL1	0.0929717
HMG20B	0.09291419
OLR1	0.0928667
ABHD2	0.09283207
MAP7	0.09275429
FXYD3	0.0925782
ARHGAP26	0.09249961
NUP214	0.09236945
HSPA6	0.09225116
PDHA1	0.092245616
ACP1	0.092233144
RAB2A	0.09213439
PTPRB	0.09213035
TCN1	0.091913894
AGTRAP	0.09189288
PMEPA1	0.09186431
DSE	0.09166741
POLR2A	0.09163737
UACA	0.091359675
DDR2	0.09134515
RAB1B	0.0912144
UBXN4	0.091202155
TJP1	0.09118666
PBX1	0.09117446
GABARAPL1	0.090950646
PSMA1	0.09068596
ANXA6	0.0904045
ZNHIT1	0.09033719
CFAP43	0.09032457
PDCD10	0.09027923
MAP4	0.090176895
S1PR4	0.09004599
XAGE2	0.08974689
LDLRAD1	0.08973092
TRAM1	0.089707255
SMARCA2	0.08970168
BNIP2	0.08968026
CCT7	0.08964182
CLK1	0.08962718
TSPAN3	0.08954867
VEGFB	0.089529775
FAM177A1	0.08950835
NENF	0.08950808
KCNJ15	0.08949096
CHMP2A	0.08945244
SVIP	0.08937335
MAPK1	0.089357264
ANG	0.089338616
ABCA13	0.08901321
TCEAL3	0.088834584
STAB1	0.08880832
CXCL12	0.08872559
RNF24	0.088719636
NDUFB6	0.08867838
BTG3	0.0886738
CCT6A	0.08866404
TXNDC11	0.08860982
PSMD8	0.08854558
GDI2	0.08848082
DYNC1I2	0.088473104
COL2A1	0.08828993
SELENBP1	0.088206194
GPR137B	0.08812816
TNIK	0.0880026
MPST	0.08798406
HES4	0.087975085
FPR2	0.08791677
SUN2	0.08787991
PLEKHA5	0.08782121
TMEM219	0.08779976
ARHGEF38	0.08773754
BCL2L1	0.08767579
HTRA3	0.087468065
