	variance
KDM5B	0.087405294
CCNH	0.08720557
NME5	0.08718422
SEPHS2	0.086963065
LY96	0.086936735
EIF3I	0.08689702
RNF145	0.08686925
PID1	0.086829856
GPI	0.086792774
PPP1R10	0.08678727
CFAP126	0.086655036
TMBIM4	0.0865984
LDB3	0.08649015
RDH11	0.08646896
MCUR1	0.086450316
MLF2	0.08641247
MYL6B	0.08619294
NCKAP1L	0.08604643
ATP6V1B2	0.08601635
KLF13	0.0859453
DYNC2H1	0.08591499
ADH4	0.08590647
TRHDE	0.08589935
C9orf135	0.085819855
GTF3A	0.08580442
ZBTB7A	0.08576306
COX14	0.08570677
MAP3K8	0.08568149
ACADVL	0.085620455
INHBA	0.08559798
MYB	0.08553625
TCF7	0.08551543
STOML2	0.08551022
TFPI2	0.0854583
UQCRC1	0.08523516
TP53INP1	0.08520537
TM9SF3	0.085130066
IL4R	0.08501627
UCHL1	0.0849373
KHK	0.08485039
KCTD20	0.08470843
RNF13	0.08470576
GP1BA	0.084693074
UBE2E3	0.084627345
HSPA9	0.08458206
MUCL1	0.08438086
CSNK2B	0.084352575
NIN	0.08433794
DKK3	0.08428549
SDHC	0.08421053
RHOQ	0.084165305
CCT5	0.08407586
PPP1R16A	0.0840468
MOB1B	0.08402571
SYNM	0.08399009
DRAP1	0.08387598
F2	0.08387597
TPD52	0.08386532
NR2F1	0.08381644
AHCYL1	0.08376895
IFT27	0.083718166
C11orf97	0.08367493
ACSM2A	0.0836513
HNRNPF	0.08363595
GPAM	0.08358771
PHACTR1	0.08346506
CRISP3	0.0833886
ARHGAP10	0.08338138
NBL1	0.083372176
ARF4	0.08328337
HACD4	0.083246306
CDKN1B	0.08302896
PCGF5	0.08295699
CDC37	0.08281317
IGDCC3	0.08280639
NFIX	0.08280601
DTHD1	0.08271585
SELP	0.08251819
REG4	0.08250418
GTF2I	0.08225481
RNF181	0.0822445
PJA2	0.08223715
HEXB	0.08202081
QSOX1	0.08191797
ADAMTS5	0.08185147
GNG12	0.08180756
PSMA3	0.08173212
PADI4	0.08173106
CFAP157	0.08153547
UVRAG	0.08122132
HEXIM1	0.08116991
FNBP1L	0.08113681
TEKT1	0.08108986
HSD17B11	0.080977306
NRIP1	0.08095191
NUDT4	0.08092868
HIST1H2BG	0.08073082
SMTN	0.080698766
BAG1	0.08061951
CD96	0.08052333
PSMB2	0.08041654
ANK2	0.080413215
FAM216B	0.08036767
VAMP2	0.08033717
CD84	0.08029845
RBBP4	0.08023526
NDUFS4	0.080214426
CPEB2	0.08018095
INTS6	0.08011732
MRPL12	0.08009774
IL6R	0.08009583
EFNA1	0.07999225
BEX4	0.079953276
PKN2	0.07992965
HSPB11	0.07991654
ATP2B1	0.07989041
COBLL1	0.07984161
EHHADH	0.07983066
PNP	0.07981883
SAXO2	0.079734266
SAP30	0.07972749
UGCG	0.07957648
SRPK1	0.079568006
NDUFV2	0.079366505
NRBF2	0.07931678
OGT	0.07928211
PALMD	0.079230614
HSH2D	0.079178065
ZBTB38	0.07909445
SERPINA3	0.07906356
CTNNB1	0.07902031
CDH1	0.07891054
ROCK2	0.078898795
MLF1	0.078855015
FTCD	0.07883969
MMP14	0.078766756
P2RX1	0.07876243
MXRA8	0.07868282
CRTAP	0.07848493
KIF9	0.07837515
TTYH1	0.07837467
ZDHHC19	0.07835127
MTCH2	0.0782793
CYTL1	0.07827618
LRPAP1	0.07818036
RHEB	0.07816574
STRAP	0.078160554
SPEF2	0.07810747
LTBP4	0.07809604
CAMK2D	0.078059174
PBXIP1	0.078006804
ZNF706	0.07778922
P2RY13	0.07773886
ARHGAP5	0.07767059
HIPK3	0.07761318
RAB13	0.07751939
FARP1	0.07751771
BCAN	0.077428
TNFAIP8	0.07739898
CLMN	0.077211216
GSTK1	0.07720139
RYBP	0.077043064
GTF2H5	0.07703734
DDX46	0.07702847
MEF2A	0.07698519
F2R	0.07687037
TGFBI	0.07685346
DNAH11	0.07683995
MTSS1	0.0768217
NOTUM	0.076778986
PHIP	0.07674972
METAP2	0.07666494
SHKBP1	0.076600984
CPQ	0.07654493
NDUFA8	0.076488554
CHGB	0.07647024
RNF144B	0.07640102
NAP1L4	0.07627637
ATP13A3	0.07627012
RSPH9	0.07626829
PI16	0.07607878
ITPR1	0.07607026
MIS18BP1	0.07605115
LMAN2	0.075945646
FBLIM1	0.07594418
TMED2	0.07583572
RWDD1	0.0758131
NUFIP2	0.07579918
ALDH3B1	0.0757211
THEMIS2	0.07569207
MUC4	0.07555811
HIPK2	0.0755515
ACSL4	0.07545836
ELK3	0.075444035
STK24	0.0754344
LRRC46	0.075265266
RAB5C	0.07521413
NCOR1	0.075142615
VPS13A	0.07512441
EWSR1	0.07510589
CHD2	0.075031705
SULT1A1	0.07498523
ZNF106	0.07489095
LAMA3	0.07478416
RSPH4A	0.07473275
DDX18	0.07465226
MRPS34	0.074649744
CYTH1	0.07457941
ARHGEF12	0.074569814
AFF4	0.07452227
SLC4A7	0.07446691
OSBPL1A	0.074386165
FXR1	0.07424927
G3BP2	0.07420682
PLP1	0.07416802
ELL2	0.07406184
DDOST	0.07404568
MRPS6	0.0740436
ATP6V0C	0.07402371
PPP2R1A	0.07395591
RPS6KA3	0.07389645
PRPF38B	0.07379994
SERPINF2	0.07377311
STARD10	0.07353356
ARL2	0.07344509
MPZL1	0.07335375
PDGFA	0.07333265
SMC3	0.07321636
DHRS7	0.07320365
CASP4	0.073004775
HLA-DMB	0.07300104
ACO1	0.07284458
SPAG16	0.07272361
REXO2	0.07271382
SDC2	0.072666384
TCEAL8	0.0726401
NUSAP1	0.07258935
MSL3	0.07256568
ENTPD1	0.07255263
TPP1	0.072363965
POLR2J	0.07228314
PDE4B	0.07212826
AXL	0.07194502
RTF1	0.071918406
PSMC3	0.07188812
PKP2	0.071860716
GPBP1	0.07185794
DNAJC8	0.07176328
DNAJC15	0.071742915
PPT1	0.071690604
SH2D7	0.0716302
NIPBL	0.07156506
SVEP1	0.07147722
PROX1	0.07131996
PAPPA	0.07117615
F3	0.070822805
ITGA5	0.0707783
RBP2	0.07073514
SCARB2	0.070636556
ALKBH7	0.070556626
MMP8	0.07048536
RALGAPA2	0.070257746
CSF2RB	0.07025289
P4HA1	0.07022333
RAMP3	0.070208915
MBD2	0.07020158
SSR1	0.07002051
NSG1	0.06997038
SIVA1	0.06993326
SUPT16H	0.06991317
ITK	0.06982684
RALB	0.06975328
SLC38A4	0.069721766
SERINC3	0.06969682
SSBP4	0.06968619
U2SURP	0.06964777
AQP10	0.0695387
COL15A1	0.069532745
KAT6A	0.06952072
LMCD1	0.06950056
RNASE6	0.06948345
SERINC2	0.06946749
BIRC5	0.069445714
NIPSNAP1	0.069388755
MNS1	0.06935439
FLT3	0.06932423
DPYSL3	0.06926059
SPECC1	0.06919826
COMT	0.06916799
TBX3	0.069162115
PKIG	0.069159485
ZNF638	0.0691299
CTSF	0.06874359
DERL3	0.068724476
MYL2	0.0687225
ADGRG6	0.06866929
LMO7	0.06855289
CLTB	0.06854381
IMPA2	0.0685184
ANGPTL3	0.06850545
PCDH7	0.06845117
EIF3J	0.06836814
MPHOSPH8	0.06827559
SCAND1	0.06820719
MUC13	0.068179406
AK2	0.068179116
BAZ2B	0.06808202
IQCG	0.067849286
SEC31A	0.06783642
SUGP2	0.06783504
ENKUR	0.06773608
ST14	0.06771928
EFNB2	0.0676887
NQO2	0.06768484
SLC6A6	0.06762866
ZNF608	0.067621924
PIN4	0.06745682
BOLA3	0.06742473
MZT2A	0.06740638
GATA2	0.06735879
TXNRD1	0.067289576
SMIM1	0.06700369
QDPR	0.06699456
CHMP4B	0.06698164
SQLE	0.06692012
WEE1	0.06686061
APMAP	0.06680973
MAP3K7CL	0.06679205
ITPKC	0.06679019
LILRB2	0.066776745
SIRPA	0.066775076
SOX11	0.066760905
DNM3	0.066739105
MPC1	0.066623874
SP110	0.06656565
POLR2F	0.066493005
OLAH	0.06639325
CCDC17	0.06634052
RAB1A	0.066131875
VPS28	0.06612993
NRDC	0.06601085
HPSE	0.065921895
VPS29	0.065891124
SMARCE1	0.06588366
XCL1	0.0658222
LRRC32	0.06578184
BCL2	0.06575051
KIAA1191	0.06575017
UBE2M	0.06566612
CLIC2	0.06565215
ASH1L	0.06556623
VNN1	0.065561086
CPB2	0.06555484
NCKAP1	0.06555168
ECE1	0.06532862
KANK2	0.06532169
EIF2S3	0.06531559
KLF10	0.065299936
GLG1	0.06528164
GAS7	0.06524752
HSD17B6	0.06520305
CORO1C	0.065199964
WDR60	0.065182306
RNF7	0.06516483
SDHD	0.06512018
CNPY2	0.0650986
EPS8L2	0.06502819
UQCRC2	0.06496764
EIF6	0.0649584
CENPW	0.06494484
RCN1	0.064944215
ARHGAP24	0.06491363
IRX3	0.06484071
RABGAP1L	0.06472997
SRSF4	0.064685486
RAB37	0.06464458
STK33	0.064608894
IDH1	0.06450294
HIST1H4E	0.06440297
PRKACB	0.06438465
FOXJ1	0.06436722
SLC2A1	0.06436658
ATP6V0E2	0.06434687
CCNG2	0.06433623
JUP	0.06429987
FNDC3B	0.06429827
CSRNP1	0.06419655
FRZB	0.06418281
GNPTAB	0.06407644
TSPAN6	0.06404197
MX2	0.06402854
ABCD3	0.06398421
CLIP1	0.06398021
GNL3	0.06392684
PCMTD1	0.06381017
SLC39A3	0.06380801
SEMG2	0.06379961
ITIH2	0.06378686
RUVBL1	0.06371779
PHF3	0.06365926
CLNS1A	0.063633524
LMNB1	0.06357619
SERTAD1	0.06349843
KRT10	0.063490406
FMO5	0.063333884
HADHA	0.063314356
SYAP1	0.06330936
IFT22	0.06325958
XRN2	0.06325368
HIST1H1B	0.063214935
DCAF12	0.063211046
TMX4	0.063153744
WASL	0.06304878
TES	0.062967524
LAP3	0.06295505
TLE1	0.06291833
GLUD1	0.06288969
EGLN1	0.06281748
FAM81B	0.06275795
STX7	0.06268545
STX3	0.062676445
ECI2	0.06262781
PTK2B	0.06259002
CDS1	0.06251827
TSHZ2	0.06244788
INPP5D	0.06235752
SLIT3	0.06230979
AP1M2	0.06229882
ASGR2	0.062297765
BCLAF1	0.06214595
MRPL23	0.062145043
PPM1G	0.062109098
PTPRF	0.062081788
TBXAS1	0.0620414
RAB29	0.062003464
EDN1	0.061871573
SMIM5	0.061849214
PAICS	0.06183204
AKR1B10	0.061802607
TRPM1	0.061778404
TTLL10	0.061771836
FAM107A	0.06170136
BICC1	0.061667945
HEPACAM2	0.06153533
TLR4	0.061529625
TAL1	0.061522182
EIF3D	0.061417017
SPTAN1	0.061395936
PPFIBP1	0.06139417
ANP32E	0.061324894
ABCA1	0.061258078
CAMP	0.06124796
PTOV1	0.06119627
FAM49A	0.061119556
FHL2	0.06108832
BLK	0.061076753
UBE2S	0.061044693
MKNK2	0.06097638
RPH3A	0.060934965
PNRC2	0.060920108
DECR1	0.060877338
KLRC1	0.060876127
PODXL	0.060794394
SHROOM3	0.060775504
NOSIP	0.060773905
HSD17B10	0.060755536
CCDC107	0.060685147
SH3KBP1	0.06068467
LGALS9	0.060682904
NRP1	0.06064209
BMP2K	0.060635712
USP34	0.060622115
DNAH7	0.060553096
CFAP73	0.060497988
SIGIRR	0.060474247
ERN1	0.06033619
ATP6V1D	0.06030866
ARRDC3	0.060226537
IFI30	0.06014795
PLSCR1	0.06014549
VOPP1	0.060145147
NT5M	0.060106896
SLC4A1	0.06005694
GOT1	0.06002878
SPINT1	0.059871893
SNX2	0.059859965
SLC7A7	0.05979388
RGS19	0.059779923
CBLB	0.05977537
KAT6B	0.05969054
DPCD	0.059689708
PPP4R2	0.059688404
LACTB2	0.059599966
NOP56	0.05957735
DNAJA4	0.0595722
GCLC	0.05954017
HACD3	0.05953539
BCL11A	0.059522763
TRIM44	0.059494264
DHCR24	0.05947606
YY1	0.05946776
WDR72	0.05946553
PROS1	0.05945335
NBEAL2	0.059443098
PRB2	0.05941529
CDHR2	0.05941315
OXNAD1	0.059402563
PRPF40A	0.059380934
RALBP1	0.059374366
S1PR1	0.05934104
PIK3AP1	0.059321832
PPIG	0.059305128
PCSK2	0.05928882
CBR1	0.059234034
MUC16	0.059229195
SPAG6	0.0592022
SNCG	0.059180643
DDIT3	0.059153426
ETV3	0.059134617
SYF2	0.059116103
GFPT2	0.05903553
ERBB3	0.059035517
NEK5	0.058991674
BZW2	0.058974713
DBNL	0.058961842
ORAI2	0.05893925
SLCO3A1	0.058938663
TYR	0.058908798
KLHDC8B	0.058888838
FAM227A	0.058848165
NIT2	0.058639307
EMCN	0.05858232
NAIP	0.05855286
KLF3	0.05854405
SYNCRIP	0.05835905
PGS1	0.058329083
FNBP4	0.058326934
NDUFV1	0.058323648
ARL14	0.0582975
SCD	0.058274154
TM4SF18	0.058234196
HAGH	0.058133114
SUPT4H1	0.05813283
RAB21	0.058127724
JOSD1	0.05808704
SCOC	0.058057554
RAB8B	0.05803216
TOR1AIP2	0.058005303
LSM2	0.057997797
DLC1	0.057991162
CSK	0.057900123
HIST1H2BC	0.05788141
ST3GAL4	0.057878405
GJA1	0.057866693
CCDC50	0.057853058
CCNB1	0.057763755
B4GALT1	0.057713326
ASAP2	0.057680216
CMSS1	0.057667755
APOBEC3G	0.057655156
H2AFX	0.057623494
ABL2	0.057459097
ACADM	0.05743235
LRRC75A	0.057387117
TC2N	0.057383265
NRP2	0.05736865
SLC39A6	0.057348646
PARP14	0.057339516
CHD6	0.057333883
HELLS	0.05731121
RB1CC1	0.057258043
CCNB2	0.05723094
SKAP1	0.05722212
SOS2	0.05719791
YTHDC1	0.057148755
PSMC5	0.057128944
TOMM22	0.057120163
RFX3	0.057044048
BUB3	0.056946885
EVI2A	0.056944903
EBPL	0.05692524
DHRS3	0.056922007
FOXN3	0.05684457
VPS35	0.05676908
OAF	0.056765426
CAB39	0.056686133
DPP7	0.05668109
PLEKHJ1	0.056680553
FOLR2	0.05665023
SMIM4	0.056620713
B3GNT5	0.056590635
CASZ1	0.0564957
SYK	0.056471914
PYHIN1	0.05646953
HIPK1	0.05644694
CDH5	0.05642518
NDUFV3	0.05641858
SLC34A2	0.05639031
BCAP31	0.056357056
CFL2	0.056279425
JAG1	0.05627103
CLINT1	0.056165036
C1orf21	0.05609909
RAB9A	0.05604343
G3BP1	0.05604247
GPX2	0.055909503
SPATA18	0.055905033
BACH2	0.05589194
PHF21A	0.05587454
TMEM98	0.05585704
PIM1	0.05585354
IL10RA	0.055806354
HGD	0.055792432
ADGRG3	0.055720795
MYO1G	0.055710018
GGNBP2	0.05570562
HM13	0.05565716
DPYD	0.055623744
TFR2	0.055619925
CXCR1	0.055564705
CACYBP	0.05552738
POLR2E	0.0555257
CCNDBP1	0.055401932
GPM6B	0.055400033
COPRS	0.05539855
BDP1	0.05535899
LMO4	0.055334464
RBM6	0.055332795
SUCLG2	0.055234723
THEM4	0.055161323
BIN1	0.05513726
RABL2B	0.055117704
SHTN1	0.05507549
GLO1	0.05503036
PROCR	0.054997172
TPX2	0.054958712
RAB11FIP3	0.054956753
KRTCAP2	0.054921318
NPTN	0.05490934
MAL	0.054881178
UGDH	0.054869052
SMARCC1	0.05475969
DPYS	0.054744605
PNKD	0.054732855
PLA2G12A	0.054681405
ARPC5L	0.054666243
PLK3	0.054656323
UGT2B4	0.054609478
MBNL2	0.054586593
SESN1	0.0545722
STK38	0.054566447
ENDOG	0.054564532
SOX10	0.05454981
CRELD2	0.05436773
TECR	0.05430104
PRSS8	0.054290287
VIL1	0.05421587
BMPR2	0.054207
LRRFIP2	0.054141983
TNFRSF1A	0.05412
ZNF207	0.054115858
GOLIM4	0.054111343
KIFAP3	0.054110397
ETV6	0.054072406
PAPOLA	0.054035474
BCL3	0.05402892
INSR	0.053965684
MDM2	0.05389304
TMEM88	0.053792544
SLC22A1	0.053780977
LENG8	0.053776126
RUVBL2	0.053687464
HMGCS2	0.05368666
TEAD1	0.053668953
ITGB5	0.05365986
FRAT2	0.05365944
EHD1	0.05358648
HYDIN	0.05356795
PLEC	0.05355206
SLC44A2	0.053526863
UBE2L3	0.053478964
ZCRB1	0.053470597
ZEB1	0.053466447
EFHD1	0.0534385
WDR78	0.05340194
ANK3	0.05338956
NUCB1	0.053314377
SMARCA5	0.053274576
TPBG	0.05324195
ARPP19	0.05323806
KANSL1	0.05322054
COX20	0.053219162
NEK10	0.053214513
GRSF1	0.053144716
FHAD1	0.053120382
TUSC3	0.053090673
CLEC11A	0.05308948
GLA	0.053071547
CCDC113	0.053067062
PDK1	0.052991908
CHD1	0.05297526
FARP2	0.052951403
PRRX2	0.052917603
CYYR1	0.052893724
AGMAT	0.0528839
TPMT	0.052879103
NEDD4L	0.05287761
PPARA	0.052856192
ARHGDIA	0.052850284
CXADR	0.052849796
IP6K2	0.052843068
STAG2	0.05281281
RBM5	0.052812748
ARL4A	0.052807853
TGIF1	0.052735757
PSMA5	0.052637886
SFTPA2	0.052620605
TCTEX1D4	0.052599464
EEA1	0.05255396
GK	0.05247553
SLA2	0.0524573
PCNP	0.05243805
ZNF22	0.052428983
MACC1	0.052418858
WLS	0.052407216
COMP	0.05238837
BCL2L11	0.052371796
PPP1CC	0.052371003
MDM4	0.05235511
PEAK1	0.052333724
PPIL6	0.052329455
BAX	0.052174967
SEMA4D	0.05217442
ACADSB	0.052156586
DZIP3	0.052148726
WDR66	0.05214585
SF3B2	0.05213535
SMG1	0.052107964
YME1L1	0.052039135
FAM120A	0.052036274
DDX6	0.052008614
WDR38	0.051995132
TSPAN14	0.051970273
APOBEC3A	0.051943924
RXRA	0.051909927
WAC	0.05190564
RBMS3	0.051858135
TREM2	0.05184552
RALY	0.051788725
CXCL17	0.051741943
POU2AF1	0.051691767
RASGEF1B	0.0516773
MSMB	0.051674273
TMF1	0.05163453
DYNC1LI2	0.051541314
STK10	0.051505454
MAP3K13	0.051501714
DPT	0.051493715
TRAK1	0.051467843
MAP1A	0.05146549
SEL1L3	0.05145077
LYAR	0.05143928
ITGB4	0.05140746
CLUAP1	0.051306635
GPR171	0.051289003
SLC7A2	0.05127505
MSRB2	0.0512247
THRAP3	0.051194906
SIAH2	0.051194433
TMEM231	0.051182713
USP48	0.051173095
FAM174A	0.051155064
PPP2CB	0.051150713
PDXDC1	0.0511306
LILRA2	0.05109213
MTHFD2	0.05108481
RASSF5	0.05105671
BRD4	0.051035892
CLPP	0.051007662
TRIM22	0.05100479
ITGAE	0.050908033
SH3PXD2A	0.050870106
GZMK	0.050861675
CYFIP2	0.05076458
PRKCH	0.05074138
HIST1H1A	0.05070529
RNPEPL1	0.05065566
COL5A2	0.050607022
ERGIC1	0.050505046
COPS6	0.05046298
RCAN1	0.050457012
MRPL34	0.050440412
NFE2L1	0.050426185
TCEA1	0.050398145
COPZ1	0.050396103
SLTM	0.050394244
PACSIN2	0.05039231
ZDHHC20	0.050352182
CCDC167	0.05024908
ASPM	0.050222363
ZNF503	0.050160956
GATA3	0.05015731
PTPRCAP	0.050146237
IFNG	0.05009663
ARMC3	0.050092682
NDUFS2	0.050057083
CCNB1IP1	0.050009206
CHMP1B	0.04998379
DHX36	0.049976807
PGF	0.049967673
PEA15	0.049951147
EPS8L3	0.049916215
GUCA2A	0.04987427
CELF1	0.04986184
CCDC153	0.049845975
THOC2	0.04981146
FAM3B	0.049798813
ISLR	0.049786225
KRT81	0.04976132
MYO5A	0.04974048
CD82	0.049662665
DOK3	0.04963309
SRP72	0.049550377
KDSR	0.04951928
FURIN	0.049424
PLEKHB2	0.049406953
PRKAR1B	0.049361553
FOXC1	0.049356606
ERICH1	0.04934081
TAF7	0.04925781
STON2	0.049183574
FDX1	0.04916657
PCSK7	0.04915751
AIF1L	0.049115572
CXXC5	0.049113687
PCYOX1	0.049093697
SERPINB9	0.04907541
UBN1	0.049066722
UFM1	0.04905939
PMM1	0.049003866
SFTPA1	0.048970073
CCDC34	0.048960287
DENND3	0.048952773
PRKAG2	0.048913706
HIST2H2BE	0.04890007
PHKB	0.048759293
SNX6	0.048734434
RCAN3	0.048719503
CSNK1D	0.048671495
JTB	0.048648953
SLC16A10	0.04864719
HSD17B4	0.048576854
ARID1A	0.048564535
SOCS2	0.048559487
DNM2	0.04854388
CLEC2D	0.04852358
CTHRC1	0.04842645
NCF1	0.0484197
ST18	0.048384048
PIM2	0.048373275
ABCC4	0.048362076
CDC20	0.048346754
KNOP1	0.048334233
ABCC2	0.04830155
LAMB2	0.048187245
KIF1B	0.048159868
JDP2	0.04815946
DUSP9	0.04810521
TRAF3IP1	0.04806328
CA6	0.048041012
SPAG7	0.048014145
CD8A	0.047997065
MRPL47	0.047869056
LDLRAP1	0.047843374
TUBB2A	0.047806505
AK3	0.047704298
GNG13	0.04770128
PROM1	0.047644775
LY86	0.047629457
AGTPBP1	0.047586422
MAPK10	0.047557123
AGPAT2	0.047554884
KDR	0.047529496
SOX17	0.047474355
ITSN2	0.04738745
ACMSD	0.047300514
PRSS3	0.047281817
TRIM56	0.04725414
RNPS1	0.047197882
ABCA9	0.047182236
RIF1	0.047182124
MRPL27	0.047170695
C4BPA	0.04715121
RERE	0.047134463
MAGED1	0.047126353
C1orf122	0.04710811
EVA1B	0.047076795
DCK	0.047075566
CX3CL1	0.047055822
ARPC1A	0.047042318
DCLK2	0.047007255
SORT1	0.046962637
CCDC69	0.046884496
ABCB11	0.046872355
ADAR	0.046863697
NRARP	0.04683986
RBL2	0.046831466
TIPARP	0.04681519
PTPN7	0.0466848
ARF5	0.046666447
LMBR1	0.046617005
APPL1	0.04658034
LAMTOR2	0.046566635
ANXA7	0.046562374
HTATIP2	0.04655639
CNPY3	0.046544883
ANKLE2	0.0465353
COPS8	0.04652605
UBL3	0.046487335
TLE3	0.0464066
CDC42EP5	0.046395943
NDUFS3	0.046392523
PIK3CB	0.046352267
ZC3H15	0.04633627
GNS	0.046296727
CDH19	0.046258423
NDUFS1	0.04620952
NOL7	0.04618815
CAPN3	0.04615999
MAML2	0.046140395
PHF14	0.046127025
SAMD3	0.046119355
FADS1	0.046101443
ASXL1	0.046030648
EHBP1L1	0.046022568
CHURC1	0.046008397
IFNAR1	0.045959696
SLMAP	0.045927167
ZAP70	0.045920137
ARHGAP15	0.045897543
TUBB6	0.045881264
CA4	0.045880497
ATF7IP	0.045873582
CASP8	0.0458578
RASSF3	0.04585137
ERLEC1	0.045834336
TBCB	0.04580615
STAT5B	0.04577725
RICTOR	0.045768294
CDH17	0.045713607
LNPEP	0.04567378
DCP2	0.045671817
DNAH9	0.045607857
CERS2	0.045592416
BBX	0.045526825
TMEM173	0.045499943
C3AR1	0.0454686
PNPLA8	0.045448683
PDXK	0.045405243
DGKD	0.04540117
ITGB8	0.045379575
STRADB	0.045377642
TRPS1	0.045354277
MAPRE2	0.04530964
PRDM2	0.04526913
ADGRA3	0.045245692
SLCO2A1	0.045202013
OLA1	0.04516525
MRPL14	0.04510752
LYPLA1	0.045100853
SPEN	0.04508917
AP2B1	0.045088995
EPRS	0.044987794
CCNL2	0.04492417
SHISA5	0.044887174
FTO	0.044804882
WDR34	0.044801656
PFKL	0.044761427
COA4	0.044731624
DICER1	0.044710234
GNAI3	0.044682935
KDM5A	0.04465709
OSTM1	0.044533722
CFAP36	0.044493712
CHD4	0.044446733
WFDC1	0.04444123
TRABD	0.044425663
ATP6V1A	0.04436887
PIAS1	0.04434497
FAM3C	0.04434201
FLNB	0.04433492
SLC4A4	0.044327945
CTXN1	0.04429
DDAH1	0.0442529
MRPS15	0.044248793
SRSF1	0.044238668
SLCO2B1	0.044232305
COQ4	0.044209287
CTNNAL1	0.04420298
HADH	0.044197783
LAT2	0.044177704
LAIR1	0.044099666
TRIOBP	0.044095438
SLC1A4	0.044088803
UBE2N	0.04408712
POLR2K	0.044063285
RAB4A	0.044049483
ATRAID	0.04402016
LLGL2	0.04394525
MYO10	0.043876093
TMC8	0.0438745
ATXN10	0.043858092
ENPP2	0.043836348
FAH	0.043731485
PIK3R3	0.043675635
DIP2A	0.043598153
PYURF	0.043551683
LSM14A	0.04353178
MIOX	0.043400966
DNMT1	0.043399516
LXN	0.04339884
ADD1	0.043340337
ASRGL1	0.04325894
PNMT	0.043250494
MAL2	0.043230522
CNTRL	0.04321784
PSMD7	0.04319883
M6PR	0.043190338
MRPL3	0.043127447
MRPL28	0.0430817
SMC1A	0.043046363
CSNK1A1	0.04303853
C21orf58	0.043026518
NPW	0.042996444
CDK12	0.042893678
GIMAP1	0.04287978
FCN3	0.04277481
ST6GAL1	0.042769507
PUF60	0.042766076
NOTCH3	0.04276237
DBN1	0.042739794
ALDH8A1	0.04273814
USH1C	0.042730737
PPP1R1A	0.042703055
ADAM8	0.042677335
DOCK5	0.042665116
ASL	0.0426155
CYTH4	0.04261385
RSF1	0.04261105
VKORC1	0.042590424
AKIRIN1	0.042556714
FAM133B	0.042537827
MGAT4A	0.042537555
PPIF	0.042510092
INSL4	0.042481728
CPNE3	0.042474497
CHMP3	0.04242686
GGCT	0.04241882
B4GALT5	0.042373862
CFAP45	0.042352926
NDUFA10	0.042343657
P4HTM	0.04231847
MAP9	0.0422904
SPRY2	0.042289022
H6PD	0.042276654
SNX5	0.04225679
TMEM147	0.04223216
ADAM10	0.042185236
PAM	0.04216916
POLR1D	0.04214124
EML4	0.04212455
PDAP1	0.04212353
SULT1B1	0.042117465
DOCK2	0.04210705
JAK3	0.042098813
PPP3CA	0.042049248
PABPN1	0.0420269
HNMT	0.041983053
ST3GAL6	0.04198141
ENSA	0.041973233
DAP	0.041961074
ALOX12	0.041935742
MAP2K2	0.04191635
FMO3	0.041914433
HIST2H2AA4	0.04189683
UPF2	0.04185085
LARS	0.04184851
FGFR1OP2	0.0417708
SSRP1	0.041664977
CD2AP	0.04162417
KMT2A	0.041606933
PSMB4	0.041599967
SERTAD2	0.041584063
C1QTNF1	0.04156692
DTYMK	0.041499157
MGMT	0.04143917
SNRPA	0.04143823
CAMLG	0.041417275
FOLR3	0.041416734
ZDHHC18	0.04136949
EP300	0.041362353
DERA	0.04133037
C6orf62	0.041325077
FXYD6	0.041309845
F8	0.04122933
MYLIP	0.041220102
APOBR	0.041219227
LASP1	0.04121355
TMEM87A	0.04119812
TSPAN4	0.04119087
FMO1	0.04115958
C6	0.0410997
HECTD1	0.041096054
TMEM47	0.041079625
YIF1B	0.041077442
MRPS26	0.041074455
SIRPB1	0.04105183
RAD23A	0.041037112
GPATCH8	0.041005336
RBM26	0.04096988
EHD4	0.040926896
WDFY3	0.040919848
CALCOCO2	0.040886763
DGAT2	0.040880866
NPHP1	0.040862396
CHMP5	0.04081809
MLLT11	0.04080508
TAX1BP3	0.04079871
ONECUT2	0.04077534
SMARCA4	0.040742047
CCDC88C	0.040723655
NT5C	0.040683575
DNAJC3	0.040681444
CDK1	0.040681146
PXN	0.040671896
AFF1	0.040638316
RNASEH2C	0.040599044
PILRA	0.040592592
HEG1	0.040585477
TIA1	0.04058538
SMARCB1	0.04057476
ATP11B	0.040512983
HNRNPUL1	0.040493123
OS9	0.040483404
MAZ	0.040457774
PURA	0.040443685
MAPK15	0.040359613
F11R	0.040357307
GALNT1	0.040348414
CIAPIN1	0.04033029
TTC14	0.040299233
ADAM28	0.040289454
MMP19	0.040286563
MVP	0.04021789
SSPN	0.040217426
ANKRD10	0.0401917
PTBP1	0.0401465
NCOA3	0.040122118
RGL4	0.04010323
ATP6AP1	0.040101144
CLDN1	0.04009914
OAZ2	0.04008145
MRVI1	0.040052753
ANKRD37	0.040014718
CCL25	0.039998844
ALOX15	0.039981447
ZNF90	0.039979752
PFDN1	0.03993592
GLCCI1	0.039924502
ACOT13	0.03991959
MYH14	0.039891567
AMN	0.039888915
MRPL40	0.039875086
CFAP52	0.0398691
TRIM28	0.039840072
SESTD1	0.039792806
REV3L	0.039786823
TRIM38	0.039740834
IFT43	0.03972821
AIG1	0.03968867
MYOC	0.03966873
